試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-01,堺ブレイザーズ,1,,松本慶彦,3,nan,■,■,■,nan,8,3,0,0.375,0.375,1.00,0,0,0,-,0,-,8,0,0,4,12.5,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,2,,樋口裕希,4,■,■,■,■,nan,13,10,0,0.7692307692307693,0.7692307692307693,2.50,3,3,0,100.0,2,0.50,12,0,1,3,4.2,36,11,6,38.9,,,,,,,,
2020-11-01,堺ブレイザーズ,3,,宮原貴人,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,4,,高野直哉,4,■,■,■,■,nan,29,16,2,0.5517241379310345,0.4827586206896552,4.00,2,2,0,100.0,4,1.00,12,0,1,2,2.1,30,16,10,70.0,,,,,,,,
2020-11-01,堺ブレイザーズ,6,,山崎貴矢,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,7,,出耒田敬,4,■,■,■,■,nan,10,3,1,0.3,0.2,0.75,0,0,0,-,2,0.50,11,0,5,1,-9.1,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,8,,佐川翔,2,nan,nan,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,10,,千々木駿介,2,□,nan,nan,□,nan,9,2,0,0.2222222222222222,0.2222222222222222,1.00,2,0,0,0.0,0,-,2,0,0,1,12.5,2,1,0,50.0,,,,,,,,
2020-11-01,堺ブレイザーズ,11,,関田誠大,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,9,0,0,3,8.3,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,12,,小池勇輝,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,14,,山口頌平,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,20,L,山本智大,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,9,0,75.0,,,,,,,,
2020-11-01,堺ブレイザーズ,21,,竹元裕太郎,3,■,□,nan,□,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,6,0,0,2,8.3,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,24,,ジョンウェント,4,■,■,■,■,nan,37,17,4,0.4594594594594595,0.35135135135135137,4.25,15,8,2,53.3,3,0.75,15,1,3,2,5.0,0,0,0,-,,,,,,,,
2020-11-01,堺ブレイザーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,110,51,7,0.4636363636363636,0.4,12.75,22,13,2,59.1,12,3.00,83,1,14,20,3.0,80,37,16,56.2,104,59,3,56.7,7,1.75,10.7,61.0
