試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-23,堺ブレイザーズ,1,,松本慶彦,4,■,■,■,■,nan,9,5,1,0.5555555555555556,0.4444444444444444,1.25,0,0,0,-,1,0.25,13,0,0,5,9.6,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,2,,樋口裕希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,4,,高野直哉,4,■,■,■,■,nan,14,9,0,0.6428571428571429,0.6428571428571429,2.25,3,2,0,66.7,0,-,15,0,2,6,6.7,31,13,6,51.6,,,,,,,,
2021-01-23,堺ブレイザーズ,5,,堀江友裕,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,,,,,,,,
2021-01-23,堺ブレイザーズ,6,,山崎貴矢,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,7,,出耒田敬,4,■,■,■,■,nan,8,4,1,0.5,0.375,1.00,0,0,0,-,1,0.25,11,0,1,2,2.3,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,8,,佐川翔,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,10,,千々木駿介,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,11,,関田誠大,4,■,■,■,■,nan,2,2,0,1.0,1.0,0.50,0,0,0,-,1,0.25,12,0,2,3,2.1,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,14,,山口頌平,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,20,L,山本智大,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,13,3,76.3,,,,,,,,
2021-01-23,堺ブレイザーズ,21,,竹元裕太郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,23,,鵜野幸也,4,■,■,■,■,nan,37,21,1,0.5675675675675675,0.5405405405405406,5.25,8,5,0,62.5,1,0.25,17,0,2,6,5.9,15,7,5,63.3,,,,,,,,
2021-01-23,堺ブレイザーズ,24,,ジョンウェント,4,■,■,■,■,nan,28,18,1,0.6428571428571429,0.6071428571428571,4.50,13,9,1,69.2,0,-,20,4,2,8,27.5,0,0,0,-,,,,,,,,
2021-01-23,堺ブレイザーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,98,59,4,0.6020408163265306,0.5612244897959183,14.75,24,16,1,66.7,4,1.00,94,4,12,31,9.3,66,33,14,60.6,106,56,7,52.8,9,2.25,2.6,51.2
