試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-06,堺ブレイザーズ,1,,松本慶彦,4,■,■,■,■,nan,15,9,0,0.6,0.6,2.25,0,0,0,-,0,-,9,0,0,2,5.6,2,2,0,100.0,,,,,,,,
2021-02-06,堺ブレイザーズ,2,,樋口裕希,4,□,■,■,■,nan,24,16,1,0.6666666666666666,0.625,4.00,7,5,0,71.4,1,0.25,12,0,2,2,0.0,18,11,5,75.0,,,,,,,,
2021-02-06,堺ブレイザーズ,3,,宮原貴人,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,4,,高野直哉,4,■,■,■,■,nan,17,8,0,0.47058823529411764,0.47058823529411764,2.00,2,1,0,50.0,1,0.25,18,0,4,1,-4.2,44,28,10,75.0,,,,,,,,
2021-02-06,堺ブレイザーズ,5,L,堀江友裕,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,6,5,70.8,,,,,,,,
2021-02-06,堺ブレイザーズ,6,,山崎貴矢,2,□,nan,nan,□,nan,1,0,1,0.0,-1.0,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,7,,出耒田敬,4,■,■,■,■,nan,11,5,0,0.45454545454545453,0.45454545454545453,1.25,0,0,0,-,2,0.50,13,2,1,4,21.2,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,8,,佐川翔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,11,,関田誠大,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,15,0,3,0,-5.0,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,12,,小池勇輝,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,1,75.0,,,,,,,,
2021-02-06,堺ブレイザーズ,14,,山口頌平,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,21,,竹元裕太郎,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,23,,鵜野幸也,1,■,nan,nan,nan,nan,5,1,1,0.2,0.0,1.00,1,0,0,0.0,0,-,2,0,0,0,0.0,8,1,3,31.2,,,,,,,,
2021-02-06,堺ブレイザーズ,24,,ジョンウェント,4,■,■,■,■,nan,43,21,2,0.4883720930232558,0.4418604651162791,5.25,19,10,0,52.6,1,0.25,19,3,9,2,6.6,0,0,0,-,,,,,,,,
2021-02-06,堺ブレイザーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,116,60,5,0.5172413793103449,0.47413793103448276,15.00,29,16,0,55.2,6,1.50,93,5,21,11,2.7,86,49,24,70.9,99,60,10,60.6,7,1.75,6.6,71.8
