試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-11-07,堺ブレイザーズ,1,,松本慶彦,5,■,■,■,■,■,13,7,0,53.8,53.8,1.40,0,0,0,-,3,0.60,16,1,0,5,14.1,1,0,1,50.0,,,,,,,,
2020-11-07,堺ブレイザーズ,2,,樋口裕希,5,■,■,■,■,■,35,17,2,48.6,42.9,3.40,5,3,0,60.0,0,-,21,0,3,13,11.9,36,12,11,48.6,,,,,,,,
2020-11-07,堺ブレイザーズ,4,,高野直哉,5,■,■,■,■,■,27,12,1,44.4,40.7,2.40,3,2,0,66.7,1,0.20,18,0,6,5,-1.4,29,11,11,56.9,,,,,,,,
2020-11-07,堺ブレイザーズ,5,,堀江友裕,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,6,,山崎貴矢,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,7,,出耒田敬,5,■,■,■,■,■,13,10,0,76.9,76.9,2.00,0,0,0,-,0,-,13,1,5,2,1.9,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,8,,佐川翔,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,10,,千々木駿介,2,nan,□,nan,nan,□,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,11,,関田誠大,5,■,■,■,■,■,2,1,0,50.0,50.0,0.20,0,0,0,-,0,-,19,1,1,4,9.2,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,14,,山口頌平,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,20,L,山本智大,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,11,5,64.3,,,,,,,,
2020-11-07,堺ブレイザーズ,21,,竹元裕太郎,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,23,,鵜野幸也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,24,,ジョンウェント,5,■,■,■,■,■,55,26,6,47.3,36.4,5.20,19,10,2,52.6,1,0.20,21,2,3,2,8.3,0,0,0,-,,,,,,,,
2020-11-07,堺ブレイザーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,146,74,9,50.7,44.5,14.80,27,15,2,55.6,5,1.00,112,5,20,31,6.9,87,34,28,55.2,141,58,9,41.1,9,1.80,5.7,50.0
