試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-21,堺ブレイザーズ,1,,松本慶彦,4,■,■,■,■,nan,12,3,0,0.25,0.25,0.75,0,0,0,-,1,0.25,13,0,2,1,-1.9,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,2,,樋口裕希,4,□,□,■,■,nan,12,8,0,0.6666666666666666,0.6666666666666666,2.00,2,2,0,100.0,1,0.25,6,0,0,4,16.7,13,7,3,65.4,,,,,,,,
2021-02-21,堺ブレイザーズ,3,,宮原貴人,1,nan,nan,nan,□,nan,1,1,0,1.0,1.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,4,,高野直哉,4,■,■,■,■,nan,29,14,1,0.4827586206896552,0.4482758620689655,3.50,2,1,0,50.0,2,0.50,14,0,2,6,7.1,34,12,13,54.4,,,,,,,,
2021-02-21,堺ブレイザーズ,5,,堀江友裕,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,6,,山崎貴矢,4,■,■,■,■,nan,9,3,1,0.3333333333333333,0.2222222222222222,0.75,0,0,0,-,0,-,9,0,4,0,-11.1,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,8,,佐川翔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,10,,千々木駿介,4,■,■,■,■,nan,32,15,3,0.46875,0.375,3.75,11,5,2,45.5,2,0.50,13,0,1,1,0.0,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,11,,関田誠大,4,■,■,■,■,nan,2,2,0,1.0,1.0,0.50,0,0,0,-,0,-,18,1,1,4,9.7,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,12,,小池勇輝,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,-25.0,1,0,1,50.0,,,,,,,,
2021-02-21,堺ブレイザーズ,14,,山口頌平,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,20,L,山本智大,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,3,75.0,,,,,,,,
2021-02-21,堺ブレイザーズ,21,,竹元裕太郎,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,堺ブレイザーズ,23,,鵜野幸也,3,■,■,nan,□,nan,18,6,2,0.3333333333333333,0.2222222222222222,2.00,3,1,0,33.3,0,-,12,0,0,1,2.1,18,10,4,66.7,,,,,,,,
2021-02-21,堺ブレイザーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,115,52,7,0.45217391304347826,0.391304347826087,13.00,18,9,2,50.0,6,1.50,89,1,12,17,2.5,72,32,24,61.1,127,60,8,47.2,9,2.25,3.5,64.9
