試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,1,,江藤直美,4,■,■,■,■,nan,22,7,0,31.8,31.8,1.75,0,0,0,-,3,0.75,15,0,1,5,8.3,1,1,0,100.0,10
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,2,,谷口雅美,4,■,■,■,■,nan,57,23,2,40.4,36.8,5.75,2,0,0,0.0,2,0.50,18,1,2,6,13.9,11,8,0,72.7,26
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,3,,森山淳子,1,■,nan,nan,nan,nan,8,2,1,25.0,12.5,2.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,2
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,5,,菅山かおる,4,■,■,■,■,nan,62,21,2,33.9,30.6,5.25,0,0,0,-,2,0.50,12,0,1,5,10.4,23,16,0,69.6,23
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,7,,竹下佳江,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,22,2,1,4,12.7,0,0,0,-,2
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,9,,宝来麻紀子,4,□,□,□,□,nan,4,0,0,0.0,0.0,-,0,0,0,-,2,0.50,0,0,0,0,-,2,2,0,100.0,2
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,10,,河村聖子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,11,L,朝倉香苗,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,19,0,67.9,0
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,14,,佐田樹理,4,■,■,■,■,nan,19,5,2,26.3,15.8,1.25,0,0,0,-,0,-,17,1,3,6,13.5,28,25,0,89.3,6
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,16,,久保雅,4,□,■,■,■,nan,22,8,1,36.4,31.8,2.00,0,0,0,-,3,0.75,13,1,0,5,17.3,0,0,0,-,12
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,18,,高木理江,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,19,,平山恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-01-24,JTマーヴェラス,シーガルズ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,194,66,8,34.0,29.9,16.50,2,0,0,0.0,12,3.00,98,5,8,31,12.6,93,71,0,76.3,83
