大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,柏エンゼルクロス,21,83,772,271,55,35.1,17,5,3,29.4,3.27,15,0.18,243,3,2,13,56,6.5,556,210,137,50.1,271,15,5,291
レギュラーラウンド,柏エンゼルクロス,21,83,772,271,55,35.1,17,5,3,29.4,3.27,15,0.18,243,3,2,13,56,6.5,556,210,137,50.1,271,15,5,291
V.LEAGUE DIVISION2 WOMEN 2018-19,柏エンゼルクロス,3,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,柏エンゼルクロス,3,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,24,84,772,271,55,35.1,17,5,3,29.4,3.23,15,0.18,244,3,2,13,56,6.5,556,210,137,50.1,271,15,5,291
通算,,24,84,772,271,55,35.1,17,5,3,29.4,3.23,15,0.18,244,3,2,13,56,6.5,556,210,137,50.1,271,15,5,291
