大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2020-21 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,17,66,748,387,63,51.7,321,171,44,53.3,5.86,35,0.53,263,10,22,94,98,12.5,4,0,2,25.0,387,35,32,454
レギュラーラウンド,ジェイテクトSTINGS,17,66,748,387,63,51.7,321,171,44,53.3,5.86,35,0.53,263,10,22,94,98,12.5,4,0,2,25.0,387,35,32,454
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,29,109,1040,585,86,56.2,437,243,48,55.6,5.37,50,0.46,475,18,61,131,205,20.5,7,2,1,35.7,585,50,79,714
レギュラーラウンド,ジェイテクトSTINGS,27,100,933,526,78,56.4,392,214,45,54.6,5.26,49,0.49,434,16,54,125,189,19.8,7,2,1,35.7,526,49,70,645
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,4,51,28,2,54.9,20,12,1,60.0,7.0,0,-,19,0,5,2,7,32.9,0,0,0,-,28,0,5,33
ファイナル,ジェイテクトSTINGS,1,5,56,31,6,55.4,25,17,2,68.0,6.2,1,0.20,22,2,2,4,9,23.9,0,0,0,-,31,1,4,36
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,27,97,937,475,71,50.7,379,192,43,50.7,4.9,50,0.52,399,18,27,121,136,12.2,5,1,0,20.0,475,50,45,570
レギュラーラウンド,ジェイテクトSTINGS,27,97,937,475,71,50.7,379,192,43,50.7,4.9,50,0.52,399,18,27,121,136,12.2,5,1,0,20.0,475,50,45,570
Ｖ・プレミアリーグ男子 2017/18,ジェイテクトSTINGS,12,45,431,224,39,52.0,177,98,14,55.4,4.98,12,0.27,160,7,6,30,71,14.5,7,2,2,42.9,224,12,13,249
レギュラーラウンド,ジェイテクトSTINGS,7,26,240,134,19,55.8,104,59,10,56.7,5.15,5,0.19,90,4,5,16,40,16.7,3,1,1,50.0,134,5,9,148
ファイナル６,ジェイテクトSTINGS,5,19,191,90,20,47.1,73,39,4,53.4,4.74,7,0.37,70,3,1,14,31,11.8,4,1,1,37.5,90,7,4,101
レギュラーシーズン通算,,78,289,2858,1522,231,53.3,1196,636,142,53.2,5.27,139,0.48,1186,48,108,356,463,15.4,19,4,4,31.6,1522,139,156,1817
通算,,85,317,3156,1671,259,52.9,1314,704,149,53.6,5.27,147,0.46,1297,53,116,376,510,15.6,23,5,5,32.6,1671,147,169,1987
