大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,23,34,200,48,8,24.0,26,6,1,23.1,1.41,4,0.12,50,0,2,5,9,6.0,125,43,30,46.4,48,4,2,54
スターカンファレンス,PFUブルーキャッツ,14,18,95,26,4,27.4,11,4,0,36.4,1.44,1,0.06,23,0,0,3,2,-1.1,70,20,18,41.4,26,1,0,27
交流戦,PFUブルーキャッツ,6,13,97,20,4,20.6,14,2,1,14.3,1.54,3,0.23,25,0,2,2,6,12.0,48,22,11,57.3,20,3,2,25
チャレンジ４,PFUブルーキャッツ,3,3,8,2,0,25.0,1,0,0,0.0,0.67,0,-,2,0,0,0,1,12.5,7,1,1,21.4,2,0,0,2
V.LEAGUE DIVISION1 WOMEN 2018-19,PFUブルーキャッツ,7,5,16,4,2,25.0,2,0,0,0.0,0.80,0,-,6,0,1,1,0,12.5,15,2,1,16.7,4,0,1,5
Eastern Conference,PFUブルーキャッツ,1,2,5,0,1,0.0,2,0,0,0.0,-,0,-,3,0,0,0,0,0.0,6,1,0,16.7,0,0,0,0
交流戦,PFUブルーキャッツ,5,1,5,0,1,0.0,0,0,0,-,-,0,-,2,0,1,1,0,37.5,5,0,0,0.0,0,0,1,1
チャレンジステージ,PFUブルーキャッツ,1,2,6,4,0,66.7,0,0,0,-,2.00,0,-,1,0,0,0,0,0.0,4,1,1,37.5,4,0,0,4
チャレンジマッチ女子2018-19,PFUブルーキャッツ,2,5,0,0,0,-,0,0,0,-,-,0,-,13,0,1,0,3,13.5,0,0,0,-,0,0,1,1
チャレンジマッチ,PFUブルーキャッツ,2,5,0,0,0,-,0,0,0,-,-,0,-,13,0,1,0,3,13.5,0,0,0,-,0,0,1,1
レギュラーシーズン通算,,26,34,202,46,10,22.8,27,6,1,22.2,1.35,4,0.12,53,0,3,6,8,6.6,129,43,29,44.6,46,4,3,53
通算,,32,44,216,52,10,24.1,28,6,1,21.4,1.18,4,0.09,69,0,4,6,12,8.0,140,45,31,43.2,52,4,4,60
