大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,9,23,199,68,15,34.2,49,17,6,34.7,2.96,3,0.13,34,0,0,2,13,8.1,0,0,0,-,68,3,0,71
スターカンファレンス,PFUブルーキャッツ,7,18,177,60,11,33.9,45,15,4,33.3,3.33,2,0.11,31,0,0,2,10,6.5,0,0,0,-,60,2,0,62
チャレンジ４,PFUブルーキャッツ,2,5,22,8,4,36.4,4,2,2,50.0,1.6,1,0.20,3,0,0,0,3,25.0,0,0,0,-,8,1,0,9
V.LEAGUE DIVISION1 WOMEN 2018-19,PFUブルーキャッツ,14,45,452,138,26,30.5,62,11,8,17.7,3.07,7,0.16,132,0,2,6,40,8.0,0,0,0,-,138,7,2,147
Eastern Conference,PFUブルーキャッツ,5,14,163,53,7,32.5,26,6,4,23.1,3.79,2,0.14,41,0,1,1,11,8.5,0,0,0,-,53,2,1,56
交流戦,PFUブルーキャッツ,7,24,209,58,16,27.8,23,3,4,13.0,2.42,4,0.17,72,0,1,2,21,8.0,0,0,0,-,58,4,1,63
チャレンジステージ,PFUブルーキャッツ,2,7,80,27,3,33.8,13,2,0,15.4,3.86,1,0.14,19,0,0,3,8,6.6,0,0,0,-,27,1,0,28
チャレンジマッチ女子2018-19,PFUブルーキャッツ,2,6,76,34,4,44.7,10,6,0,60.0,5.67,1,0.17,20,0,0,2,6,5.0,0,0,0,-,34,1,0,35
チャレンジマッチ,PFUブルーキャッツ,2,6,76,34,4,44.7,10,6,0,60.0,5.67,1,0.17,20,0,0,2,6,5.0,0,0,0,-,34,1,0,35
Ｖ・チャレンジリーグⅠ女子 2017/18,PFUブルーキャッツ,18,63,732,256,65,35.0,220,73,31,33.2,4.06,20,0.32,255,4,12,17,83,12.7,0,0,0,-,256,20,16,292
レギュラーラウンド,PFUブルーキャッツ,18,63,732,256,65,35.0,220,73,31,33.2,4.06,20,0.32,255,4,12,17,83,12.7,0,0,0,-,256,20,16,292
Ｖ・プレミアリーグ女子 2016/17,PFUブルーキャッツ,20,71,838,271,69,32.3,126,38,13,30.2,3.82,21,0.30,212,3,3,23,60,9.6,1,1,0,100.0,271,21,6,298
レギュラーラウンド,PFUブルーキャッツ,20,71,838,271,69,32.3,126,38,13,30.2,3.82,21,0.30,212,3,3,23,60,9.6,1,1,0,100.0,271,21,6,298
チャレンジマッチ女子2016/17,PFUブルーキャッツ,2,7,74,23,6,31.1,16,5,2,31.2,3.29,0,-,15,0,0,1,7,11.7,0,0,0,-,23,0,0,23
チャレンジマッチ,PFUブルーキャッツ,2,7,74,23,6,31.1,16,5,2,31.2,3.29,0,-,15,0,0,1,7,11.7,0,0,0,-,23,0,0,23
Ｖ・チャレンジリーグⅠ女子 2015/16,PFUブルーキャッツ,12,41,560,216,45,38.6,120,39,12,32.5,5.27,26,0.63,166,1,9,20,80,17.0,0,0,0,-,216,26,10,252
レギュラーラウンド,PFUブルーキャッツ,12,41,560,216,45,38.6,120,39,12,32.5,5.27,26,0.63,166,1,9,20,80,17.0,0,0,0,-,216,26,10,252
チャレンジマッチ女子2015/16,PFUブルーキャッツ,2,7,107,48,11,44.9,29,15,3,51.7,6.86,0,-,27,0,0,2,7,6.5,0,0,0,-,48,0,0,48
チャレンジマッチ,PFUブルーキャッツ,2,7,107,48,11,44.9,29,15,3,51.7,6.86,0,-,27,0,0,2,7,6.5,0,0,0,-,48,0,0,48
