大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,24,86,851,288,32,33.8,112,37,6,33.0,3.35,19,0.22,258,6,6,34,61,7.3,414,174,91,53.0,288,19,12,319
スターカンファレンス,PFUブルーキャッツ,15,48,452,159,10,35.2,60,21,2,35.0,3.31,8,0.17,127,0,3,17,29,4.7,244,100,56,52.5,159,8,3,170
交流戦,PFUブルーキャッツ,6,25,266,80,17,30.1,26,6,3,23.1,3.2,7,0.28,77,5,1,11,12,8.1,98,47,22,59.2,80,7,6,93
チャレンジ４,PFUブルーキャッツ,3,13,133,49,5,36.8,26,10,1,38.5,3.77,4,0.31,54,1,2,6,20,12.0,72,27,13,46.5,49,4,3,56
V.LEAGUE DIVISION1 WOMEN 2018-19,PFUブルーキャッツ,22,51,420,112,19,26.7,59,14,5,23.7,2.2,6,0.12,130,2,2,26,28,3.5,157,57,35,47.5,112,6,4,122
Eastern Conference,PFUブルーキャッツ,10,23,170,41,8,24.1,36,6,2,16.7,1.78,3,0.13,55,0,0,12,12,0.0,35,7,12,37.1,41,3,0,44
交流戦,PFUブルーキャッツ,10,21,194,56,6,28.9,17,8,1,47.1,2.67,2,0.10,56,1,1,13,11,2.7,82,29,19,47.0,56,2,2,60
チャレンジステージ,PFUブルーキャッツ,2,7,56,15,5,26.8,6,0,2,0.0,2.14,1,0.14,19,1,1,1,5,15.8,40,21,4,57.5,15,1,2,18
チャレンジマッチ女子2018-19,PFUブルーキャッツ,2,5,42,14,2,33.3,7,1,2,14.3,2.8,3,0.60,13,0,0,1,5,7.7,45,17,14,53.3,14,3,0,17
チャレンジマッチ,PFUブルーキャッツ,2,5,42,14,2,33.3,7,1,2,14.3,2.8,3,0.60,13,0,0,1,5,7.7,45,17,14,53.3,14,3,0,17
Ｖ・チャレンジリーグⅠ女子 2017/18,PFUブルーキャッツ,11,11,37,13,1,35.1,4,2,1,50.0,1.18,3,0.27,19,0,0,1,4,3.9,41,18,12,58.5,13,3,0,16
レギュラーラウンド,PFUブルーキャッツ,11,11,37,13,1,35.1,4,2,1,50.0,1.18,3,0.27,19,0,0,1,4,3.9,41,18,12,58.5,13,3,0,16
Ｖ・プレミアリーグ女子 2016/17,PFUブルーキャッツ,2,6,50,19,2,38.0,8,2,0,25.0,3.17,0,-,11,1,0,2,0,9.1,0,0,0,-,19,0,1,20
レギュラーラウンド,PFUブルーキャッツ,2,6,50,19,2,38.0,8,2,0,25.0,3.17,0,-,11,1,0,2,0,9.1,0,0,0,-,19,0,1,20
チャレンジマッチ女子2016/17,PFUブルーキャッツ,2,6,42,10,2,23.8,1,0,1,0.0,1.67,2,0.33,12,0,0,0,6,12.5,0,0,0,-,10,2,0,12
チャレンジマッチ,PFUブルーキャッツ,2,6,42,10,2,23.8,1,0,1,0.0,1.67,2,0.33,12,0,0,0,6,12.5,0,0,0,-,10,2,0,12
レギュラーシーズン通算,,54,134,1169,368,44,31.5,151,45,9,29.8,2.75,23,0.17,345,7,5,56,68,4.3,500,201,121,52.3,368,23,12,403
通算,,63,165,1442,456,58,31.6,191,56,15,29.3,2.76,33,0.20,443,9,8,64,104,6.1,657,266,152,52.1,456,33,17,506
