大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,24,86,556,144,31,25.9,7,1,0,14.3,1.67,14,0.16,263,4,4,18,77,8.7,760,339,193,57.3,144,14,8,166
スターカンファレンス,PFUブルーキャッツ,15,47,271,70,19,25.8,4,0,0,0.0,1.49,7,0.15,157,1,3,9,54,9.7,402,180,104,57.7,70,7,4,81
交流戦,PFUブルーキャッツ,6,26,198,54,8,27.3,0,0,0,-,2.08,6,0.23,77,3,1,5,18,9.4,248,118,62,60.1,54,6,4,64
チャレンジ４,PFUブルーキャッツ,3,13,87,20,4,23.0,3,1,0,33.3,1.54,1,0.08,29,0,0,4,5,0.9,110,41,27,49.5,20,1,0,21
V.LEAGUE DIVISION1 WOMEN 2018-19,KUROBEアクアフェアリーズ,22,74,748,207,56,27.7,15,1,0,6.7,2.8,13,0.18,251,1,10,10,62,9.6,570,327,107,66.8,207,13,11,231
Eastern Conference,KUROBEアクアフェアリーズ,10,35,381,107,29,28.1,8,0,0,0.0,3.06,4,0.11,129,0,5,2,33,9.9,232,134,52,69.0,107,4,5,116
交流戦,KUROBEアクアフェアリーズ,10,32,299,77,20,25.8,6,1,0,16.7,2.41,6,0.19,98,1,3,7,20,7.4,290,161,48,63.8,77,6,4,87
チャレンジステージ,KUROBEアクアフェアリーズ,2,7,68,23,7,33.8,1,0,0,0.0,3.29,3,0.43,24,0,2,1,9,16.7,48,32,7,74.0,23,3,2,28
Ｖ・チャレンジリーグⅠ女子 2017/18,KUROBEアクアフェアリーズ,18,68,642,213,46,33.2,27,2,3,7.4,3.13,27,0.4,292,3,10,9,97,12.0,530,310,101,68.0,213,27,13,253
レギュラーラウンド,KUROBEアクアフェアリーズ,18,68,642,213,46,33.2,27,2,3,7.4,3.13,27,0.4,292,3,10,9,97,12.0,530,310,101,68.0,213,27,13,253
Ｖ・チャレンジリーグⅠ女子 2016/17,KUROBEアクアフェアリーズ,21,72,185,49,14,26.5,5,0,1,0.0,0.68,3,0.04,62,1,0,4,20,9.7,408,298,0,73.0,49,3,1,53
レギュラーラウンド,KUROBEアクアフェアリーズ,21,72,185,49,14,26.5,5,0,1,0.0,0.68,3,0.04,62,1,0,4,20,9.7,408,298,0,73.0,49,3,1,53
Ｖ・チャレンジリーグⅠ女子 2015/16,KUROBEアクアフェアリーズ,21,79,930,298,73,32.0,38,4,5,10.5,3.77,28,0.35,317,1,8,14,142,13.5,545,360,0,66.1,298,28,9,335
レギュラーラウンド,KUROBEアクアフェアリーズ,21,79,930,298,73,32.0,38,4,5,10.5,3.77,28,0.35,317,1,8,14,142,13.5,545,360,0,66.1,298,28,9,335
Ｖ・チャレンジリーグ女子 2014/15,KUROBEアクアフェアリーズ,18,70,874,304,71,34.8,50,7,7,14.0,4.34,15,0.21,306,5,7,13,112,12.6,291,208,0,71.5,304,15,12,331
レギュラーラウンド,KUROBEアクアフェアリーズ,18,70,874,304,71,34.8,50,7,7,14.0,4.34,15,0.21,306,5,7,13,112,12.6,291,208,0,71.5,304,15,12,331
レギュラーシーズン通算,,119,429,3780,1172,280,31.0,138,14,16,10.1,2.73,96,0.22,1438,15,37,63,496,11.1,2946,1769,367,66.3,1172,96,52,1320
通算,,124,449,3935,1215,291,30.9,142,15,16,10.6,2.71,100,0.22,1491,15,39,68,510,11.0,3104,1842,401,65.8,1215,100,54,1369
