大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,24,71,200,71,11,35.5,0,0,0,-,1.00,10,0.14,245,1,7,17,63,8.0,5,1,1,30.0,71,10,8,89
スターカンファレンス,PFUブルーキャッツ,15,40,125,41,5,32.8,0,0,0,-,1.02,6,0.15,135,1,7,10,36,10.7,4,0,1,12.5,41,6,8,55
交流戦,PFUブルーキャッツ,6,26,63,26,4,41.3,0,0,0,-,1.00,3,0.12,99,0,0,7,24,4.3,1,1,0,100.0,26,3,0,29
チャレンジ４,PFUブルーキャッツ,3,5,12,4,2,33.3,0,0,0,-,0.80,1,0.20,11,0,0,0,3,6.8,0,0,0,-,4,1,0,5
V.LEAGUE DIVISION1 WOMEN 2018-19,PFUブルーキャッツ,21,31,106,32,8,30.2,0,0,0,-,1.03,9,0.29,104,1,2,6,27,7.9,6,5,0,83.3,32,9,3,44
Eastern Conference,PFUブルーキャッツ,10,16,69,25,4,36.2,0,0,0,-,1.56,5,0.31,47,0,0,2,12,5.3,3,3,0,100.0,25,5,0,30
交流戦,PFUブルーキャッツ,9,8,17,3,1,17.6,0,0,0,-,0.38,1,0.12,26,1,2,1,8,18.3,1,0,0,0.0,3,1,3,7
チャレンジステージ,PFUブルーキャッツ,2,7,20,4,3,20.0,0,0,0,-,0.57,3,0.43,31,0,0,3,7,3.2,2,2,0,100.0,4,3,0,7
チャレンジマッチ女子2018-19,PFUブルーキャッツ,2,2,6,4,0,66.7,0,0,0,-,2.00,1,0.50,8,1,0,2,2,12.5,0,0,0,-,4,1,1,6
チャレンジマッチ,PFUブルーキャッツ,2,2,6,4,0,66.7,0,0,0,-,2.00,1,0.50,8,1,0,2,2,12.5,0,0,0,-,4,1,1,6
Ｖ・チャレンジリーグⅠ女子 2017/18,PFUブルーキャッツ,16,9,9,2,1,22.2,0,0,0,-,0.22,0,-,9,0,1,1,4,19.4,0,0,0,-,2,0,1,3
レギュラーラウンド,PFUブルーキャッツ,16,9,9,2,1,22.2,0,0,0,-,0.22,0,-,9,0,1,1,4,19.4,0,0,0,-,2,0,1,3
Ｖ・プレミアリーグ女子 2016/17,PFUブルーキャッツ,17,13,23,8,1,34.8,0,0,0,-,0.62,1,0.08,26,0,1,2,5,7.9,3,0,0,0.0,8,1,1,10
レギュラーラウンド,PFUブルーキャッツ,17,13,23,8,1,34.8,0,0,0,-,0.62,1,0.08,26,0,1,2,5,7.9,3,0,0,0.0,8,1,1,10
チャレンジマッチ女子2016/17,PFUブルーキャッツ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,PFUブルーキャッツ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,73,112,306,105,16,34.3,0,0,0,-,0.94,16,0.14,342,2,11,23,89,8.6,12,4,1,37.5,105,16,13,134
通算,,82,126,344,117,21,34.0,0,0,0,-,0.93,21,0.17,392,3,11,28,101,8.2,14,6,1,46.4,117,21,14,152
