大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,24,88,745,253,36,34.0,85,19,10,22.4,2.88,24,0.27,215,1,5,30,65,6.9,22,9,4,50.0,253,24,6,283
スターカンファレンス,PFUブルーキャッツ,15,48,392,123,18,31.4,52,11,7,21.2,2.56,15,0.31,103,1,3,15,34,8.5,20,9,3,52.5,123,15,4,142
交流戦,PFUブルーキャッツ,6,27,229,81,14,35.4,14,3,2,21.4,3.00,6,0.22,68,0,2,9,17,5.9,2,0,1,25.0,81,6,2,89
チャレンジ４,PFUブルーキャッツ,3,13,124,49,4,39.5,19,5,1,26.3,3.77,3,0.23,44,0,0,6,14,4.5,0,0,0,-,49,3,0,52
V.LEAGUE DIVISION1 WOMEN 2018-19,PFUブルーキャッツ,22,33,97,29,5,29.9,6,4,0,66.7,0.88,7,0.21,26,0,1,0,6,9.6,2,1,0,50.0,29,7,1,37
Eastern Conference,PFUブルーキャッツ,10,21,56,18,1,32.1,1,1,0,100.0,0.86,4,0.19,14,0,1,0,1,8.9,2,1,0,50.0,18,4,1,23
交流戦,PFUブルーキャッツ,10,10,41,11,4,26.8,5,3,0,60.0,1.10,3,0.30,12,0,0,0,5,10.4,0,0,0,-,11,3,0,14
チャレンジステージ,PFUブルーキャッツ,2,2,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ女子2018-19,PFUブルーキャッツ,2,1,4,2,0,50.0,0,0,0,-,2.00,0,-,3,0,0,0,0,0.0,1,0,1,50.0,2,0,0,2
チャレンジマッチ,PFUブルーキャッツ,2,1,4,2,0,50.0,0,0,0,-,2.00,0,-,3,0,0,0,0,0.0,1,0,1,50.0,2,0,0,2
Ｖ・チャレンジリーグⅠ女子 2017/18,PFUブルーキャッツ,18,23,58,22,3,37.9,10,1,1,10.0,0.96,2,0.09,13,0,1,0,2,11.5,1,0,0,0.0,22,2,1,25
レギュラーラウンド,PFUブルーキャッツ,18,23,58,22,3,37.9,10,1,1,10.0,0.96,2,0.09,13,0,1,0,2,11.5,1,0,0,0.0,22,2,1,25
Ｖ・チャレンジリーグⅠ女子 2016/17,仙台ベルフィーユ,21,68,806,295,36,36.6,137,50,13,36.5,4.34,25,0.37,173,1,5,12,69,12.9,91,59,0,64.8,295,25,6,326
レギュラーラウンド,仙台ベルフィーユ,21,68,806,295,36,36.6,137,50,13,36.5,4.34,25,0.37,173,1,5,12,69,12.9,91,59,0,64.8,295,25,6,326
レギュラーシーズン通算,,80,197,1582,550,76,34.8,219,69,23,31.5,2.79,55,0.28,383,2,12,36,128,9.7,116,69,4,61.2,550,55,14,619
通算,,87,213,1710,601,80,35.1,238,74,24,31.1,2.82,58,0.27,430,2,12,42,142,9.1,117,69,5,61.1,601,58,14,673
