大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,24,68,2,1,0,50.0,0,0,0,-,0.01,6,0.09,130,1,2,11,27,5.4,2,0,0,0.0,1,6,3,10
スターカンファレンス,PFUブルーキャッツ,15,44,2,1,0,50.0,0,0,0,-,0.02,5,0.11,89,1,1,8,19,5.3,2,0,0,0.0,1,5,2,8
交流戦,PFUブルーキャッツ,6,17,0,0,0,-,0,0,0,-,-,1,0.06,28,0,0,1,6,4.5,0,0,0,-,0,1,0,1
チャレンジ４,PFUブルーキャッツ,3,7,0,0,0,-,0,0,0,-,-,0,-,13,0,1,2,2,7.7,0,0,0,-,0,0,1,1
V.LEAGUE DIVISION1 WOMEN 2018-19,PFUブルーキャッツ,12,37,1,1,0,100.0,0,0,0,-,0.03,2,0.05,91,2,2,6,24,9.3,1,0,0,0.0,1,2,4,7
Eastern Conference,PFUブルーキャッツ,3,9,0,0,0,-,0,0,0,-,-,0,-,19,0,0,1,5,5.3,0,0,0,-,0,0,0,0
交流戦,PFUブルーキャッツ,7,23,1,1,0,100.0,0,0,0,-,0.04,1,0.04,60,2,2,4,18,12.5,1,0,0,0.0,1,1,4,6
チャレンジステージ,PFUブルーキャッツ,2,5,0,0,0,-,0,0,0,-,-,1,0.20,12,0,0,1,1,0.0,0,0,0,-,0,1,0,1
チャレンジマッチ女子2018-19,PFUブルーキャッツ,2,5,0,0,0,-,0,0,0,-,-,3,0.60,11,0,0,0,0,0.0,0,0,0,-,0,3,0,3
チャレンジマッチ,PFUブルーキャッツ,2,5,0,0,0,-,0,0,0,-,-,3,0.60,11,0,0,0,0,0.0,0,0,0,-,0,3,0,3
レギュラーシーズン通算,,31,93,3,2,0,66.7,0,0,0,-,0.02,7,0.08,196,3,3,14,48,7.4,3,0,0,0.0,2,7,6,15
通算,,38,110,3,2,0,66.7,0,0,0,-,0.02,11,0.10,232,3,4,17,51,6.7,3,0,0,0.0,2,11,7,20
