大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,PFUブルーキャッツ,24,87,42,20,3,47.6,1,0,0,0.0,0.23,12,0.14,233,3,8,35,90,10.6,3,0,0,0.0,20,12,11,43
スターカンファレンス,PFUブルーキャッツ,15,47,19,9,1,47.4,0,0,0,-,0.19,6,0.13,121,2,2,18,44,8.7,0,0,0,-,9,6,4,19
交流戦,PFUブルーキャッツ,6,27,18,9,2,50.0,0,0,0,-,0.33,2,0.07,79,0,6,9,33,15.2,3,0,0,0.0,9,2,6,17
チャレンジ４,PFUブルーキャッツ,3,13,5,2,0,40.0,1,0,0,0.0,0.15,4,0.31,33,1,0,8,13,6.8,0,0,0,-,2,4,1,7
V.LEAGUE DIVISION1 WOMEN 2018-19,PFUブルーキャッツ,22,54,18,5,1,27.8,0,0,0,-,0.09,7,0.13,109,0,8,13,39,13.3,0,0,0,-,5,7,8,20
Eastern Conference,PFUブルーキャッツ,10,22,8,3,0,37.5,0,0,0,-,0.14,2,0.09,46,0,3,6,14,10.9,0,0,0,-,3,2,3,8
交流戦,PFUブルーキャッツ,10,27,9,2,1,22.2,0,0,0,-,0.07,4,0.15,55,0,5,7,21,15.5,0,0,0,-,2,4,5,11
チャレンジステージ,PFUブルーキャッツ,2,5,1,0,0,0.0,0,0,0,-,-,1,0.20,8,0,0,0,4,12.5,0,0,0,-,0,1,0,1
チャレンジマッチ女子2018-19,PFUブルーキャッツ,2,3,1,0,0,0.0,0,0,0,-,-,0,-,9,0,1,1,2,13.9,0,0,0,-,0,0,1,1
チャレンジマッチ,PFUブルーキャッツ,2,3,1,0,0,0.0,0,0,0,-,-,0,-,9,0,1,1,2,13.9,0,0,0,-,0,0,1,1
Ｖ・チャレンジリーグⅠ女子 2017/18,PFUブルーキャッツ,3,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,PFUブルーキャッツ,3,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2016/17,PFUブルーキャッツ,8,8,3,1,0,33.3,0,0,0,-,0.12,0,-,10,0,0,1,5,12.5,0,0,0,-,1,0,0,1
レギュラーラウンド,PFUブルーキャッツ,8,8,3,1,0,33.3,0,0,0,-,0.12,0,-,10,0,0,1,5,12.5,0,0,0,-,1,0,0,1
レギュラーシーズン通算,,52,132,57,24,4,42.1,0,0,0,-,0.18,14,0.11,311,2,16,41,117,11.9,3,0,0,0.0,24,14,18,56
通算,,59,153,64,26,4,40.6,1,0,0,0.0,0.17,19,0.12,361,3,17,50,136,11.5,3,0,0,0.0,26,19,20,65
