試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,0,,佐々木みき,5,■,■,■,■,■,52,18,7,34.6,21.2,3.60,4,1,2,25.0,1,0.20,12,0,2,3,6.2,9,5,0,55.6,19
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,1,,永富有紀,5,■,■,■,■,■,5,4,0,80.0,80.0,0.80,0,0,0,-,0,-,13,0,0,3,5.8,0,0,0,-,4
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,2,,吉原知子,5,■,■,■,■,■,27,11,2,40.7,33.3,2.20,0,0,0,-,2,0.40,29,2,1,15,18.4,29,17,0,58.6,15
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,3,,森山淳子,5,■,■,■,■,■,24,10,2,41.7,33.3,2.00,0,0,0,-,6,1.20,17,1,1,4,10.6,16,9,0,56.2,17
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,4,,丹山美沙緒,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,8,0,0,5,15.6,0,0,0,-,0
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,8,,佐藤和美,5,■,■,■,■,■,32,15,1,46.9,43.8,3.00,0,0,0,-,1,0.20,13,0,1,4,7.7,0,0,0,-,16
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,10,,萩原美代子,4,nan,□,■,■,□,26,13,3,50.0,38.5,3.25,0,0,0,-,1,0.25,8,0,1,0,0.0,1,0,0,0.0,14
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,11,,西村佳名子,4,■,■,□,nan,■,9,3,0,33.3,33.3,0.75,0,0,0,-,3,0.75,10,0,0,6,15.0,15,7,0,46.7,6
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,12,,松永亜希子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,14,L,田口久美子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,17,0,63.0,0
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,19,,小川絵梨佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,21,,中村夕紀美,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2001-01-08,東洋紡オーキス,日立ベルフィーユ,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,175,74,15,42.3,33.7,14.80,4,1,2,25.0,14,2.80,111,3,6,40,11.2,97,55,0,56.7,91
