試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,1,,富松崇彰,3,■,■,■,,,4,3,0,75.0,75.0,1.00,0,0,0,-,4,1.33,7,0,1,1,3.6,0,0,0,-,7
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,2,L,田辺修,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,23,15,0,65.2,0
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,4,,近藤茂,3,■,■,■,,,0,0,0,,,-,0,0,0,-,1,0.33,10,0,0,2,5.0,0,0,0,-,1
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,5,,米山裕太,3,■,■,■,,,25,9,0,36.0,36.0,3.00,3,1,0,33.3,4,1.33,10,0,1,5,12.5,14,9,0,64.3,13
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,6,L,渡辺俊介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,7,,相澤寿,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,8,,瀬戸口竜矢,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,9,,梅野聡,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,12,,ボヨビッチデヤン,3,■,■,■,,,35,19,2,54.3,48.6,6.33,16,10,2,62.5,1,0.33,13,1,2,2,10.0,0,0,0,-,21
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,14,,今田祐介,2,,□,□,,,2,1,0,50.0,50.0,0.50,0,0,0,-,1,0.50,2,0,1,0,0.0,1,0,0,0.0,2
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,16,,角田辰徳,3,■,■,■,,,15,8,1,53.3,46.7,2.67,2,1,0,50.0,0,-,9,0,1,5,13.9,17,8,0,47.1,8
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,17,,篠田歩,3,■,■,■,,,1,1,0,100.0,100.0,0.33,0,0,0,-,3,1.00,17,2,0,9,22.6,0,0,0,-,6
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,18,,鈴木悠二,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,5,1,1,1,25.0,0,0,0,-,1
2013-04-14,2013-04,東レアローズ,サントリーサンバーズ,20,,大木貴之,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,1,,山村宏太,3,■,■,■,,,9,4,0,44.4,44.4,1.33,0,0,0,-,1,0.33,10,0,1,3,7.5,0,0,0,-,5
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,2,,鈴木寛史,1,,,■,,,3,2,0,66.7,66.7,2.00,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,2
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,5,,柴小屋康行,3,□,■,■,,,17,7,0,41.2,41.2,2.33,0,0,0,-,0,-,5,0,1,0,0.0,3,1,0,33.3,7
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,6,,岡本祥吾,3,■,■,■,,,0,0,0,,,-,0,0,0,-,1,0.33,9,0,0,3,8.3,0,0,0,-,1
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,7,,越川優,3,■,■,■,,,19,7,4,36.8,15.8,2.33,2,0,1,0.0,1,0.33,7,0,1,2,7.1,13,4,0,30.8,8
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,8,,金子隆行,2,,□,□,,,5,1,0,20.0,20.0,0.50,1,0,0,0.0,0,-,2,0,0,1,12.5,4,4,0,100.0,1
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,9,,阿部裕太,2,□,,□,,,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,1
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,12,,塩田達也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,13,L,高橋賢,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,39,25,0,64.1,0
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,14,,二木健太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,15,L,佐別當賢治,1,,,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,18,,ウォレスマルティンス,3,■,■,■,,,18,8,3,44.4,27.8,2.67,4,2,0,50.0,3,1.00,12,1,2,6,20.8,0,0,0,-,12
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,19,,栗山雅史,2,■,■,,,,29,12,2,41.4,34.5,6.00,8,3,1,37.5,1,0.50,9,0,1,4,11.1,0,0,0,-,13
2013-04-14,2013-04,サントリーサンバーズ,東レアローズ,21,,松崎廣光,2,■,,□,,,4,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,1,2,12.5,8,4,0,50.0,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,1,,清水邦広,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,2,,宇佐美大輔,4,■,■,■,■,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,13,0,1,3,5.8,0,0,0,-,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,3,,山添信也,1,,□,,,,0,0,0,,,-,0,0,0,-,1,1.00,2,0,0,1,12.5,0,0,0,-,1
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,5,,山本隆弘,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,6,0,0,3,12.5,0,0,0,-,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,6,,白澤健児,4,■,■,■,■,,7,3,0,42.9,42.9,0.75,0,0,0,-,4,1.00,9,0,1,4,11.1,0,0,0,-,7
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,7,L,山本拓矢,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,8,,川村慎二,4,■,■,■,■,,14,7,1,50.0,42.9,1.75,0,0,0,-,0,-,16,4,2,4,26.2,24,9,0,37.5,11
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,10,,深津英臣,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,11,,タヴァレスジョンパウロ,4,■,■,■,■,,48,22,4,45.8,37.5,5.50,17,10,0,58.8,0,-,13,1,2,9,23.5,15,8,0,53.3,23
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,13,,枩田優介,4,■,■,■,■,,13,6,0,46.2,46.2,1.50,0,0,0,-,1,0.25,17,1,2,5,12.1,0,0,0,-,8
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,14,,渡辺奏吾,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,15,,福澤達哉,4,■,■,■,■,,39,21,3,53.8,46.2,5.25,9,6,0,66.7,1,0.25,10,0,5,2,5.0,9,5,0,55.6,22
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,17,L,永野健,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,41,29,0,70.7,0
2013-04-14,2013-04,パナソニックパンサーズ,堺ブレイザーズ,18,,谷村孝,2,□,□,,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,2,2,0,100.0,0
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,1,,松本慶彦,4,■,■,■,■,,7,5,0,71.4,71.4,1.25,0,0,0,-,1,0.25,18,0,0,8,11.1,1,1,0,100.0,6
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,2,L,井上裕介,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,5,0,62.5,0
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,3,,石島雄介,4,■,■,■,■,,28,17,1,60.7,57.1,4.25,1,0,0,0.0,2,0.50,10,1,0,1,10.5,31,16,0,51.6,20
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,4,,北島武,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,5,,内藤和也,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,6,1,0,2,21.7,0,0,0,-,1
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,6,,ペピチミラン,4,■,■,■,■,,50,21,6,42.0,30.0,5.25,24,14,2,58.3,4,1.00,21,2,2,11,20.7,0,0,0,-,27
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,10,,千々木駿介,3,■,■,■,,,13,4,1,30.8,23.1,1.33,1,0,0,0.0,0,-,7,0,1,0,0.0,23,9,0,39.1,4
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,11,,伊藤康貴,2,,,□,■,,4,2,0,50.0,50.0,1.00,0,0,0,-,0,-,5,0,1,1,5.0,11,7,0,63.6,2
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,12,,横田一義,4,■,■,■,■,,10,6,1,60.0,50.0,1.50,0,0,0,-,7,1.75,14,0,0,5,8.9,1,0,0,0.0,13
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,13,,松岡祐太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,14,L,坂梨朋彦,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,15,,木場田和希,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,18,,大道大輔,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-04-14,2013-04,堺ブレイザーズ,パナソニックパンサーズ,19,,今村駿,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,1,0.25,15,1,1,5,13.7,0,0,0,-,2
