名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ウォレスマルティンス,サントリーサンバーズ,18,3,18,8,3,44.4,27.8,4,2,0,3,12,1,2,6,0,0,0,50.0,2.7,1.0,16.7,
タヴァレスジョンパウロ,パナソニックパンサーズ,11,4,48,22,4,45.8,37.5,17,10,0,0,13,1,2,9,15,8,0,58.8,5.5,0.0,21.2,53.3
ペピチミラン,堺ブレイザーズ,6,4,50,21,6,42.0,30.0,24,14,2,4,21,2,2,11,0,0,0,58.3,5.2,1.0,20.2,
ボヨビッチデヤン,東レアローズ,12,3,35,19,2,54.3,48.6,16,10,2,1,13,1,2,2,0,0,0,62.5,6.3,0.3,7.7,
二木健太,サントリーサンバーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
井上裕介,堺ブレイザーズ,2,4,0,0,0,,,0,0,0,0,0,0,0,0,8,5,0,,0.0,0.0,,62.5
今村駿,堺ブレイザーズ,19,4,0,0,0,,,0,0,0,1,15,1,1,5,0,0,0,,0.0,0.2,13.3,
今田祐介,東レアローズ,14,2,2,1,0,50.0,50.0,0,0,0,1,2,0,1,0,1,0,0,,0.5,0.5,-12.5,0.0
伊藤康貴,堺ブレイザーズ,11,2,4,2,0,50.0,50.0,0,0,0,0,5,0,1,1,11,7,0,,1.0,0.0,0.0,63.6
佐別當賢治,サントリーサンバーズ,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
内藤和也,堺ブレイザーズ,5,4,0,0,0,,,0,0,0,0,6,1,0,2,0,0,0,,0.0,0.0,25.0,
北島武,堺ブレイザーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
千々木駿介,堺ブレイザーズ,10,3,13,4,1,30.8,23.1,1,0,0,0,7,0,1,0,23,9,0,0.0,1.3,0.0,-3.6,39.1
坂梨朋彦,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
塩田達也,サントリーサンバーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大木貴之,東レアローズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大道大輔,堺ブレイザーズ,18,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
