月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,トヨタモビリティ東京スパークル,2,,為我井太也,8,2,2,2,1,1,7,5,0,71.4,71.4,0.6,0,0,0,,4,0.5,23,1,7,7,4.3,0,0,0,
12,トヨタモビリティ東京スパークル,2,,為我井太也,17,4,4,4,3,2,16,10,1,62.5,56.2,0.6,0,0,0,,3,0.2,50,1,15,12,0.5,0,0,0,
01,トヨタモビリティ東京スパークル,2,,為我井太也,12,3,3,3,2,1,20,12,1,60.0,55.0,1.0,0,0,0,,1,0.1,41,1,9,4,-0.6,0,0,0,
02,トヨタモビリティ東京スパークル,2,,為我井太也,22,6,6,4,3,1,63,24,9,38.1,23.8,1.1,2,1,0,50.0,1,0.0,66,3,18,16,3.8,1,0,0,0.0
