月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
12,18,,鈴木浩大,2,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,1,0,0,1,25.0,0,0,0,
01,18,,鈴木浩大,3,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,3,0,0,0,0.0,0,0,0,
02,18,,鈴木浩大,16,3,2,4,2,0,39,6,4,15.384615384615385,5.128205128205128,2.4375,0,0,0,,1,0.0625,38,2,9,15,9.210526315789474,1,0,1,50.0
