大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,ブレス浜松,21,68,818,227,58,27.8,69,9,9,13.0,3.34,8,0.12,198,3,6,21,58,9.2,19,7,6,52.6,227,8,9,244
レギュラーラウンド,ブレス浜松,21,68,818,227,58,27.8,69,9,9,13.0,3.34,8,0.12,198,3,6,21,58,9.2,19,7,6,52.6,227,8,9,244
V.LEAGUE DIVISION2 WOMEN 2018-19,ブレス浜松,18,66,653,196,41,30.0,58,13,7,22.4,2.97,24,0.36,237,4,8,9,69,11.4,377,178,71,56.6,196,24,12,232
レギュラーラウンド,ブレス浜松,18,66,653,196,41,30.0,58,13,7,22.4,2.97,24,0.36,237,4,8,9,69,11.4,377,178,71,56.6,196,24,12,232
Ｖ・チャレンジリーグⅡ女子 2017/18,ブレス浜松,15,56,666,241,45,36.2,92,21,10,22.8,4.3,13,0.23,197,1,9,9,65,12.2,192,60,47,43.5,241,13,10,264
レギュラーラウンド,ブレス浜松,15,56,666,241,45,36.2,92,21,10,22.8,4.3,13,0.23,197,1,9,9,65,12.2,192,60,47,43.5,241,13,10,264
Ｖ・チャレンジリーグⅡ女子 2016/17,ブレス浜松,15,58,626,199,32,31.8,35,10,6,28.6,3.43,8,0.14,213,2,5,12,80,12.2,127,65,0,51.2,199,8,7,214
レギュラーラウンド,ブレス浜松,15,58,626,199,32,31.8,35,10,6,28.6,3.43,8,0.14,213,2,5,12,80,12.2,127,65,0,51.2,199,8,7,214
チャレンジリーグ入替戦女子2016/17,,2,8,96,15,2,15.6,2,0,0,0.0,1.88,1,0.12,21,0,0,1,8,9.5,11,6,0,54.5,15,1,0,16
チャレンジマッチ,,2,8,96,15,2,15.6,2,0,0,0.0,1.88,1,0.12,21,0,0,1,8,9.5,11,6,0,54.5,15,1,0,16
Ｖ・チャレンジリーグⅡ女子 2015/16,ブレス浜松,13,50,494,142,15,28.7,0,0,0,-,2.84,10,0.2,183,1,4,5,60,10.5,104,39,0,37.5,142,10,5,157
レギュラーラウンド,ブレス浜松,13,50,494,142,15,28.7,0,0,0,-,2.84,10,0.2,183,1,4,5,60,10.5,104,39,0,37.5,142,10,5,157
レギュラーシーズン通算,,82,298,3257,1005,191,30.9,254,53,32,20.9,3.37,63,0.21,1028,11,32,56,332,10.9,819,349,124,50.2,1005,63,43,1111
通算,,84,306,3353,1020,193,30.4,256,53,32,20.7,3.33,64,0.21,1049,11,32,57,340,10.8,830,355,124,50.2,1020,64,43,1127
