大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,ブレス浜松,14,52,715,219,55,30.6,72,22,13,30.6,4.21,19,0.37,188,1,4,14,50,7.4,402,206,90,62.4,219,19,5,243
レギュラーラウンド,ブレス浜松,14,52,715,219,55,30.6,72,22,13,30.6,4.21,19,0.37,188,1,4,14,50,7.4,402,206,90,62.4,219,19,5,243
V.LEAGUE DIVISION2 WOMEN 2018-19,ブレス浜松,8,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,ブレス浜松,8,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅡ女子 2017/18,ブレス浜松,15,30,250,87,17,34.8,10,2,3,20.0,2.90,7,0.23,78,0,5,3,21,12.2,153,53,48,50.3,87,7,5,99
レギュラーラウンド,ブレス浜松,15,30,250,87,17,34.8,10,2,3,20.0,2.90,7,0.23,78,0,5,3,21,12.2,153,53,48,50.3,87,7,5,99
Ｖ・チャレンジリーグⅡ女子 2016/17,ブレス浜松,5,1,12,4,2,33.3,1,0,1,0.0,4.00,0,-,3,0,0,1,1,8.3,6,5,0,83.3,4,0,0,4
レギュラーラウンド,ブレス浜松,5,1,12,4,2,33.3,1,0,1,0.0,4.00,0,-,3,0,0,1,1,8.3,6,5,0,83.3,4,0,0,4
チャレンジリーグ入替戦女子2016/17,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2015/16,トヨタ車体クインシーズ,26,24,63,24,2,38.1,0,0,0,-,1.00,2,0.08,46,0,0,1,13,7.1,114,50,0,43.9,24,2,0,26
レギュラーラウンド,トヨタ車体クインシーズ,21,20,61,24,2,39.3,0,0,0,-,1.20,2,0.10,40,0,0,1,12,7.5,106,45,0,42.5,24,2,0,26
ファイナル６,トヨタ車体クインシーズ,5,4,2,0,0,0.0,0,0,0,-,-,0,-,6,0,0,0,1,4.2,8,5,0,62.5,0,0,0,0
Ｖ・プレミアリーグ女子 2014/15,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
サマーリーグ女子 2014,トヨタ車体クインシーズ,3,9,69,15,3,21.7,0,0,0,-,1.67,2,0.22,27,0,0,2,7,6.5,52,28,0,53.8,15,2,0,17
サマーリーグ,トヨタ車体クインシーズ,3,9,69,15,3,21.7,0,0,0,-,1.67,2,0.22,27,0,0,2,7,6.5,52,28,0,53.8,15,2,0,17
レギュラーシーズン通算,,65,103,1038,334,76,32.2,83,24,17,28.9,3.24,28,0.27,309,1,9,19,84,8.5,667,309,138,56.7,334,28,10,372
通算,,75,116,1109,349,79,31.5,83,24,17,28.9,3.01,30,0.26,342,1,9,21,92,8.1,727,342,138,56.5,349,30,10,389
