試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-23,久光スプリングス,東レアローズ,0,3,0,1,,長岡望悠,3,■,■,■,nan,nan,22,10,4,45.5,27.3,3.33,6,2,3,33.3,0,-,10,0,2,1,-2.5,1,1,0,100.0,10,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,4,,岩坂名奈,2,nan,■,■,nan,nan,2,1,0,50.0,50.0,0.50,0,0,0,-,2,1.00,5,0,0,2,10.0,2,0,1,25.0,3,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,5,,井上愛里沙,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,6,,石井優希,3,□,■,■,nan,nan,22,7,1,31.8,27.3,2.33,0,0,0,-,0,-,8,0,1,2,3.1,21,10,5,59.5,7,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,7,,加藤光,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,8,,野本梨佳,3,■,■,■,nan,nan,22,9,0,40.9,40.9,3.00,1,0,0,0.0,2,0.67,8,0,2,0,-6.2,17,5,5,44.1,11,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,10,,座安琴希,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,0,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,11,,栄絵里香,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,11,1,0,3,15.9,0,0,0,-,1,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,12,,今村優香,1,■,nan,nan,nan,nan,8,2,0,25.0,25.0,2.00,0,0,0,-,0,-,1,0,0,0,0.0,9,5,1,61.1,2,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,14,,中川美柚,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,16,,アキンラデウォフォルケ,3,■,■,■,nan,nan,11,4,1,36.4,27.3,1.33,0,0,0,-,0,-,7,1,0,2,21.4,1,0,0,0.0,5,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,18,L,戸江真奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,8,3,63.3,0,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,20,,荒木彩花,1,■,nan,nan,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,1,1.00,3,0,0,2,16.7,1,0,1,50.0,2,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,24,,小島絢野,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,久光スプリングス,東レアローズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,88,34,6,38.6,31.8,11.33,7,2,3,28.6,5,1.67,56,2,5,14,7.6,68,29,16,54.4,41,100,47,8,47.0,9,3.00,16.1,63.0
