試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,0,,吉澤智恵,5,■,■,■,■,■,37,15,4,40.5,29.7,3.00,1,0,0,0.0,2,0.40,9,0,1,0,0.0,28,17,0,60.7,17
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,1,,ハニーフタイーバ,5,■,■,■,■,■,61,31,2,50.8,47.5,6.20,19,7,2,36.8,1,0.20,14,1,2,6,16.4,1,1,0,100.0,33
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,5,,足立留美,5,■,■,■,■,■,30,15,1,50.0,46.7,3.00,0,0,0,-,0,-,19,0,2,5,6.6,14,8,0,57.1,15
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,7,,内藤香菜子,3,nan,nan,■,■,■,5,3,0,60.0,60.0,1.00,0,0,0,-,2,0.67,11,0,1,3,6.8,14,8,0,57.1,5
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,9,,井村仁美,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,13,0,1,2,3.8,0,0,0,-,0
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,12,,伊豫谷瞳,3,nan,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,13,,田向友美,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,5,0,83.3,0
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,14,,三澤由佳,2,■,■,nan,nan,nan,8,3,2,37.5,12.5,1.50,0,0,0,-,0,-,3,0,0,2,16.7,1,0,0,0.0,3
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,16,,小松留美,5,■,■,■,■,■,13,7,0,53.8,53.8,1.40,0,0,0,-,1,0.20,20,0,1,5,6.2,2,1,0,50.0,8
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,17,,春山幸恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,18,,後藤恵里,3,nan,□,□,nan,□,2,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,33,L,和久山志恵里,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,17,0,65.4,0
2005-01-30,武富士バンブー,日立リヴァーレ,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,157,74,9,47.1,41.4,14.80,20,7,2,35.0,6,1.20,90,1,8,23,7.3,92,57,0,62.0,81
