名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中道瞳,12,東レアローズ,15,11,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保庭怜奈,01,パイオニアレッドウィングス,14,7,0,0,0,,,0,0,0,0,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,
久保庭怜奈,02,パイオニアレッドウィングス,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保庭怜奈,09,パイオニアレッドウィングス,14,4,1,1,0,100.0,100.0,0,0,0,0,13,0,0,8,0,0,0,1,,0.2,0.0,15.4,
久保庭怜奈,10,パイオニアレッドウィングス,14,10,2,2,0,100.0,100.0,0,0,0,0,20,2,1,5,0,0,0,4,,0.2,0.0,15.0,
久保庭怜奈,12,パイオニアレッドウィングス,14,5,0,0,0,,,0,0,0,0,8,1,0,2,0,0,0,1,,0.0,0.0,18.8,
久保雅,01,JTマーヴェラス,13,23,20,8,2,40.0,30.0,0,0,0,4,10,0,0,2,1,0,0,12,,0.3,0.2,5.0,0.0
久保雅,02,JTマーヴェラス,13,15,4,1,0,25.0,25.0,0,0,0,0,2,0,0,1,2,2,0,1,,0.1,0.0,12.5,100.0
久保雅,09,JTマーヴェラス,13,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保雅,10,JTマーヴェラス,13,16,9,2,1,22.2,11.1,0,0,0,3,8,0,0,3,0,0,0,5,,0.1,0.2,9.4,
久保雅,12,JTマーヴェラス,13,6,3,3,0,100.0,100.0,0,0,0,0,2,0,0,0,0,0,0,3,,0.5,0.0,0.0,
井上香織,01,デンソーエアリービーズ,8,27,144,47,2,32.6,31.2,0,0,0,23,48,1,4,6,2,1,0,71,,1.7,0.9,3.1,50.0
井上香織,02,デンソーエアリービーズ,8,22,126,51,7,40.5,34.9,0,0,0,16,50,5,0,11,0,0,0,72,,2.3,0.7,15.5,
井上香織,09,デンソーエアリービーズ,8,6,26,5,2,19.2,11.5,0,0,0,0,11,0,0,2,1,0,0,5,,0.8,0.0,4.5,0.0
井上香織,10,デンソーエアリービーズ,8,18,72,37,4,51.4,45.8,0,0,0,9,33,0,3,9,0,0,0,46,,2.1,0.5,4.5,
井上香織,12,デンソーエアリービーズ,8,30,145,55,5,37.9,34.5,0,0,0,20,41,1,5,5,1,1,0,76,,1.8,0.7,2.4,100.0
井村仁美,01,武富士バンブー,10,29,9,5,0,55.6,55.6,0,0,0,2,110,4,10,27,3,1,0,11,,0.2,0.1,7.5,33.3
井村仁美,02,武富士バンブー,10,16,9,3,0,33.3,33.3,0,0,0,1,60,0,3,24,0,0,0,4,,0.2,0.1,8.8,
井村仁美,09,武富士バンブー,10,7,4,1,0,25.0,25.0,0,0,0,0,22,0,1,5,0,0,0,1,,0.1,0.0,4.5,
井村仁美,10,武富士バンブー,10,17,4,2,0,50.0,50.0,0,0,0,2,54,0,3,14,1,0,0,4,,0.1,0.1,5.1,0.0
井村仁美,12,武富士バンブー,10,35,10,6,0,60.0,60.0,0,0,0,2,123,4,6,31,1,0,0,12,,0.2,0.1,8.3,0.0
井西彩乃,01,茂原アルカス,14,8,32,7,3,21.9,12.5,0,0,0,0,4,0,1,1,2,1,0,7,,0.9,0.0,0.0,50.0
井西彩乃,02,茂原アルカス,14,19,111,32,6,28.8,23.4,4,1,1,1,28,0,0,8,25,15,0,33,25.0,1.7,0.1,7.1,60.0
井西彩乃,09,茂原アルカス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
井西彩乃,10,茂原アルカス,14,10,62,25,6,40.3,30.6,5,1,1,2,17,1,1,4,15,9,0,28,20.0,2.5,0.2,10.3,60.0
井西彩乃,12,茂原アルカス,14,15,97,33,7,34.0,26.8,14,6,4,5,33,3,1,9,23,18,0,41,42.9,2.2,0.3,15.2,78.3
井野亜季子,01,日立リヴァーレ,17,31,0,0,0,,,0,0,0,0,0,0,0,0,168,132,0,0,,0.0,0.0,,78.6
井野亜季子,02,日立リヴァーレ,17,19,0,0,0,,,0,0,0,0,0,0,0,0,70,60,0,0,,0.0,0.0,,85.7
井野亜季子,09,日立リヴァーレ,17,7,0,0,0,,,0,0,0,0,12,0,0,3,2,1,0,0,,0.0,0.0,6.2,50.0
井野亜季子,10,日立リヴァーレ,17,16,0,0,0,,,0,0,0,0,5,0,1,0,60,45,0,0,,0.0,0.0,-5.0,75.0
井野亜季子,12,日立リヴァーレ,17,29,0,0,0,,,0,0,0,0,9,0,1,2,108,84,0,0,,0.0,0.0,2.8,77.8
仁木希,01,NECレッドロケッツ,4,23,286,110,16,38.5,32.9,1,1,0,3,80,5,2,27,129,90,0,118,100.0,4.8,0.1,14.1,69.8
仁木希,02,NECレッドロケッツ,4,26,306,107,15,35.0,30.1,0,0,0,5,69,1,6,21,177,111,0,113,,4.1,0.2,6.9,62.7
仁木希,09,NECレッドロケッツ,4,8,77,30,7,39.0,29.9,0,0,0,1,30,0,1,11,29,23,0,31,,3.8,0.1,8.3,79.3
仁木希,10,NECレッドロケッツ,4,18,174,68,12,39.1,32.2,1,0,0,3,52,1,1,12,127,92,0,72,0.0,3.8,0.2,7.2,72.4
仁木希,12,NECレッドロケッツ,4,33,297,109,24,36.7,28.6,0,0,0,11,111,9,4,24,210,149,0,129,,3.3,0.3,12.6,71.0
今村直美,01,武富士バンブー,6,25,0,0,0,,,0,0,0,0,0,0,0,0,36,23,0,0,,0.0,0.0,,63.9
今村直美,02,武富士バンブー,6,12,0,0,0,,,0,0,0,0,0,0,0,0,15,14,0,0,,0.0,0.0,,93.3
今村直美,10,武富士バンブー,6,14,0,0,0,,,0,0,0,0,0,0,0,0,18,12,0,0,,0.0,0.0,,66.7
今村直美,12,武富士バンブー,6,26,0,0,0,,,0,0,0,0,0,0,0,0,25,20,0,0,,0.0,0.0,,80.0
今野加奈子,12,パイオニアレッドウィングス,21,1,2,1,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
仲川香,09,茂原アルカス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
仲川香,10,茂原アルカス,17,12,0,0,0,,,0,0,0,0,0,0,0,0,92,48,0,0,,0.0,0.0,,52.2
仲川香,12,茂原アルカス,17,6,0,0,0,,,0,0,0,0,0,0,0,0,75,45,0,0,,0.0,0.0,,60.0
伊地知祐子,01,日立リヴァーレ,7,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
伊地知祐子,10,日立リヴァーレ,7,1,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
伊地知祐子,12,日立リヴァーレ,7,5,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
伊地知麻貴,01,武富士バンブー,11,21,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊地知麻貴,02,武富士バンブー,11,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊地知麻貴,10,武富士バンブー,11,8,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
伊地知麻貴,12,武富士バンブー,11,28,0,0,0,,,0,0,0,2,1,0,0,0,0,0,0,2,,0.0,0.1,0.0,
伊豫谷瞳,02,武富士バンブー,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊豫谷瞳,09,武富士バンブー,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊豫谷瞳,10,武富士バンブー,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木みき,01,パイオニアレッドウィングス,0,27,282,122,17,43.3,37.2,59,23,7,5,91,4,20,19,95,55,0,131,39.0,4.5,0.2,4.1,57.9
佐々木みき,02,パイオニアレッドウィングス,0,18,183,75,10,41.0,35.5,23,7,4,6,58,2,13,16,113,69,0,83,30.4,4.2,0.3,4.7,61.1
佐々木みき,09,パイオニアレッドウィングス,0,5,50,16,4,32.0,24.0,6,2,1,1,16,2,2,2,18,12,0,19,33.3,3.2,0.2,12.5,66.7
佐々木みき,10,パイオニアレッドウィングス,0,21,148,58,10,39.2,32.4,13,3,3,4,59,3,10,7,68,35,0,65,23.1,2.8,0.2,3.8,51.5
佐々木みき,12,パイオニアレッドウィングス,0,27,228,82,12,36.0,30.7,23,8,4,13,75,2,14,13,102,77,0,97,34.8,3.0,0.5,2.3,75.5
佐田樹理,01,日立リヴァーレ,6,31,218,80,10,36.7,32.1,0,0,0,1,120,8,13,38,104,73,0,89,,2.6,0.0,11.9,70.2
佐田樹理,02,日立リヴァーレ,6,19,176,60,16,34.1,25.0,0,0,0,5,68,2,9,25,79,53,0,67,,3.2,0.3,8.8,67.1
佐田樹理,09,日立リヴァーレ,6,7,56,19,2,33.9,30.4,0,0,0,1,28,2,3,9,19,10,0,22,,2.7,0.1,12.5,52.6
佐田樹理,10,日立リヴァーレ,6,19,146,40,15,27.4,17.1,1,0,0,6,67,5,4,24,74,45,0,51,0.0,2.1,0.3,14.9,60.8
佐田樹理,12,日立リヴァーレ,6,30,182,61,15,33.5,25.3,0,0,0,5,106,5,8,38,118,80,0,71,,2.0,0.2,11.8,67.8
佐藤美耶,01,東レアローズ,18,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
佐藤美耶,02,東レアローズ,18,1,0,0,0,,,0,0,0,0,1,0,1,0,3,3,0,0,,0.0,0.0,-25.0,100.0
佐藤美耶,09,東レアローズ,18,1,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,1.0,,
佐藤美耶,10,東レアローズ,18,3,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
佐藤美耶,12,東レアローズ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
先野久美子,01,久光製薬スプリングス,4,31,106,49,7,46.2,39.6,0,0,0,14,126,5,4,43,7,7,0,68,,1.6,0.5,11.7,100.0
先野久美子,02,久光製薬スプリングス,4,17,65,39,3,60.0,55.4,0,0,0,10,75,2,5,21,3,1,0,51,,2.3,0.6,8.0,33.3
先野久美子,09,久光製薬スプリングス,4,6,35,19,0,54.3,54.3,0,0,0,0,16,0,1,3,1,0,0,19,,3.2,0.0,3.1,0.0
先野久美子,10,久光製薬スプリングス,4,18,69,28,1,40.6,39.1,0,0,0,9,44,0,1,4,2,2,0,37,,1.6,0.5,1.7,100.0
先野久美子,12,久光製薬スプリングス,4,28,119,59,8,49.6,42.9,0,0,0,20,110,2,2,29,6,4,0,81,,2.1,0.7,8.0,66.7
内山みなみ,01,NECレッドロケッツ,18,6,0,0,0,,,0,0,0,0,5,0,2,1,7,5,0,0,,0.0,0.0,-5.0,71.4
内山みなみ,02,NECレッドロケッツ,18,20,7,1,0,14.3,14.3,0,0,0,0,7,0,3,2,33,20,0,1,,0.0,0.0,-3.6,60.6
内山みなみ,09,NECレッドロケッツ,18,3,13,5,1,38.5,30.8,0,0,0,0,12,2,3,3,18,10,0,7,,1.7,0.0,16.7,55.6
内山みなみ,10,NECレッドロケッツ,18,9,16,5,3,31.2,12.5,0,0,0,2,26,1,5,4,71,52,0,8,,0.6,0.2,2.9,73.2
内山みなみ,12,NECレッドロケッツ,18,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
内田役子,01,パイオニアレッドウィングス,16,26,10,4,0,40.0,40.0,1,0,0,4,109,6,11,21,1,0,0,14,0.0,0.2,0.2,7.8,0.0
内田役子,02,パイオニアレッドウィングス,16,18,15,8,0,53.3,53.3,0,0,0,3,81,0,13,17,1,0,0,11,,0.4,0.2,1.2,0.0
内田役子,09,パイオニアレッドウィングス,16,7,3,0,0,0.0,0.0,0,0,0,0,13,0,1,7,0,0,0,0,,0.0,0.0,11.5,
内田役子,10,パイオニアレッドウィングス,16,17,7,5,0,71.4,71.4,0,0,0,3,86,3,3,27,1,0,0,11,,0.3,0.2,10.5,0.0
内田役子,12,パイオニアレッドウィングス,16,27,10,7,0,70.0,70.0,0,0,0,8,119,4,14,19,1,0,0,19,,0.3,0.3,4.4,0.0
内藤香菜子,01,武富士バンブー,7,29,126,48,3,38.1,35.7,0,0,0,12,111,5,8,20,15,10,0,65,,1.7,0.4,7.2,66.7
内藤香菜子,02,武富士バンブー,7,15,67,21,3,31.3,26.9,2,0,0,10,47,2,4,17,22,16,0,33,0.0,1.4,0.7,11.2,72.7
内藤香菜子,09,武富士バンブー,7,7,29,8,3,27.6,17.2,0,0,0,3,24,0,5,8,18,6,0,11,,1.1,0.4,3.1,33.3
内藤香菜子,10,武富士バンブー,7,13,36,14,3,38.9,30.6,0,0,0,6,50,0,5,12,8,4,0,20,,1.1,0.5,3.5,50.0
内藤香菜子,12,武富士バンブー,7,35,113,48,7,42.5,36.3,1,0,0,22,116,3,10,22,26,16,0,73,0.0,1.4,0.6,5.2,61.5
冨田寧寧,01,東レアローズ,8,7,29,16,1,55.2,51.7,0,0,0,6,23,1,3,1,0,0,0,23,,2.3,0.9,2.2,
冨田寧寧,02,東レアローズ,8,7,22,14,0,63.6,63.6,0,0,0,3,27,0,0,7,0,0,0,17,,2.0,0.4,6.5,
冨田寧寧,09,東レアローズ,8,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
冨田寧寧,10,東レアローズ,8,4,9,3,1,33.3,22.2,0,0,0,2,14,0,0,3,0,0,0,5,,0.8,0.5,5.4,
冨田寧寧,12,東レアローズ,8,5,9,6,0,66.7,66.7,0,0,0,1,9,0,1,2,0,0,0,7,,1.2,0.2,2.8,
前山陽子,01,日立リヴァーレ,18,16,9,5,0,55.6,55.6,0,0,0,2,2,0,0,0,1,0,0,7,,0.3,0.1,0.0,0.0
前山陽子,02,日立リヴァーレ,18,12,11,6,0,54.5,54.5,0,0,0,1,1,0,0,0,0,0,0,7,,0.5,0.1,0.0,
前山陽子,09,日立リヴァーレ,18,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
前山陽子,10,日立リヴァーレ,18,10,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
前山陽子,12,日立リヴァーレ,18,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加藤理絵,01,パイオニアレッドウィングス,10,1,0,0,0,,,0,0,0,0,1,0,0,0,3,3,0,0,,0.0,0.0,0.0,100.0
加藤理絵,09,パイオニアレッドウィングス,10,1,0,0,0,,,0,0,0,0,2,0,0,0,1,1,0,0,,0.0,0.0,0.0,100.0
古舘歩,01,デンソーエアリービーズ,15,22,0,0,0,,,0,0,0,0,25,1,1,4,38,21,0,1,,0.0,0.0,7.0,55.3
古舘歩,02,デンソーエアリービーズ,15,12,0,0,0,,,0,0,0,0,19,1,1,3,16,12,0,1,,0.0,0.0,7.9,75.0
古舘歩,09,デンソーエアリービーズ,15,6,0,0,0,,,0,0,0,0,9,0,0,3,8,2,0,0,,0.0,0.0,8.3,25.0
古舘歩,10,デンソーエアリービーズ,15,17,0,0,0,,,0,0,0,0,29,2,0,5,36,15,0,2,,0.0,0.0,11.2,41.7
古舘歩,12,デンソーエアリービーズ,15,30,1,0,0,0.0,0.0,1,0,0,0,49,2,0,11,63,43,0,2,0.0,0.0,0.0,9.7,68.3
吉原知子,01,パイオニアレッドウィングス,11,17,11,4,1,36.4,27.3,0,0,0,1,14,1,2,2,9,3,0,6,,0.2,0.1,7.1,33.3
吉原知子,02,パイオニアレッドウィングス,11,12,12,6,0,50.0,50.0,0,0,0,1,9,0,1,4,12,10,0,7,,0.5,0.1,8.3,83.3
吉原知子,12,パイオニアレッドウィングス,11,10,8,3,0,37.5,37.5,0,0,0,0,9,1,0,3,21,10,0,4,,0.3,0.0,19.4,47.6
吉澤智恵,01,武富士バンブー,0,29,253,98,16,38.7,32.4,1,1,0,9,91,3,3,24,151,112,0,110,100.0,3.4,0.3,9.1,74.2
吉澤智恵,02,武富士バンブー,0,16,151,57,15,37.7,27.8,4,1,1,9,61,1,4,24,102,72,0,67,25.0,3.6,0.6,9.8,70.6
吉澤智恵,09,武富士バンブー,0,7,77,35,5,45.5,39.0,4,0,1,4,23,0,0,7,32,19,0,39,0.0,5.0,0.6,7.6,59.4
吉澤智恵,10,武富士バンブー,0,17,162,67,11,41.4,34.6,2,2,0,3,60,3,2,20,99,59,0,73,100.0,3.9,0.2,12.5,59.6
吉澤智恵,12,武富士バンブー,0,35,284,114,16,40.1,34.5,3,1,0,7,113,6,7,36,200,127,0,127,33.3,3.3,0.2,11.7,63.5
吉田あい,01,久光製薬スプリングス,14,31,0,0,0,,,0,0,0,0,0,0,0,0,238,163,0,0,,0.0,0.0,,68.5
吉田あい,02,久光製薬スプリングス,14,17,0,0,0,,,0,0,0,0,0,0,0,0,173,104,0,0,,0.0,0.0,,60.1
吉田あい,09,久光製薬スプリングス,14,6,0,0,0,,,0,0,0,0,0,0,0,0,44,32,0,0,,0.0,0.0,,72.7
吉田あい,10,久光製薬スプリングス,14,18,0,0,0,,,0,0,0,0,0,0,0,0,144,105,0,0,,0.0,0.0,,72.9
吉田あい,12,久光製薬スプリングス,14,28,0,0,0,,,0,0,0,0,0,0,0,0,175,115,0,0,,0.0,0.0,,65.7
吉田安里,10,久光製薬スプリングス,7,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉田実代,01,パイオニアレッドウィングス,7,27,0,0,0,,,0,0,0,0,0,0,0,0,155,100,0,0,,0.0,0.0,,64.5
吉田実代,02,パイオニアレッドウィングス,7,18,0,0,0,,,0,0,0,0,0,0,0,0,101,64,0,0,,0.0,0.0,,63.4
吉田実代,09,パイオニアレッドウィングス,7,7,0,0,0,,,0,0,0,0,0,0,0,0,32,21,0,0,,0.0,0.0,,65.6
吉田実代,10,パイオニアレッドウィングス,7,22,0,0,0,,,0,0,0,0,0,0,0,0,118,87,0,0,,0.0,0.0,,73.7
吉田実代,12,パイオニアレッドウィングス,7,27,0,0,0,,,0,0,0,0,0,0,0,0,130,98,0,0,,0.0,0.0,,75.4
向井久子,01,東レアローズ,1,13,52,25,1,48.1,46.2,2,1,0,4,49,1,1,15,39,25,0,30,50.0,1.9,0.3,9.2,64.1
向井久子,02,東レアローズ,1,10,42,11,5,26.2,14.3,0,0,0,1,17,0,1,4,21,12,0,12,,1.1,0.1,4.4,57.1
向井久子,09,東レアローズ,1,8,59,28,1,47.5,45.8,4,3,0,1,35,1,0,16,41,23,0,30,75.0,3.5,0.1,14.3,56.1
向井久子,10,東レアローズ,1,21,144,57,7,39.6,34.7,13,6,0,10,89,3,3,32,98,58,0,70,46.2,2.7,0.5,11.5,59.2
向井久子,12,東レアローズ,1,16,77,26,3,33.8,29.9,4,0,1,4,51,1,3,18,56,41,0,31,0.0,1.6,0.2,9.3,73.2
和久山志恵里,01,武富士バンブー,33,29,0,0,0,,,0,0,0,0,0,0,0,0,166,103,0,0,,0.0,0.0,,62.0
和久山志恵里,02,武富士バンブー,33,16,0,0,0,,,0,0,0,0,0,0,0,0,93,66,0,0,,0.0,0.0,,71.0
和久山志恵里,09,武富士バンブー,33,7,0,0,0,,,0,0,0,0,0,0,0,0,44,27,0,0,,0.0,0.0,,61.4
和久山志恵里,10,武富士バンブー,33,17,0,0,0,,,0,0,0,0,0,0,0,0,109,81,0,0,,0.0,0.0,,74.3
和久山志恵里,12,武富士バンブー,33,35,0,0,0,,,0,0,0,0,0,0,0,0,222,150,0,0,,0.0,0.0,,67.6
多治見麻子,01,パイオニアレッドウィングス,5,23,97,40,9,41.2,32.0,0,0,0,14,51,0,4,7,6,4,0,54,,1.7,0.6,1.5,66.7
多治見麻子,02,パイオニアレッドウィングス,5,18,101,48,4,47.5,43.6,0,0,0,6,49,0,0,9,5,2,0,54,,2.7,0.3,4.6,40.0
