月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,日立リヴァーレ,4,,窪田美侑,17,5,5,5,2,0,104,49,6,47.1,41.3,2.9,6,2,1,33.3,2,0.1,62,1,5,14,5.2,160,72,36,56.2
11,日立リヴァーレ,4,,窪田美侑,32,8,8,8,4,4,200,84,3,42.0,40.5,2.6,6,1,0,16.7,3,0.1,108,3,10,27,6.7,264,109,86,57.6
12,日立リヴァーレ,4,,窪田美侑,32,8,8,7,5,3,211,69,14,32.7,26.1,2.2,3,1,0,33.3,10,0.3,119,2,8,22,4.6,274,123,61,56.0
