月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,日立リヴァーレ,6,,芳賀舞波,17,5,5,5,2,0,58,29,1,50.0,48.3,1.7,0,0,0,,9,0.5,58,7,4,20,19.0,1,0,0,0.0
11,日立リヴァーレ,6,,芳賀舞波,19,5,5,5,2,2,67,25,5,37.3,29.9,1.3,0,0,0,,6,0.3,71,4,10,26,11.3,1,0,0,0.0
12,日立リヴァーレ,6,,芳賀舞波,13,2,3,4,2,1,35,15,5,42.9,28.6,1.2,0,0,0,,4,0.3,47,3,2,19,15.4,3,2,0,66.7
