試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,1,,大村悟,5,■,■,■,■,■,35,19,3,54.3,45.7,3.80,12,7,2,58.3,2,0.40,19,1,4,4,10.5,32,21,0,65.6,22
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,2,,細川延由,5,■,■,■,■,■,23,10,0,43.5,43.5,2.00,6,2,0,33.3,1,0.20,16,0,3,3,4.7,31,14,0,45.2,11
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,5,,足立和弘,3,,□,,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,1,2,12.5,0,0,0,-,0
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,6,,竹内実,2,□,,,,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,7,,菊地洋之,5,■,■,■,■,■,8,5,0,62.5,62.5,1.00,0,0,0,-,5,1.00,9,0,1,0,0.0,1,1,0,100.0,10
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,8,,宇佐美大輔,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,22,1,2,8,13.6,0,0,0,-,1
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,9,,脇戸新之助,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,10,,青木一平,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,17,,松本慶彦,5,■,■,■,■,■,12,6,3,50.0,25.0,1.20,0,0,0,-,3,0.60,8,0,2,0,0.0,2,1,0,50.0,9
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,19,L,濱島哲也,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,12,0,66.7,0
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,20,,畑田雅行,2,,,□,,□,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,12.5,0,0,0,-,0
2004-11-06,2004-11,11,NECブルーロケッツ,サントリーサンバーズ,21,,ペレイラマックス,5,■,■,■,■,■,25,13,3,52.0,40.0,2.60,7,4,1,57.1,0,-,18,2,5,6,18.3,0,0,0,-,15
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,1,,山村宏太,5,■,■,■,■,■,11,6,0,54.5,54.5,1.20,0,0,0,-,4,0.80,8,0,1,3,9.4,0,0,0,-,10
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,2,,佐々木太一,5,■,■,■,■,■,12,8,1,66.7,58.3,1.60,0,0,0,-,3,0.60,12,1,0,3,12.9,0,0,0,-,12
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,4,,清水雅之,3,,,□,□,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,6,,栗原圭介,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,0,-,17,1,1,6,13.5,0,0,0,-,1
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,7,,越川優,5,■,■,■,■,■,25,12,3,48.0,36.0,2.40,6,3,1,50.0,3,0.60,18,2,7,4,14.4,34,18,0,52.9,17
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,9,,桑田鎮典,4,□,,□,□,□,2,2,0,100.0,100.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,2
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,10,,荻野正二,5,■,■,■,■,■,21,9,1,42.9,38.1,1.80,4,1,0,25.0,2,0.40,17,2,1,2,13.5,15,14,0,93.3,13
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,13,,村上龍介,4,□,□,□,,□,0,0,0,,,-,0,0,0,-,0,-,7,2,2,2,30.0,0,0,0,-,2
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,14,,モンテイロジョエル,5,■,■,■,■,■,34,16,1,47.1,44.1,3.20,11,8,0,72.7,0,-,21,2,7,5,13.6,0,0,0,-,18
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,17,,阿南卓,1,,,,,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,19,,吉田譲,2,□,,,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,2,0,0.0,0,0,0,-,0
2004-11-06,2004-11,11,サントリーサンバーズ,NECブルーロケッツ,20,L,花野裕祥,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,20,0,71.4,0
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,1,,青山繁,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,5,0,0,4,20.0,0,0,0,-,0
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,2,L,田辺修,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,16,0,55.2,0
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,3,,柴田恭平,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,4,,アブラーモフパーベル,4,■,■,■,■,,27,13,3,48.1,37.0,3.25,6,3,0,50.0,3,0.75,13,1,5,5,15.8,21,8,0,38.1,17
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,5,,笠原紀久,4,■,■,■,■,,21,11,1,52.4,47.6,2.75,2,2,0,100.0,1,0.25,12,0,2,4,8.3,10,5,0,50.0,12
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,7,,齋藤信治,4,■,■,■,■,,9,7,1,77.8,66.7,1.75,0,0,0,-,2,0.50,16,0,4,4,6.2,0,0,0,-,9
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,9,,阿部裕太,2,,□,,□,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,10,,越谷章,4,■,■,■,■,,19,8,1,42.1,36.8,2.00,5,3,0,60.0,2,0.50,20,1,2,10,16.5,2,0,0,0.0,11
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,11,,小林敦,4,■,■,■,■,,10,5,0,50.0,50.0,1.25,0,0,0,-,2,0.50,10,0,1,5,12.5,0,0,0,-,7
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,14,,今田祐介,1,,,,□,,3,2,1,66.7,33.3,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,2
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,16,,高杉洋平,3,□,□,□,,,2,2,0,100.0,100.0,0.67,0,0,0,-,0,-,5,0,1,1,5.0,0,0,0,-,2
2004-11-06,2004-11,11,東レアローズ,パナソニックパンサーズ,20,,山本太二,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,0,-,15,1,1,3,10.3,0,0,0,-,1
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,1,,岸本一馬,4,■,■,■,■,,25,11,2,44.0,36.0,2.75,3,1,0,33.3,2,0.50,9,1,3,3,17.2,26,11,0,42.3,14
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,4,,今井啓介,4,■,■,■,■,,11,5,0,45.5,45.5,1.25,0,0,0,-,1,0.25,7,0,2,1,3.6,0,0,0,-,6
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,5,,山本隆弘,4,■,■,■,■,,29,12,2,41.4,34.5,3.00,17,6,1,35.3,1,0.25,15,0,6,6,10.0,1,1,0,100.0,13
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,7,,岩田正之,1,■,,,,,0,0,0,,,-,0,0,0,-,1,1.00,3,0,0,0,0.0,0,0,0,-,1
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,8,,川村慎二,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,7,0,2,5,17.9,4,3,0,75.0,0
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,9,,北川祐介,4,■,■,■,■,,9,6,0,66.7,66.7,1.50,0,0,0,-,3,0.75,10,0,0,0,0.0,0,0,0,-,9
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,10,,牛尾正和,4,□,■,■,■,,0,0,0,,,-,0,0,0,-,1,0.25,11,0,1,5,11.4,0,0,0,-,1
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,11,L,久保尚志,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,14,0,50.0,0
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,12,,森田亜貴斗,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,14,,後山博史,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,5,1,2,1,21.0,0,0,0,-,1
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,15,,松永理生,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,12.5,0,0,0,-,0
2004-11-06,2004-11,11,パナソニックパンサーズ,東レアローズ,22,,カントルサンドロ,4,■,■,■,■,,23,10,3,43.5,30.4,2.50,2,1,0,50.0,0,-,15,3,5,6,26.0,22,13,0,59.1,13
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,0,,小西健太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,1,,澤畠雄一郎,4,■,■,■,■,,11,6,1,54.5,45.5,1.50,0,0,0,-,2,0.50,12,0,1,0,0.0,1,1,0,100.0,8
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,2,,大久保茂和,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,3,,増村雅尚,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,5,,市橋祐之,4,■,■,■,■,,3,3,0,100.0,100.0,0.75,0,0,0,-,3,0.75,17,0,2,2,2.9,0,0,0,-,6
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,6,,千葉進也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,10,,甲斐祐之,4,■,■,■,■,,16,9,1,56.2,50.0,2.25,2,1,0,50.0,1,0.25,14,0,3,4,7.1,28,20,0,71.4,10
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,11,L,増野彰,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,18,0,81.8,0
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,15,,伊藤信博,4,■,■,■,■,,16,9,0,56.2,56.2,2.25,0,0,0,-,3,0.75,14,0,3,5,8.9,0,0,0,-,12
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,17,,杉山マルコス,4,■,■,■,■,,29,15,9,51.7,20.7,3.75,6,3,3,50.0,0,-,17,1,3,5,13.2,27,16,0,59.3,16
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,20,,ネグロンマルセーロ,4,■,■,■,■,,34,14,5,41.2,26.5,3.50,13,6,2,46.2,0,-,20,2,3,4,14.0,0,0,0,-,16
2004-11-06,2004-11,11,堺ブレイザーズ,豊田合成トレフェルサ,21,,金井修也,2,□,,,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,0.0,0,0,0,-,0
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,1,,盛重龍,4,■,■,■,■,,18,2,5,11.1,-16.7,0.50,1,0,0,0.0,3,0.75,14,1,5,4,14.3,22,20,0,90.9,6
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,3,,諸隈直樹,4,■,■,■,■,,11,8,2,72.7,54.5,2.00,0,0,0,-,0,-,19,1,1,5,11.8,32,21,0,65.6,9
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,4,,矢野裕範,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,0
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,7,,清水大輔,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,8,,木下文博,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,9,,川浦博昭,4,■,■,■,■,,12,6,2,50.0,33.3,1.50,0,0,0,-,2,0.50,16,0,1,2,3.1,1,0,0,0.0,8
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,10,,ゴメスエルナルド,4,■,■,■,■,,51,28,3,54.9,49.0,7.00,23,10,3,43.5,1,0.25,16,0,4,6,9.4,0,0,0,-,29
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,11,L,森佑之,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,15,0,71.4,0
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,15,,朝長孝介,3,,□,■,■,,0,0,0,,,-,0,0,0,-,0,-,9,0,1,1,2.8,1,0,0,0.0,0
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,16,,鈴木康晋,4,■,■,■,■,,10,5,0,50.0,50.0,1.25,0,0,0,-,1,0.25,8,0,0,2,6.2,0,0,0,-,6
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,17,,佐藤和夫,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0,0,-,0
2004-11-06,2004-11,11,豊田合成トレフェルサ,堺ブレイザーズ,19,,島野俊一,2,■,■,,,,0,0,0,,,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0,0,-,0
2004-11-06,2004-11,11,旭化成スパーキッズ,JTサンダーズ,5,,高橋智則,4,■,■,■,■,,25,4,3,16.0,4.0,1.00,1,0,1,0.0,0,-,16,1,2,7,17.2,15,7,0,46.7,5
2004-11-06,2004-11,11,旭化成スパーキッズ,JTサンダーズ,6,,熊谷豪,2,,□,,□,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
