名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
坂本雄一郎,2005-02,サントリーサンバーズ,3,14,27,77,44,2,57.1,54.5,0,0,0,12,73,2,7,10,2,1,0,58,,1.63,0.44,3.8,50.0
増村雅尚,2004-11,堺ブレイザーズ,3,77,20,6,4,1,66.7,50.0,1,1,0,0,1,0,0,0,0,0,0,4,100.0,0.2,0.0,0.0,
増村雅尚,2004-12,堺ブレイザーズ,3,84,21,5,2,1,40.0,20.0,1,0,0,0,1,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,
増村雅尚,2005-01,堺ブレイザーズ,3,7,6,12,4,0,33.3,33.3,3,0,0,1,1,0,1,0,0,0,0,5,0.0,0.67,0.17,-25.0,
増村雅尚,2005-02,堺ブレイザーズ,3,14,14,7,3,1,42.9,28.6,3,2,0,0,1,0,0,1,1,0,0,3,66.7,0.21,0.0,25.0,0.0
増野彰,2004-11,堺ブレイザーズ,11,77,25,0,0,0,,,0,0,0,0,0,0,0,0,134,100,0,0,,0.0,0.0,,74.6
増野彰,2004-12,堺ブレイザーズ,11,84,13,0,0,0,,,0,0,0,0,0,0,0,0,73,52,0,0,,0.0,0.0,,71.2
増野彰,2005-01,堺ブレイザーズ,11,5,15,0,0,0,,,0,0,0,0,0,0,0,0,95,65,0,0,,0.0,0.0,,68.4
増野彰,2005-02,堺ブレイザーズ,11,8,16,0,0,0,,,0,0,0,0,0,0,0,0,82,63,0,0,,0.0,0.0,,76.8
大久保茂和,2004-11,堺ブレイザーズ,2,77,3,0,0,0,,,0,0,0,0,0,0,0,0,14,13,0,0,,0.0,0.0,,92.9
大久保茂和,2004-12,堺ブレイザーズ,2,72,13,0,0,0,,,0,0,0,0,0,0,0,0,90,71,0,0,,0.0,0.0,,78.9
大久保茂和,2005-01,堺ブレイザーズ,2,6,12,0,0,0,,,0,0,0,0,0,0,0,0,88,64,0,0,,0.0,0.0,,72.7
大久保茂和,2005-02,堺ブレイザーズ,2,14,12,0,0,0,,,0,0,0,0,0,0,0,0,89,62,0,0,,0.0,0.0,,69.7
大坪史明,2004-11,旭化成スパーキッズ,14,77,21,154,59,17,38.3,27.3,49,16,8,2,90,9,24,19,0,0,0,70,32.7,2.81,0.1,8.6,
大坪史明,2004-12,旭化成スパーキッズ,14,84,15,61,20,10,32.8,16.4,26,7,6,4,40,2,11,9,1,0,0,26,26.9,1.33,0.27,3.8,0.0
大坪史明,2005-01,旭化成スパーキッズ,14,4,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
大坪史明,2005-02,旭化成スパーキッズ,14,2,4,3,1,1,33.3,0.0,0,0,0,1,5,1,1,0,0,0,0,3,,0.25,0.25,15.0,
大村悟,2004-11,NECブルーロケッツ,1,66,27,199,104,24,52.3,40.2,59,31,8,8,104,6,16,30,152,103,0,118,52.5,3.85,0.3,9.1,67.8
大村悟,2004-12,NECブルーロケッツ,1,60,13,4,0,2,0.0,-50.0,0,0,0,0,18,1,2,10,2,2,0,1,,0.0,0.0,16.7,100.0
大村悟,2005-01,NECブルーロケッツ,1,7,21,68,23,8,33.8,22.1,14,7,2,6,49,1,2,12,32,20,0,30,50.0,1.1,0.29,7.1,62.5
大村悟,2005-02,NECブルーロケッツ,1,14,24,144,75,14,52.1,42.4,37,15,8,8,70,1,12,13,70,55,0,84,40.5,3.12,0.33,1.8,78.6
大森陽祐,2004-11,NECブルーロケッツ,3,11,3,0,0,0,,,0,0,0,0,0,0,0,0,23,17,0,0,,0.0,0.0,,73.9
大森陽祐,2004-12,NECブルーロケッツ,3,36,9,0,0,0,,,0,0,0,0,0,0,0,0,43,27,0,0,,0.0,0.0,,62.8
大森陽祐,2005-01,NECブルーロケッツ,3,2,7,0,0,0,,,0,0,0,0,0,0,0,0,29,24,0,0,,0.0,0.0,,82.8
大森陽祐,2005-02,NECブルーロケッツ,3,6,14,0,0,0,,,0,0,0,0,0,0,0,0,66,49,0,0,,0.0,0.0,,74.2
大角竜敏,2004-11,NECブルーロケッツ,16,11,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
大角竜敏,2004-12,NECブルーロケッツ,16,12,2,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
大角竜敏,2005-01,NECブルーロケッツ,16,4,6,7,4,1,57.1,42.9,0,0,0,0,11,0,3,2,0,0,0,4,,0.67,0.0,-2.3,
大角竜敏,2005-02,NECブルーロケッツ,16,8,11,30,16,5,53.3,36.7,0,0,0,7,38,0,7,9,2,0,0,23,,1.45,0.64,1.3,0.0
奥谷信彦,2004-11,NECブルーロケッツ,12,11,3,7,5,0,71.4,71.4,0,0,0,0,7,1,3,0,4,4,0,6,,1.67,0.0,3.6,100.0
奥谷信彦,2004-12,NECブルーロケッツ,12,24,4,2,2,0,100.0,100.0,0,0,0,0,5,0,0,0,2,2,0,2,,0.5,0.0,0.0,100.0
奥谷信彦,2005-01,NECブルーロケッツ,12,3,3,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
奥谷信彦,2005-02,NECブルーロケッツ,12,12,18,78,33,12,42.3,26.9,23,11,4,3,40,3,7,12,42,27,0,39,47.8,1.83,0.17,10.6,64.3
宇佐美大輔,2004-11,NECブルーロケッツ,8,77,30,13,6,0,46.2,46.2,1,0,0,11,116,8,15,33,1,0,0,25,0.0,0.2,0.37,10.8,0.0
宇佐美大輔,2004-12,NECブルーロケッツ,8,84,24,9,5,0,55.6,55.6,0,0,0,7,107,7,18,31,1,1,0,19,,0.21,0.29,9.6,100.0
宇佐美大輔,2005-01,NECブルーロケッツ,8,7,25,7,4,0,57.1,57.1,0,0,0,11,114,7,15,21,2,1,0,22,,0.16,0.44,7.5,50.0
宇佐美大輔,2005-02,NECブルーロケッツ,8,14,22,4,2,0,50.0,50.0,1,0,0,7,90,3,16,29,0,0,0,12,0.0,0.09,0.32,6.9,
宮下雅寛,2004-11,JTサンダーズ,1,77,23,41,24,2,58.5,53.7,0,0,0,10,94,9,12,17,1,1,0,43,,1.04,0.43,10.9,100.0
宮下雅寛,2004-12,JTサンダーズ,1,84,24,68,35,3,51.5,47.1,0,0,0,7,97,5,11,23,0,0,0,47,,1.46,0.29,8.2,
宮下雅寛,2005-01,JTサンダーズ,1,7,19,32,19,0,59.4,59.4,0,0,0,3,46,0,7,10,1,1,0,22,,1.0,0.16,1.6,100.0
宮下雅寛,2005-02,JTサンダーズ,1,14,23,40,21,2,52.5,47.5,1,0,0,5,71,3,13,18,1,1,0,29,0.0,0.91,0.22,6.0,100.0
小口創一郎,2004-12,堺ブレイザーズ,9,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林敦,2004-11,東レアローズ,11,77,26,45,23,0,51.1,51.1,0,0,0,13,70,0,7,17,4,4,0,36,,0.88,0.5,3.6,100.0
小林敦,2004-12,東レアローズ,11,84,27,56,30,2,53.6,50.0,0,0,0,17,102,3,2,12,4,4,0,50,,1.11,0.63,5.4,100.0
小林敦,2005-01,東レアローズ,11,7,27,67,43,3,64.2,59.7,0,0,0,9,95,1,7,24,2,1,0,53,,1.59,0.33,5.5,50.0
小林敦,2005-02,東レアローズ,11,14,18,53,27,4,50.9,43.4,0,0,0,9,67,0,3,10,4,4,0,36,,1.5,0.5,2.6,100.0
小糸敬夫,2004-12,パナソニックパンサーズ,6,36,10,0,0,0,,,0,0,0,0,14,0,0,7,9,8,0,0,,0.0,0.0,12.5,88.9
小糸敬夫,2005-01,パナソニックパンサーズ,6,3,9,0,0,0,,,0,0,0,0,12,0,0,1,13,11,0,0,,0.0,0.0,2.1,84.6
小糸敬夫,2005-02,パナソニックパンサーズ,6,12,24,0,0,0,,,0,0,0,0,6,0,0,0,90,75,0,0,,0.0,0.0,0.0,83.3
小西健太,2004-11,堺ブレイザーズ,0,77,12,14,9,3,64.3,42.9,0,0,0,1,28,3,3,4,1,1,0,13,,0.75,0.08,11.6,100.0
小西健太,2004-12,堺ブレイザーズ,0,84,17,22,10,0,45.5,45.5,0,0,0,5,37,6,6,7,3,1,0,21,,0.59,0.29,16.9,33.3
小西健太,2005-01,堺ブレイザーズ,0,7,20,47,26,2,55.3,51.1,0,0,0,10,69,5,7,10,7,6,0,41,,1.3,0.5,8.3,85.7
小西健太,2005-02,堺ブレイザーズ,0,14,28,85,36,5,42.4,36.5,0,0,0,22,103,1,13,18,4,2,0,59,,1.29,0.79,2.2,50.0
尾上健司,2004-11,JTサンダーズ,7,77,20,50,24,6,48.0,36.0,0,0,0,9,54,1,4,9,2,2,0,34,,1.2,0.45,4.2,100.0
尾上健司,2004-12,JTサンダーズ,7,72,10,18,6,2,33.3,22.2,0,0,0,6,28,1,1,4,1,1,0,13,,0.6,0.6,6.2,100.0
尾上健司,2005-01,JTサンダーズ,7,7,28,80,49,2,61.3,58.8,0,0,0,23,92,2,0,12,0,0,0,74,,1.75,0.82,5.4,
尾上健司,2005-02,JTサンダーズ,7,14,26,79,38,5,48.1,41.8,0,0,0,7,78,0,5,16,1,0,0,45,,1.46,0.27,3.5,0.0
山口誠,2005-01,東レアローズ,6,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本健之,2004-11,JTサンダーズ,12,33,11,0,0,0,,,0,0,0,0,0,0,0,0,56,44,0,0,,0.0,0.0,,78.6
山本健之,2004-12,JTサンダーズ,12,48,17,0,0,0,,,0,0,0,0,0,0,0,0,77,65,0,0,,0.0,0.0,,84.4
山本健之,2005-01,JTサンダーズ,12,2,9,0,0,0,,,0,0,0,0,0,0,0,0,60,54,0,0,,0.0,0.0,,90.0
山本健之,2005-02,JTサンダーズ,12,6,12,0,0,0,,,0,0,0,0,0,0,0,0,64,41,0,0,,0.0,0.0,,64.1
山本太二,2004-11,東レアローズ,20,77,20,3,1,0,33.3,33.3,0,0,0,3,45,2,3,9,1,0,0,6,,0.05,0.15,7.8,0.0
山本太二,2004-12,東レアローズ,20,84,19,7,5,0,71.4,71.4,0,0,0,6,58,0,5,8,4,0,0,11,,0.26,0.32,1.3,0.0
山本太二,2005-01,東レアローズ,20,7,21,3,3,0,100.0,100.0,0,0,0,12,66,3,9,9,0,0,0,18,,0.14,0.57,4.5,
