名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
古田博幸,旭化成スパーキッズ,15,79,26,9,2,34.6,26.9,2,0,1,0,121,1,11,20,54,35,0,10,0.0,0.1,0.0,2.7,64.8
吉田譲,サントリーサンバーズ,19,4,0,0,0,,,0,0,0,0,6,0,3,1,0,0,0,0,,0.0,0.0,-8.3,
坂本雄一郎,サントリーサンバーズ,3,79,195,105,5,53.8,51.3,3,0,3,36,217,6,20,45,6,4,0,147,0.0,1.3,0.5,5.6,66.7
増村雅尚,堺ブレイザーズ,3,61,30,13,3,43.3,33.3,8,3,0,1,4,0,1,1,1,0,0,14,37.5,0.2,0.0,0.0,0.0
増野彰,堺ブレイザーズ,11,69,0,0,0,,,0,0,0,0,0,0,0,0,384,280,0,0,,0.0,0.0,,72.9
大久保茂和,堺ブレイザーズ,2,40,0,0,0,,,0,0,0,0,0,0,0,0,281,210,0,0,,0.0,0.0,,74.7
大坪史明,旭化成スパーキッズ,14,43,218,80,28,36.7,23.9,75,23,14,7,138,12,37,28,1,0,0,99,30.7,1.9,0.2,7.1,0.0
大村悟,NECブルーロケッツ,1,85,415,202,48,48.7,37.1,110,53,18,22,241,9,32,65,256,180,0,233,48.2,2.4,0.3,7.2,70.3
大森陽祐,NECブルーロケッツ,3,33,0,0,0,,,0,0,0,0,0,0,0,0,161,117,0,0,,0.0,0.0,,72.7
大角竜敏,NECブルーロケッツ,16,20,37,20,6,54.1,37.8,0,0,0,7,53,0,12,12,2,0,0,27,,1.0,0.4,0.0,0.0
奥谷信彦,NECブルーロケッツ,12,28,87,40,12,46.0,32.2,23,11,4,3,56,4,11,12,48,33,0,47,47.8,1.4,0.1,7.6,68.8
宇佐美大輔,NECブルーロケッツ,8,101,33,17,0,51.5,51.5,2,0,0,36,427,25,64,114,4,2,0,78,0.0,0.2,0.4,8.8,50.0
宮下雅寛,JTサンダーズ,1,89,181,99,7,54.7,50.8,1,0,0,25,308,17,43,68,3,3,0,141,0.0,1.1,0.3,7.5,100.0
小口創一郎,堺ブレイザーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林敦,東レアローズ,11,98,221,123,9,55.7,51.6,0,0,0,48,334,4,19,63,14,13,0,175,,1.3,0.5,4.5,92.9
小糸敬夫,パナソニックパンサーズ,6,43,0,0,0,,,0,0,0,0,32,0,0,8,112,94,0,0,,0.0,0.0,6.2,83.9
小西健太,堺ブレイザーズ,0,77,168,81,10,48.2,42.3,0,0,0,38,237,15,29,39,15,10,0,134,,1.1,0.5,7.4,66.7
尾上健司,JTサンダーズ,7,84,227,117,15,51.5,44.9,0,0,0,45,252,4,10,41,4,3,0,166,,1.4,0.5,4.7,75.0
山口誠,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本健之,JTサンダーズ,12,49,0,0,0,,,0,0,0,0,0,0,0,0,257,204,0,0,,0.0,0.0,,79.4
山本太二,東レアローズ,20,80,22,14,0,63.6,63.6,0,0,0,26,225,9,23,36,6,0,0,49,,0.2,0.3,5.4,0.0
山本隆弘,パナソニックパンサーズ,5,80,602,266,76,44.2,31.6,267,121,36,22,293,28,97,76,17,11,0,316,45.3,3.3,0.3,7.8,64.7
山村宏太,サントリーサンバーズ,1,69,192,108,3,56.2,54.7,0,0,0,42,186,4,6,37,4,3,0,154,,1.6,0.6,6.3,75.0
岩田正之,パナソニックパンサーズ,7,21,0,0,0,,,0,0,0,2,25,0,0,6,0,0,0,2,,0.0,0.1,6.0,
岸本一馬,パナソニックパンサーズ,1,64,316,144,34,45.6,34.8,22,9,2,12,156,9,37,43,332,182,0,165,40.9,2.2,0.2,6.7,54.8
島野俊一,豊田合成トレフェルサ,19,58,7,2,0,28.6,28.6,0,0,0,9,144,2,23,23,2,0,0,13,,0.0,0.2,1.4,0.0
川村慎二,パナソニックパンサーズ,8,92,356,175,21,49.2,43.3,47,24,8,10,304,12,55,91,431,318,0,197,51.1,1.9,0.1,6.9,73.8
川浦博昭,豊田合成トレフェルサ,9,101,243,144,12,59.3,54.3,0,0,0,57,267,4,31,39,16,12,0,205,,1.4,0.6,2.2,75.0
市橋祐之,堺ブレイザーズ,5,99,35,27,1,77.1,74.3,1,0,0,21,351,7,17,33,4,0,0,55,0.0,0.3,0.2,3.1,0.0
平野信孝,JTサンダーズ,2,74,338,152,18,45.0,39.6,46,23,7,11,207,10,27,39,303,218,0,173,50.0,2.1,0.1,6.3,71.9
後山博史,パナソニックパンサーズ,14,33,5,0,0,0.0,0.0,0,0,0,0,46,2,12,13,9,4,0,2,,0.0,0.0,4.9,44.4
後藤靖,豊田合成トレフェルサ,18,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
徳元幸人,JTサンダーズ,8,58,259,125,34,48.3,35.1,11,2,4,19,200,4,7,31,410,325,0,148,18.2,2.2,0.3,5.0,79.3
掛川厚志,東レアローズ,15,35,0,0,0,,,0,0,0,0,51,0,7,9,1,0,0,0,,0.0,0.0,1.0,0.0
日高誠,JTサンダーズ,16,17,37,23,2,62.2,56.8,0,0,0,5,37,0,8,11,2,2,0,28,,1.4,0.3,2.0,100.0
服部亮二,豊田合成トレフェルサ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
朝長孝介,豊田合成トレフェルサ,15,87,15,5,2,33.3,20.0,0,0,0,10,273,4,10,34,4,1,0,19,,0.1,0.1,3.7,25.0
木下文博,豊田合成トレフェルサ,8,5,11,6,1,54.5,45.5,0,0,0,0,8,0,0,2,18,8,0,6,,1.2,0.0,6.2,44.4
木原丈裕,サントリーサンバーズ,12,4,7,3,2,42.9,14.3,0,0,0,1,0,0,0,0,2,0,0,4,,0.8,0.2,,0.0
末次志朗,旭化成スパーキッズ,10,100,323,190,7,58.8,56.7,1,0,0,37,246,3,6,31,17,11,0,230,0.0,1.9,0.4,3.8,64.7
杉山マルコス,堺ブレイザーズ,17,99,708,338,102,47.7,33.3,130,56,24,19,414,23,83,111,826,661,0,380,43.1,3.4,0.2,7.2,80.0
村上龍介,サントリーサンバーズ,13,54,22,10,3,45.5,31.8,1,0,1,1,74,4,17,23,37,29,0,15,0.0,0.2,0.0,7.4,78.4
松本慶彦,NECブルーロケッツ,17,92,236,124,16,52.5,45.8,0,0,0,48,212,5,21,27,14,8,0,177,,1.3,0.5,3.1,57.1
松永理生,パナソニックパンサーズ,15,83,277,136,21,49.1,41.5,94,49,12,4,202,7,22,47,17,9,0,147,52.1,1.6,0.0,6.6,52.9
枩田優介,パナソニックパンサーズ,23,18,13,9,0,69.2,69.2,0,0,0,3,15,0,1,3,1,0,0,12,,0.5,0.2,3.3,0.0
柴田恭平,東レアローズ,3,26,133,57,14,42.9,32.3,56,22,9,9,65,3,10,16,1,0,0,69,39.3,2.2,0.3,6.9,0.0
栗原圭介,サントリーサンバーズ,6,95,6,3,0,50.0,50.0,0,0,0,6,203,5,10,39,2,0,0,14,,0.0,0.1,6.0,0.0
桑田鎮典,サントリーサンバーズ,9,54,176,86,17,48.9,39.2,16,8,4,18,118,3,21,20,306,233,0,107,50.0,1.6,0.3,2.3,76.1
森佑之,豊田合成トレフェルサ,11,52,0,0,0,,,0,0,0,0,0,0,0,0,257,177,0,0,,0.0,0.0,,68.9
森田亜貴斗,パナソニックパンサーズ,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河野裕輔,JTサンダーズ,4,20,54,17,10,31.5,13.0,6,3,0,3,36,2,5,6,87,52,0,22,50.0,0.8,0.2,6.2,59.8
津曲勝利,サントリーサンバーズ,11,36,0,0,0,,,0,0,0,0,0,0,0,0,218,176,0,0,,0.0,0.0,,80.7
浅倉勇,NECブルーロケッツ,18,73,361,172,28,47.6,39.9,48,21,6,23,217,2,38,56,316,222,0,197,43.8,2.4,0.3,3.0,70.3
浜口知良,東レアローズ,19,4,11,3,1,27.3,18.2,0,0,0,1,10,1,1,1,1,0,0,5,,0.8,0.2,10.0,0.0
清水大輔,豊田合成トレフェルサ,7,44,41,17,1,41.5,39.0,0,0,0,14,83,2,12,7,5,2,0,33,,0.4,0.3,0.9,40.0
清水雅之,サントリーサンバーズ,4,84,9,7,0,77.8,77.8,0,0,0,4,193,2,11,28,1,0,0,13,,0.1,0.0,3.2,0.0
澤畠雄一郎,堺ブレイザーズ,1,94,245,118,14,48.2,42.4,0,0,0,53,226,4,29,29,15,12,0,175,,1.3,0.6,1.8,80.0
濱島哲也,NECブルーロケッツ,19,76,0,0,0,,,0,0,0,0,0,0,0,0,386,262,0,0,,0.0,0.0,,67.9
熊谷豪,旭化成スパーキッズ,6,18,2,1,0,50.0,50.0,0,0,0,0,45,0,2,5,3,1,0,1,,0.1,0.0,1.7,33.3
牛尾正和,パナソニックパンサーズ,10,104,36,26,0,72.2,72.2,1,1,0,42,339,6,13,73,10,0,0,74,100.0,0.2,0.4,6.2,0.0
田村裕之,旭化成スパーキッズ,16,94,143,81,7,56.6,51.7,0,0,0,11,110,1,7,17,2,1,0,93,,0.9,0.1,3.2,50.0
田辺修,東レアローズ,2,103,0,0,0,,,0,0,0,0,0,0,0,0,594,436,0,0,,0.0,0.0,,73.4
甲斐祐之,堺ブレイザーズ,10,90,477,225,52,47.2,36.3,77,28,15,43,283,10,51,41,315,216,0,278,36.4,2.5,0.5,2.7,68.6
町野仁志,JTサンダーズ,18,4,19,6,3,31.6,15.8,1,1,0,2,8,1,3,0,13,12,0,9,100.0,1.5,0.5,3.1,92.3
畑田雅行,NECブルーロケッツ,20,11,60,28,8,46.7,33.3,24,10,3,0,28,0,9,5,0,0,0,28,41.7,2.5,0.0,-3.6,
盛重龍,豊田合成トレフェルサ,1,104,523,223,49,42.6,33.3,44,13,9,34,334,14,76,57,933,653,0,271,29.5,2.1,0.3,2.8,70.0
直弘龍治,JTサンダーズ,10,76,345,163,41,47.2,35.4,114,45,23,17,170,0,6,20,43,26,0,180,39.5,2.1,0.2,2.1,60.5
真鍋政義,旭化成スパーキッズ,21,39,13,10,0,76.9,76.9,0,0,0,4,105,0,6,15,2,1,0,14,,0.3,0.1,2.1,50.0
真鍋智彦,旭化成スパーキッズ,13,81,754,316,69,41.9,32.8,309,138,42,19,270,13,69,56,1,1,0,348,44.7,3.9,0.2,3.6,100.0
矢野裕範,豊田合成トレフェルサ,4,84,54,22,4,40.7,33.3,2,1,0,2,136,6,26,29,177,119,0,30,50.0,0.3,0.0,5.0,67.2
竹内実,NECブルーロケッツ,6,52,226,103,23,45.6,35.4,64,29,8,11,133,5,21,21,113,79,0,119,45.3,2.0,0.2,3.8,69.9
笠原紀久,東レアローズ,5,66,311,143,30,46.0,36.3,32,13,4,14,233,1,15,50,282,215,0,158,40.6,2.2,0.2,4.2,76.2
篠田歩,東レアローズ,17,12,11,5,1,45.5,36.4,0,0,0,2,27,0,8,6,0,0,0,7,,0.4,0.2,-1.9,
細川延由,NECブルーロケッツ,2,100,724,341,58,47.1,39.1,163,79,13,27,427,25,53,108,726,498,0,393,48.5,3.4,0.3,9.1,68.6
脇戸新之助,NECブルーロケッツ,9,10,0,0,0,,,0,0,0,2,33,0,1,9,1,0,0,2,,0.0,0.2,6.1,0.0
臺光章,JTサンダーズ,6,40,9,3,1,33.3,22.2,1,0,0,2,97,1,7,18,2,0,0,6,0.0,0.1,0.0,3.9,0.0
舩越健太郎,旭化成スパーキッズ,11,109,0,0,0,,,0,0,0,0,0,0,0,0,693,529,0,0,,0.0,0.0,,76.3
花野裕祥,サントリーサンバーズ,20,74,0,0,0,,,0,0,0,0,0,0,0,0,366,286,0,0,,0.0,0.0,,78.1
苅谷淳司,JTサンダーズ,3,83,158,79,10,50.0,43.7,0,0,0,55,250,1,15,27,23,22,0,135,,1.0,0.7,1.6,95.7
荻野正二,サントリーサンバーズ,10,104,435,204,28,46.9,40.5,47,16,8,28,363,12,22,65,671,535,0,244,34.0,2.0,0.3,6.3,79.7
菊地洋之,NECブルーロケッツ,7,90,192,101,19,52.6,42.7,0,0,0,63,242,7,17,39,17,13,0,171,,1.1,0.7,5.2,76.5
西沢文徳,旭化成スパーキッズ,19,4,23,6,4,26.1,8.7,6,1,3,0,12,0,1,1,0,0,0,6,16.7,1.5,0.0,0.0,
西田靖宏,サントリーサンバーズ,8,68,121,59,9,48.8,41.3,25,11,3,9,58,1,13,16,1,1,0,69,44.0,0.9,0.1,3.0,100.0
諸隈直樹,豊田合成トレフェルサ,3,110,545,267,40,49.0,41.7,123,61,15,26,347,7,67,57,428,275,0,300,49.6,2.4,0.2,1.3,64.3
谷村孝,パナソニックパンサーズ,18,3,8,2,2,25.0,0.0,0,0,0,0,5,0,2,2,10,5,0,2,,0.7,0.0,0.0,50.0
越川優,サントリーサンバーズ,7,103,562,290,58,51.6,41.3,117,57,16,31,360,33,101,111,440,285,0,354,48.7,2.8,0.3,9.9,64.8
越谷章,東レアローズ,10,50,292,117,29,40.1,30.1,119,38,20,16,179,7,27,40,35,22,0,140,31.9,2.3,0.3,5.7,62.9
足立和弘,NECブルーロケッツ,5,55,43,14,3,32.6,25.6,16,6,1,0,76,1,20,12,6,4,0,15,37.5,0.3,0.0,-1.3,66.7
酒井大祐,JTサンダーズ,15,61,0,0,0,,,0,0,0,0,0,0,0,0,380,324,0,0,,0.0,0.0,,85.3
金井修也,堺ブレイザーズ,21,50,8,3,0,37.5,37.5,0,0,0,2,102,2,32,17,1,0,0,7,,0.1,0.0,-1.7,0.0
鈴木孝政,旭化成スパーキッズ,8,77,414,199,38,48.1,38.9,77,39,12,15,262,15,39,42,590,434,0,229,50.6,2.6,0.2,6.0,73.6
鈴木康晋,豊田合成トレフェルサ,16,112,207,107,8,51.7,47.8,0,0,0,41,330,1,12,37,12,7,0,149,,1.0,0.4,2.2,58.3
阿南卓,サントリーサンバーズ,17,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
阿部裕太,東レアローズ,9,58,27,18,1,66.7,63.0,0,0,0,20,131,4,5,15,2,0,0,42,,0.3,0.3,5.0,0.0
青山繁,東レアローズ,1,58,83,31,8,37.3,27.7,8,4,1,6,124,3,9,21,88,68,0,40,50.0,0.5,0.1,4.8,77.3
青木一平,NECブルーロケッツ,10,29,74,30,7,40.5,31.1,1,1,0,9,71,0,1,6,3,3,0,39,100.0,1.0,0.3,1.8,100.0
飯塚俊彦,JTサンダーズ,9,44,177,86,13,48.6,41.2,66,34,6,5,79,8,21,20,0,0,0,99,51.5,2.0,0.1,9.8,
高山博旭,パナソニックパンサーズ,2,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高杉洋平,東レアローズ,16,86,354,175,30,49.4,41.0,151,74,14,17,226,7,30,43,0,0,0,199,49.0,2.0,0.2,4.5,
高橋慎治,旭化成スパーキッズ,12,61,26,12,0,46.2,46.2,3,2,0,21,215,8,36,58,2,1,0,41,66.7,0.2,0.3,6.3,50.0
高橋智則,旭化成スパーキッズ,5,105,626,280,56,44.7,35.8,44,15,12,45,358,12,64,97,461,285,0,337,34.1,2.7,0.4,5.7,61.8
齋藤信治,東レアローズ,7,99,297,178,17,59.9,54.2,0,0,0,83,300,3,16,52,16,10,0,264,,1.8,0.8,4.0,62.5
