試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-25,ウルフドッグス名古屋,1,,山田脩造,4,■,■,■,■,nan,15,8,0,0.5333333333333333,0.5333333333333333,2.00,1,1,0,100.0,0,-,14,1,4,2,3.6,21,10,3,54.8,,,,,,,,
2020-10-25,ウルフドッグス名古屋,2,,山近哲,4,■,■,■,■,nan,7,3,0,0.42857142857142855,0.42857142857142855,0.75,0,0,0,-,2,0.50,10,0,1,1,0.0,4,4,0,100.0,,,,,,,,
2020-10-25,ウルフドッグス名古屋,3,,クレクバルトシュ,4,■,■,■,■,nan,61,33,3,0.5409836065573771,0.4918032786885246,8.25,22,14,1,63.6,1,0.25,21,3,7,8,15.5,1,0,0,0.0,,,,,,,,
2020-10-25,ウルフドッグス名古屋,5,,前田一誠,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,17,0,1,3,2.9,0,0,0,-,,,,,,,,
2020-10-25,ウルフドッグス名古屋,7,,白岩直也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,ウルフドッグス名古屋,8,,神谷雄飛,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-25,ウルフドッグス名古屋,9,,ユンボンウ,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2020-10-25,ウルフドッグス名古屋,11,,傳田亮太,4,■,■,■,■,nan,7,4,1,0.5714285714285714,0.42857142857142855,1.00,0,0,0,-,4,1.00,10,0,1,1,0.0,1,1,0,100.0,,,,,,,,
2020-10-25,ウルフドッグス名古屋,14,,椿山竜介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,ウルフドッグス名古屋,20,,川口太一,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,0,1,16.7,,,,,,,,
2020-10-25,ウルフドッグス名古屋,21,,永露元稀,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-10-25,ウルフドッグス名古屋,22,,高梨健太,4,■,■,■,■,nan,28,7,2,0.25,0.17857142857142858,1.75,3,0,1,0.0,1,0.25,15,0,4,2,-3.3,29,19,6,75.9,,,,,,,,
2020-10-25,ウルフドッグス名古屋,24,L,小川智大,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,12,2,86.7,,,,,,,,
2020-10-25,ウルフドッグス名古屋,26,,山崎彰都,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,ウルフドッグス名古屋,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,118,55,6,0.4661016949152542,0.4152542372881356,13.75,26,15,2,57.7,9,2.25,92,4,20,17,3.5,74,46,12,70.3,112,53,10,47.3,6,1.50,2.0,55.7
