試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-12-05,ウルフドッグス名古屋,1,,山田脩造,4,■,■,■,■,nan,9,3,2,0.3333333333333333,0.1111111111111111,0.75,1,1,0,100.0,0,-,21,1,4,2,2.4,36,21,7,68.1,,,,,,,,
2020-12-05,ウルフドッグス名古屋,2,,山近哲,4,■,■,■,■,nan,15,7,1,0.4666666666666667,0.4,1.75,0,0,0,-,3,0.75,8,1,1,0,9.4,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,3,,クレクバルトシュ,4,■,■,■,■,nan,65,32,4,0.49230769230769234,0.4307692307692308,8.00,31,14,3,45.2,2,0.50,13,0,5,2,-5.8,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,5,,前田一誠,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,14,0,0,4,7.1,2,0,0,0.0,,,,,,,,
2020-12-05,ウルフドッグス名古屋,6,,近裕崇,4,■,■,■,■,nan,10,7,0,0.7,0.7,1.75,0,0,0,-,3,0.75,16,3,0,4,25.0,1,1,0,100.0,,,,,,,,
2020-12-05,ウルフドッグス名古屋,7,,白岩直也,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,1,75.0,,,,,,,,
2020-12-05,ウルフドッグス名古屋,9,,ユンボンウ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,11,,傳田亮太,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,14,,椿山竜介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,21,,永露元稀,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,22,,高梨健太,4,■,■,■,■,nan,34,14,0,0.4117647058823529,0.4117647058823529,3.50,7,4,0,57.1,3,0.75,23,3,2,7,18.5,24,10,9,60.4,,,,,,,,
2020-12-05,ウルフドッグス名古屋,23,,勝岡将斗,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,24,L,小川智大,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,5,4,46.7,,,,,,,,
2020-12-05,ウルフドッグス名古屋,26,,山崎彰都,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,ウルフドッグス名古屋,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,133,63,7,0.47368421052631576,0.42105263157894735,15.75,39,19,3,48.7,11,2.75,101,8,13,20,9.7,80,38,21,60.6,124,55,11,44.4,10,2.50,5.1,63.5
