試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,2,,梶野喜宏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,6,,勝将哉,5,■,■,■,■,■,42,21,1,50.0,47.6,4.20,3,2,0,66.7,2,0.40,15,0,3,4,6.7,6,1,0,16.7,23
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,7,L,石田康祐,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,8,,小林洸,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,10,1,4,4,20.0,0,0,0,-,1
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,9,,本多駿,2,nan,nan,□,□,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,1
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,10,,繁田康平,5,■,■,■,■,■,7,3,1,42.9,28.6,0.60,0,0,0,-,1,0.20,6,0,0,3,12.5,0,0,0,-,4
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,12,,中田雄大,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,1,0.20,21,1,0,8,13.3,0,0,0,-,2
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,13,,那須野裕進,2,nan,□,nan,nan,□,3,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,15,,山本慎人,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,16,L,大原悠,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,40,27,0,67.5,0
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,19,,清水夢斗,5,■,■,■,■,■,4,2,0,50.0,50.0,0.40,0,0,0,-,3,0.60,8,0,0,3,9.4,0,0,0,-,5
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,23,,米澤寛武,5,■,■,■,■,■,42,21,3,50.0,42.9,4.20,0,0,0,-,3,0.60,18,0,1,6,8.3,42,29,0,69.0,24
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,24,,小林空,5,■,■,■,■,■,30,14,2,46.7,40.0,2.80,8,4,1,50.0,0,-,20,0,4,3,3.8,0,0,0,-,14
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,26,,中村郁弥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,近畿クラブスフィーダ,千葉ZELVA,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,129,62,7,48.1,42.6,12.40,11,6,1,54.5,10,2.00,106,2,12,35,10.0,88,57,0,64.8,74
