名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
岩坂名奈,久光製薬スプリングス,4,20,67,28,5,41.8,34.3,0,0,0,14,54,0,3,10,1,1,0,,1.4,0.7,3.2,100.0
岩崎紗也加,NECレッドロケッツ,10,19,0,0,0,,,0,0,0,0,0,0,0,0,71,31,12,,0.0,0.0,,52.1
島村春世,NECレッドロケッツ,1,19,105,45,5,42.9,38.1,1,0,0,13,50,1,5,16,2,0,0,0.0,2.4,0.7,7.5,0.0
工藤嶺,デンソーエアリービーズ,4,5,31,7,2,22.6,16.1,0,0,0,0,5,0,2,2,24,6,8,,1.4,0.0,0.0,41.7
帯川きよら,久光製薬スプリングス,13,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
座安琴希,久光製薬スプリングス,10,13,0,0,0,,,0,0,0,0,0,0,0,0,17,8,4,,0.0,0.0,,58.8
廣瀬七海,NECレッドロケッツ,12,7,6,0,1,0.0,-16.7,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
戸江真奈,久光製薬スプリングス,18,20,0,0,0,,,0,0,0,0,0,0,0,0,49,26,10,,0.0,0.0,,63.3
新鍋理沙,久光製薬スプリングス,3,16,66,25,4,37.9,31.8,0,0,0,2,73,5,4,15,83,49,10,,1.6,0.1,10.6,65.1
朝日優衣,デンソーエアリービーズ,8,11,25,9,1,36.0,32.0,1,0,0,0,14,0,1,5,22,4,8,0.0,0.8,0.0,7.1,36.4
木村美里,東レアローズ,6,18,0,0,0,,,0,0,0,0,0,0,0,0,61,26,14,,0.0,0.0,,54.1
杉原若葉,東レアローズ,11,4,5,2,0,40.0,40.0,0,0,0,0,9,1,1,2,0,0,0,,0.5,0.0,13.9,
杉郁香,トヨタ車体クインシーズ,15,1,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
村永奈央,トヨタ車体クインシーズ,6,9,41,17,1,41.5,39.0,1,0,0,5,19,0,2,9,42,17,9,0.0,1.9,0.6,9.2,51.2
柳田光綺,NECレッドロケッツ,8,18,178,72,13,40.4,33.1,32,11,3,1,61,2,11,13,2,1,1,34.4,4.0,0.1,4.1,75.0
栄絵里香,久光製薬スプリングス,11,11,2,1,0,50.0,50.0,0,0,0,0,32,1,0,7,1,0,0,,0.1,0.0,8.6,0.0
森谷史佳,久光製薬スプリングス,14,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
榊原美沙都,トヨタ車体クインシーズ,8,21,0,0,0,,,0,0,0,0,0,0,0,0,95,47,26,,0.0,0.0,,63.2
橘井友香,JTマーヴェラス,4,15,3,2,0,66.7,66.7,0,0,0,0,21,0,3,2,9,3,3,,0.1,0.0,-1.2,50.0
比金桃子,トヨタ車体クインシーズ,4,21,3,3,0,100.0,100.0,0,0,0,0,65,1,1,26,0,0,0,,0.1,0.0,11.2,
渡邊彩,トヨタ車体クインシーズ,12,21,50,30,2,60.0,56.0,0,0,0,9,74,7,4,20,1,0,1,,1.4,0.4,14.9,50.0
田中瑞稀,JTマーヴェラス,2,11,31,13,1,41.9,38.7,2,1,0,1,20,1,2,1,38,17,10,50.0,1.2,0.1,3.8,57.9
田中美咲,JTマーヴェラス,7,19,12,8,0,66.7,66.7,0,0,0,4,69,0,5,27,0,0,0,,0.4,0.2,8.0,
田代佳奈美,東レアローズ,5,17,11,7,0,63.6,63.6,0,0,0,2,67,3,5,25,0,0,0,,0.4,0.1,11.9,
田原愛里,デンソーエアリービーズ,17,17,3,1,0,33.3,33.3,0,0,0,1,41,2,6,11,0,0,0,,0.1,0.1,7.9,
白井美沙紀,東レアローズ,14,7,0,0,0,,,0,0,0,0,9,1,5,0,0,0,0,,0.0,0.0,-2.8,
目黒優佳,JTマーヴェラス,11,19,72,27,1,37.5,36.1,0,0,0,0,59,3,4,7,140,72,34,,1.4,0.0,6.4,63.6
石井優希,久光製薬スプリングス,6,20,221,63,12,28.5,23.1,7,2,0,6,91,2,3,20,154,70,38,28.6,3.2,0.3,6.9,57.8
石井里沙,デンソーエアリービーズ,5,19,46,20,1,43.5,41.3,0,0,0,8,78,1,2,17,2,1,1,,1.1,0.4,6.1,75.0
石川真奈,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石田瑞穂,デンソーエアリービーズ,22,19,176,63,13,35.8,28.4,31,12,4,6,77,4,4,29,3,2,1,38.7,3.3,0.3,13.3,83.3
積山春花,デンソーエアリービーズ,2,2,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
竹田沙希,トヨタ車体クインシーズ,1,7,20,3,3,15.0,0.0,0,0,0,1,13,0,0,6,40,10,9,,0.4,0.1,11.5,36.2
筒井さやか,久光製薬スプリングス,20,9,0,0,0,,,0,0,0,0,0,0,0,0,47,28,10,,0.0,0.0,,70.2
芥川愛加,JTマーヴェラス,1,19,78,39,8,50.0,39.7,0,0,0,13,54,2,8,14,0,0,0,,2.1,0.7,6.5,
荒木絵里香,トヨタ車体クインシーズ,11,21,78,37,7,47.4,38.5,0,0,0,17,92,6,7,38,1,1,0,,1.8,0.8,14.9,100.0
荒谷栞,NECレッドロケッツ,16,6,26,6,5,23.1,3.8,5,1,2,0,9,1,1,2,7,0,3,20.0,1.0,0.0,13.9,21.4
野本梨佳,久光製薬スプリングス,8,14,98,29,5,29.6,24.5,4,0,2,2,30,1,1,9,8,2,4,0.0,2.1,0.1,10.0,50.0
野村明日香,東レアローズ,9,13,11,6,2,54.5,36.4,0,0,0,0,19,1,3,9,15,1,7,,0.5,0.0,13.2,30.0
金本望,トヨタ車体クインシーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
金杉由香,JTマーヴェラス,6,16,119,41,12,34.5,24.4,8,3,3,3,37,3,1,10,60,23,14,37.5,2.6,0.2,14.2,50.0
鈴木裕子,デンソーエアリービーズ,6,7,0,0,0,,,0,0,0,0,14,0,3,2,0,0,0,,0.0,0.0,-1.8,
鍋谷友理枝,デンソーエアリービーズ,15,18,168,63,11,37.5,31.0,21,10,1,4,74,2,4,24,114,52,30,47.6,3.5,0.2,9.5,58.8
高橋沙織,トヨタ車体クインシーズ,3,21,143,48,13,33.6,24.5,15,2,1,3,82,2,5,30,157,50,41,13.3,2.3,0.1,10.1,44.9
黒後愛,東レアローズ,20,18,152,61,15,40.1,30.3,13,6,3,3,66,6,7,23,179,61,42,46.2,3.4,0.2,15.2,45.8
