大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,埼玉アザレア,21,76,88,45,7,51.1,2,1,0,50.0,0.59,37,0.49,214,2,0,17,19,1.2,4,2,0,50.0,45,37,2,84
レギュラーラウンド,埼玉アザレア,21,76,88,45,7,51.1,2,1,0,50.0,0.59,37,0.49,214,2,0,17,19,1.2,4,2,0,50.0,45,37,2,84
V.LEAGUE DIVISION2 MEN 2018-19,埼玉アザレア,23,89,107,50,12,46.7,0,0,0,-,0.56,43,0.48,279,3,1,30,40,2.3,8,1,1,18.8,50,43,4,97
レギュラーラウンド,埼玉アザレア,23,89,107,50,12,46.7,0,0,0,-,0.56,43,0.48,279,3,1,30,40,2.3,8,1,1,18.8,50,43,4,97
Ｖ・チャレンジリーグⅠ男子 2017/18,埼玉アザレア,21,62,111,46,17,41.4,3,0,1,0.0,0.74,19,0.31,208,1,0,27,18,-0.6,155,86,28,64.5,46,19,1,66
レギュラーラウンド,埼玉アザレア,21,62,111,46,17,41.4,3,0,1,0.0,0.74,19,0.31,208,1,0,27,18,-0.6,155,86,28,64.5,46,19,1,66
Ｖ・チャレンジリーグⅠ男子 2016/17,埼玉アザレア,20,29,50,18,3,36.0,0,0,0,-,0.62,15,0.52,88,1,1,9,16,6.6,120,72,0,60.0,18,15,2,35
レギュラーラウンド,埼玉アザレア,20,29,50,18,3,36.0,0,0,0,-,0.62,15,0.52,88,1,1,9,16,6.6,120,72,0,60.0,18,15,2,35
チャレンジリーグ入替戦男子2016/17,,2,8,32,15,4,46.9,1,1,0,100.0,1.88,7,0.88,30,1,0,4,8,10.0,74,59,0,79.7,15,7,1,23
チャレンジマッチ,,2,8,32,15,4,46.9,1,1,0,100.0,1.88,7,0.88,30,1,0,4,8,10.0,74,59,0,79.7,15,7,1,23
Ｖ・チャレンジリーグⅠ男子 2015/16,つくばユナイテッドSunGAIA,21,63,84,35,10,41.7,4,1,2,25.0,0.56,20,0.32,172,3,4,24,36,8.8,39,19,0,48.7,35,20,7,62
レギュラーラウンド,つくばユナイテッドSunGAIA,21,63,84,35,10,41.7,4,1,2,25.0,0.56,20,0.32,172,3,4,24,36,8.8,39,19,0,48.7,35,20,7,62
Ｖ・チャレンジリーグ男子 2014/15,つくばユナイテッドSunGAIA,22,81,204,80,20,39.2,14,5,1,35.7,0.99,42,0.52,297,4,3,30,54,6.7,292,197,0,67.5,80,42,7,129
レギュラーラウンド,つくばユナイテッドSunGAIA,22,81,204,80,20,39.2,14,5,1,35.7,0.99,42,0.52,297,4,3,30,54,6.7,292,197,0,67.5,80,42,7,129
Ｖ・チャレンジリーグ男子 2013/14,東京ヴェルディ,19,62,44,18,1,40.9,1,1,0,100.0,0.29,25,0.4,172,1,4,17,50,9.7,1,0,0,0.0,18,25,5,48
レギュラーラウンド,東京ヴェルディ,19,62,44,18,1,40.9,1,1,0,100.0,0.29,25,0.4,172,1,4,17,50,9.7,1,0,0,0.0,18,25,5,48
Ｖ・チャレンジリーグ男子 2012/13,東京ヴェルディ,18,53,58,25,5,43.1,2,1,0,50.0,0.47,25,0.47,169,1,4,26,40,8.4,56,23,0,41.1,25,25,5,55
レギュラーラウンド,東京ヴェルディ,18,53,58,25,5,43.1,2,1,0,50.0,0.47,25,0.47,169,1,4,26,40,8.4,56,23,0,41.1,25,25,5,55
Ｖ・チャレンジリーグ男子 2011/12,東京ヴェルディ,13,30,99,44,6,44.4,3,0,2,0.0,1.47,7,0.23,80,1,3,8,19,10.2,166,114,0,68.7,44,7,4,55
レギュラーラウンド,東京ヴェルディ,8,19,63,30,4,47.6,1,0,1,0.0,1.58,6,0.32,51,1,3,6,12,12.5,97,67,0,69.1,30,6,4,40
上位リーグ,東京ヴェルディ,5,11,36,14,2,38.9,2,0,1,0.0,1.27,1,0.09,29,0,0,2,7,6.0,69,47,0,68.1,14,1,0,15
レギュラーシーズン通算,,173,534,809,347,79,42.9,27,9,5,33.3,0.65,232,0.43,1650,17,20,186,285,3.7,772,467,29,62.4,347,232,37,616
通算,,180,553,877,376,85,42.9,30,10,6,33.3,0.68,240,0.43,1709,18,20,192,300,3.8,915,573,29,64.2,376,240,38,654
