試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-13,富士通カワサキレッドスピリッツ,1,,エバデダンジェフリー宇意,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,2,,松坂洸汰,3,■,■,■,nan,nan,9,5,0,55.6,55.6,1.67,0,0,0,-,1,0.33,9,2,1,4,30.6,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,4,,柳田百織,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,6,L,小林慎平,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,2,66.7,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,7,,加藤大雄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,8,,後藤滉貴,3,■,■,■,nan,nan,18,10,1,55.6,50.0,3.33,7,4,0,57.1,1,0.33,9,0,4,3,-2.8,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,10,,岡村義郎,3,■,■,■,nan,nan,4,2,0,50.0,50.0,0.67,0,0,0,-,0,-,7,1,0,2,21.4,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,11,,浅野卓雅,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,13,,兵頭佳樹,2,■,■,nan,nan,nan,10,6,0,60.0,60.0,3.00,3,0,0,0.0,1,0.50,6,1,0,1,20.8,5,2,1,50.0,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,14,,谷平拓海,3,■,■,■,nan,nan,24,11,2,45.8,37.5,3.67,0,0,0,-,3,1.00,10,1,4,1,2.5,18,13,4,83.3,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,17,,角大樹,2,nan,□,■,nan,nan,3,2,0,66.7,66.7,1.00,1,0,0,0.0,0,-,7,0,1,3,7.1,4,3,1,87.5,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,18,,長谷山拓,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,19,,尾木将,3,□,□,□,nan,nan,1,1,0,100.0,100.0,0.33,1,1,0,100.0,0,-,8,0,1,5,12.5,2,2,0,100.0,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,20,,志波京介,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,2,0.67,14,0,0,4,7.1,0,0,0,-,,,,,,,,
2021-02-13,富士通カワサキレッドスピリッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,69,37,3,53.6,49.3,12.33,12,5,0,41.7,8,2.67,74,5,12,24,10.8,32,21,8,78.1,70,21,12,30.0,4,1.33,-1.2,41.5
