名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
デラクルス デ ペニャベタニア,東レアローズ,18,4,47,27,5,57.4,46.8,12,5,3,2,22,3,5,8,0,0,0,32,41.7,6.8,0.5,17.0,
パブロワイエレナ,久光製薬スプリングス,11,4,73,32,5,43.8,37.0,13,5,2,2,7,1,3,1,0,0,0,35,38.5,8.0,0.5,7.1,
ロンドンシンディ,デンソーエアリービーズ,28,4,39,19,4,48.7,38.5,2,2,0,2,14,0,4,2,1,1,0,21,100.0,4.8,0.5,-3.6,100.0
三上彩,久光製薬スプリングス,13,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中道瞳,東レアローズ,8,4,1,1,0,100.0,100.0,0,0,0,0,20,0,1,6,1,0,0,1,,0.2,0.0,6.2,0.0
井上香織,デンソーエアリービーズ,8,4,15,7,1,46.7,40.0,0,0,0,3,8,0,1,3,0,0,0,10,,1.8,0.8,6.2,
仁木希,久光製薬スプリングス,1,4,21,6,1,28.6,23.8,0,0,0,1,15,0,2,5,22,12,0,7,,1.5,0.2,5.0,54.5
佐藤美耶,東レアローズ,12,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐野優子,久光製薬スプリングス,10,4,0,0,0,,,0,0,0,0,0,0,0,0,28,24,0,0,,0.0,0.0,,85.7
先野久美子,久光製薬スプリングス,4,4,24,11,1,45.8,41.7,0,0,0,3,20,2,0,6,0,0,0,16,,2.8,0.8,17.5,
冨田寧寧,東レアローズ,4,4,9,2,2,22.2,0.0,0,0,0,2,5,0,1,0,0,0,0,4,,0.5,0.5,-5.0,
吉田みなみ,岡山シーガルズ,1,2,0,0,0,,,0,0,0,0,3,0,0,0,3,0,0,0,,0.0,0.0,0.0,0.0
向井久子,東レアローズ,1,2,2,1,0,50.0,50.0,0,0,0,0,2,0,1,1,2,1,0,1,,0.5,0.0,0.0,50.0
堀田理恵,岡山シーガルズ,55,3,1,0,0,0.0,0.0,0,0,0,0,4,0,0,2,6,4,0,0,,0.0,0.0,12.5,66.7
大山未希,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大村加奈子,久光製薬スプリングス,8,4,11,2,1,18.2,9.1,0,0,0,1,14,1,0,9,0,0,0,4,,0.5,0.2,23.2,
小菅真弓,岡山シーガルズ,41,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山口舞,岡山シーガルズ,2,4,20,11,1,55.0,50.0,1,0,0,0,17,0,1,3,19,13,0,11,0.0,2.8,0.0,2.9,68.4
岡野弘子,岡山シーガルズ,15,4,0,0,0,,,0,0,0,1,14,0,0,7,0,0,0,1,,0.0,0.2,12.5,
岡野知子,デンソーエアリービーズ,5,4,25,11,0,44.0,44.0,0,0,0,2,9,0,1,4,28,18,0,13,,2.8,0.5,8.3,64.3
平井香菜子,久光製薬スプリングス,9,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村智香子,デンソーエアリービーズ,10,1,5,0,1,0.0,-20.0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
木村沙織,東レアローズ,11,4,31,7,1,22.6,19.4,1,0,0,2,12,2,0,2,24,17,0,11,0.0,1.8,0.5,20.8,70.8
村田奈都美,岡山シーガルズ,12,2,16,3,2,18.8,6.2,1,0,0,0,6,0,0,0,2,1,0,3,0.0,1.5,0.0,0.0,50.0
森和代,岡山シーガルズ,21,4,30,11,2,36.7,30.0,0,0,0,5,12,0,1,5,14,6,0,16,,2.8,1.2,8.3,42.9
榛澤舞子,久光製薬スプリングス,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
横山雅美,デンソーエアリービーズ,6,4,3,2,0,66.7,66.7,0,0,0,1,12,0,1,2,0,0,0,3,,0.5,0.2,2.1,
橋本直子,久光製薬スプリングス,17,4,5,4,0,80.0,80.0,0,0,0,0,10,0,0,5,0,0,0,4,,1.0,0.0,12.5,
櫻井由香,デンソーエアリービーズ,9,4,0,0,0,,,0,0,0,0,0,0,0,0,17,8,0,0,,0.0,0.0,,47.1
渡辺真由美,久光製薬スプリングス,12,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
