名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
濱口華菜里,東レアローズ,7,4,0,0,0,,,0,0,0,0,0,0,0,0,26,18,0,0,,0.0,0.0,,69.2
片下恭子,デンソーエアリービーズ,16,3,0,0,0,,,0,0,0,0,5,0,0,2,6,4,0,0,,0.0,0.0,10.0,66.7
狩野美雪,久光製薬スプリングス,7,4,34,12,2,35.3,29.4,0,0,0,0,17,0,1,6,29,21,0,12,,3.0,0.0,7.4,72.4
眞恵子,デンソーエアリービーズ,1,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
矢野美子,デンソーエアリービーズ,2,4,8,5,1,62.5,50.0,0,0,0,1,19,1,2,5,0,0,0,7,,1.2,0.2,9.2,
石田さやか,デンソーエアリービーズ,7,2,0,0,0,,,0,0,0,0,3,0,0,1,1,0,0,0,,0.0,0.0,8.3,0.0
神田千絵,岡山シーガルズ,7,2,5,1,1,20.0,0.0,0,0,0,1,1,0,0,0,0,0,0,2,,0.5,0.5,0.0,
福田舞,デンソーエアリービーズ,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
筒井視穂子,久光製薬スプリングス,18,4,0,0,0,,,0,0,0,0,7,0,0,2,0,0,0,0,,0.0,0.0,7.1,
米村信子,岡山シーガルズ,3,4,29,7,2,24.1,17.2,0,0,0,0,7,0,0,2,10,7,0,7,,1.8,0.0,7.1,70.0
細田絵理,デンソーエアリービーズ,4,4,36,7,0,19.4,19.4,0,0,0,2,17,1,0,5,29,14,0,10,,1.8,0.5,13.2,48.3
芝田安希,東レアローズ,2,4,22,7,0,31.8,31.8,0,0,0,3,10,0,0,5,24,16,0,10,,1.8,0.8,12.5,66.7
若浦貴子,岡山シーガルズ,33,4,45,16,2,35.6,31.1,0,0,0,1,8,0,0,1,8,4,0,17,,4.0,0.2,3.1,50.0
荒木絵里香,東レアローズ,6,4,19,10,1,52.6,47.4,0,0,0,4,12,1,1,5,0,0,0,15,,2.5,1.0,16.7,
西脇万里子,東レアローズ,3,1,5,2,1,40.0,20.0,0,0,0,0,9,0,0,6,0,0,0,2,,2.0,0.0,16.7,
野村まり,岡山シーガルズ,4,4,11,2,0,18.2,18.2,0,0,0,2,8,0,0,2,2,1,0,4,,0.5,0.5,6.2,50.0
金森純子,岡山シーガルズ,18,4,0,0,0,,,0,0,0,0,0,0,0,0,20,10,0,0,,0.0,0.0,,50.0
高田ありさ,東レアローズ,13,2,0,0,0,,,0,0,0,0,3,1,0,1,0,0,0,1,,0.0,0.0,41.7,
