試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,1,,井上奈々朱,4,■,■,■,■,nan,19,11,0,57.9,57.9,2.75,0,0,0,-,2,0.50,9,0,1,3,5.6,0,0,0,-,13
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,2,,堀川真理,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,3,,大野果歩,2,■,■,nan,nan,nan,5,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,4,,日高萌,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-,0
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,6,,杉原若葉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,7,,クランヤナ,4,■,■,■,■,nan,63,23,2,36.5,33.3,5.75,11,4,1,36.4,0,-,12,1,0,5,18.8,0,0,0,-,24
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,8,,白井美沙紀,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,1,0,1,25.0,0,0,0,-,1
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,9,,中田紫乃,4,■,■,■,■,nan,13,4,0,30.8,30.8,1.00,0,0,0,-,0,-,22,0,0,8,9.1,19,9,3,55.3,4
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,10,,石川真奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,11,L,中島未来,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,12,,小川愛里奈,3,nan,□,■,■,nan,11,7,0,63.6,63.6,2.33,0,0,0,-,1,0.33,9,2,1,3,27.8,0,0,0,-,10
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,13,,黒後愛,4,■,■,■,■,nan,50,23,2,46.0,42.0,5.75,1,1,0,100.0,1,0.25,16,1,0,5,14.1,54,28,13,63.9,25
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,14,,関菜々巳,4,■,■,■,■,nan,6,2,0,33.3,33.3,0.50,0,0,0,-,0,-,14,1,1,4,12.5,0,0,0,-,3
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,15,L,水杉玲奈,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,3,75.0,0
2019-03-23,東レアローズ,トヨタ車体クインシーズ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,167,70,4,41.9,39.5,17.50,12,5,1,41.7,4,1.00,93,6,3,31,14.0,79,40,19,62.7,80
