名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カントルサンドロ,パナソニックパンサーズ,22,99,707,345,47,48.8,42.1,91,27,10,55,355,12,72,128,536,392,0,412,29.7,3.5,0.6,7.3,73.1
ガードナーガブリエル,JTサンダーズ,15,106,928,500,84,53.9,44.8,258,132,35,40,411,22,81,134,463,270,0,562,51.2,4.7,0.4,8.6,58.3
ディアズルイス,東レアローズ,18,87,745,399,53,53.6,46.4,179,105,22,36,298,6,60,68,434,260,0,441,58.7,4.6,0.4,2.7,59.9
トーマスサムエルボ,豊田合成トレフェルサ,6,60,483,237,27,49.1,43.5,142,70,17,12,207,5,34,60,355,251,0,254,49.3,4.0,0.2,5.6,70.7
ピントロドリゴ,堺ブレイザーズ,10,105,997,490,87,49.1,40.4,468,223,53,52,376,19,111,94,4,4,0,561,47.6,4.7,0.5,3.9,100.0
ペレイラマックス,NECブルーロケッツ,21,66,522,294,46,56.3,47.5,211,110,24,13,247,10,43,60,0,0,0,317,52.1,4.5,0.2,5.8,
モンテイロジョエル,サントリーサンバーズ,14,104,866,423,91,48.8,38.3,342,167,43,40,368,22,82,149,2,2,0,485,48.8,4.1,0.4,10.5,100.0
上田剛史,サントリーサンバーズ,5,10,24,13,4,54.2,37.5,4,2,1,0,14,1,1,3,22,15,0,14,50.0,1.3,0.0,10.7,68.2
丸山利明,旭化成スパーキッズ,9,75,222,94,13,42.3,36.5,32,17,1,11,203,5,33,46,388,272,0,110,53.1,1.3,0.1,4.1,70.1
丹山禎昭,JTサンダーズ,5,6,0,0,0,,,0,0,0,1,11,0,0,2,0,0,0,1,,0.0,0.2,4.5,
久保尚志,パナソニックパンサーズ,11,67,0,0,0,,,0,0,0,0,84,3,12,30,53,41,0,3,,0.0,0.0,8.9,77.4
五十嵐元,豊田合成トレフェルサ,12,88,543,239,35,44.0,37.6,76,29,13,17,332,9,50,60,563,398,0,265,38.2,2.7,0.2,3.5,70.7
今井啓介,パナソニックパンサーズ,4,59,151,79,9,52.3,46.4,1,0,0,30,137,2,6,15,6,4,0,111,0.0,1.3,0.5,3.1,66.7
今田祐介,東レアローズ,14,10,41,19,1,46.3,43.9,5,3,0,2,21,0,2,4,41,22,0,21,60.0,1.9,0.2,2.4,53.7
伊藤信博,堺ブレイザーズ,15,104,234,114,16,48.7,41.9,1,1,0,70,310,13,45,63,4,1,0,197,100.0,1.1,0.7,5.6,25.0
伊藤淳,旭化成スパーキッズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤和夫,豊田合成トレフェルサ,17,39,8,2,3,25.0,-12.5,5,2,2,1,53,4,17,16,0,0,0,7,40.0,0.1,0.0,7.1,
内冨寛法,JTサンダーズ,17,56,179,78,30,43.6,26.8,66,26,14,5,116,9,34,35,0,0,0,92,39.4,1.4,0.1,8.0,
前田悟,JTサンダーズ,11,87,51,32,3,62.7,56.9,4,0,0,20,232,2,31,68,3,1,0,54,0.0,0.4,0.2,4.8,33.3
加藤陽一,JTサンダーズ,12,74,336,169,21,50.3,44.0,82,41,10,15,204,7,27,61,409,292,0,191,50.0,2.3,0.2,7.6,71.4
勝俣康之,豊田合成トレフェルサ,14,68,0,0,0,,,0,0,0,0,0,0,0,0,271,188,0,0,,0.0,0.0,,69.4
北島武,堺ブレイザーズ,4,44,148,61,9,41.2,35.1,22,9,2,11,104,1,34,24,160,96,0,73,40.9,1.4,0.2,-1.4,60.0
北川祐介,豊田合成トレフェルサ,2,104,255,143,18,56.1,49.0,1,1,0,92,306,2,5,61,23,18,0,237,100.0,1.4,0.9,5.2,78.3
千葉進也,堺ブレイザーズ,6,97,577,288,54,49.9,40.6,132,75,13,37,412,21,48,132,643,457,0,346,56.8,3.0,0.4,10.2,71.1
南克幸,旭化成スパーキッズ,23,95,321,169,20,52.6,46.4,0,0,0,44,260,6,14,56,30,25,0,219,,1.8,0.5,6.3,83.3
古田博幸,旭化成スパーキッズ,15,19,14,6,1,42.9,35.7,0,0,0,3,14,0,1,2,71,48,0,9,,0.3,0.2,1.8,67.6
吉田譲,サントリーサンバーズ,19,71,0,0,0,,,0,0,0,2,100,5,24,22,0,0,0,7,,0.0,0.0,4.5,
坂本雄一郎,サントリーサンバーズ,3,43,120,69,6,57.5,52.5,0,0,0,17,114,3,8,31,4,3,0,89,,1.6,0.4,7.7,75.0
増成一志,旭化成スパーキッズ,18,18,2,1,0,50.0,50.0,0,0,0,0,39,1,4,6,0,0,0,2,,0.1,0.0,3.8,
増野彰,堺ブレイザーズ,11,107,0,0,0,,,0,0,0,0,0,0,0,0,540,393,0,0,,0.0,0.0,,72.8
大久保茂和,堺ブレイザーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大坪史明,旭化成スパーキッズ,14,66,102,46,11,45.1,34.3,53,21,7,4,117,8,23,48,1,0,0,58,39.6,0.7,0.1,12.2,0.0
大村悟,NECブルーロケッツ,1,97,659,303,73,46.0,34.9,136,57,25,36,410,9,32,107,573,399,0,348,41.9,3.1,0.4,6.8,69.6
大角竜敏,NECブルーロケッツ,16,43,97,49,6,50.5,44.3,0,0,0,27,148,1,11,33,0,0,0,77,,1.1,0.6,4.4,
大道大輔,堺ブレイザーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥谷信彦,NECブルーロケッツ,12,92,376,186,37,49.5,39.6,61,29,11,6,242,5,30,51,293,184,0,197,47.5,2.0,0.1,4.2,62.8
宇佐美大輔,NECブルーロケッツ,8,98,43,28,1,65.1,62.8,1,0,0,23,363,14,59,91,3,1,0,65,0.0,0.3,0.2,6.1,33.3
宮下雅寛,JTサンダーズ,1,88,207,126,10,60.9,56.0,1,0,0,49,294,7,44,63,0,0,0,182,0.0,1.4,0.6,4.0,
小口創一郎,堺ブレイザーズ,9,37,0,0,0,,,0,0,0,0,45,0,14,13,0,0,0,0,,0.0,0.0,-0.6,
小林敦,東レアローズ,11,48,104,60,8,57.7,50.0,0,0,0,12,169,3,15,43,8,7,0,75,,1.2,0.2,5.9,87.5
小糸敬夫,パナソニックパンサーズ,6,71,0,0,0,,,0,0,0,0,0,0,0,0,325,235,0,0,,0.0,0.0,,72.3
小西健太,堺ブレイザーズ,0,39,33,17,1,51.5,48.5,0,0,0,3,81,0,13,14,1,1,0,20,,0.4,0.1,0.3,100.0
尾上健司,JTサンダーズ,7,59,108,58,5,53.7,49.1,1,0,0,18,136,4,17,26,9,5,0,80,0.0,1.0,0.3,4.6,55.6
山本太二,東レアローズ,20,47,9,5,0,55.6,55.6,0,0,0,11,124,1,1,28,0,0,0,17,,0.1,0.2,6.2,
山本英之,豊田合成トレフェルサ,20,6,7,5,0,71.4,71.4,0,0,0,1,8,0,0,3,0,0,0,6,,0.8,0.2,9.4,
山本隆弘,パナソニックパンサーズ,5,110,1074,453,127,42.2,30.4,491,212,64,42,436,30,99,132,52,31,0,525,43.2,4.1,0.4,8.8,59.6
山村宏太,サントリーサンバーズ,1,97,319,180,14,56.4,52.0,1,0,0,54,290,17,16,78,9,6,0,251,0.0,1.9,0.6,11.2,66.7
