名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
岡本秀明,豊田合成トレフェルサ,13,6,31,13,3,41.9,32.3,4,3,1,2,9,0,2,2,10,5,0,15,75.0,2.2,0.3,0.0,50.0
岩田正之,パナソニックパンサーズ,7,60,5,2,0,40.0,40.0,0,0,0,2,170,3,3,29,3,0,0,7,,0.0,0.0,5.6,0.0
岸本一馬,パナソニックパンサーズ,1,61,180,83,16,46.1,37.2,17,9,4,24,105,2,17,26,240,157,0,109,52.9,1.4,0.4,4.0,65.4
島野俊一,豊田合成トレフェルサ,19,76,6,2,1,33.3,16.7,0,0,0,21,249,1,6,40,2,0,0,24,,0.0,0.3,3.8,0.0
川村慎二,パナソニックパンサーズ,8,103,469,223,31,47.5,40.9,89,32,12,15,330,11,52,112,617,422,0,249,36.0,2.2,0.1,7.9,68.4
川浦博昭,豊田合成トレフェルサ,9,106,392,221,13,56.4,53.1,0,0,0,49,310,9,48,72,23,15,0,279,,2.1,0.5,4.8,65.2
平野信孝,JTサンダーズ,2,26,36,12,4,33.3,22.2,3,1,1,2,37,0,5,9,60,37,0,14,33.3,0.5,0.1,2.7,61.7
後山博史,パナソニックパンサーズ,14,4,0,0,0,,,0,0,0,0,6,1,2,1,0,0,0,1,,0.0,0.0,12.5,
後藤靖,豊田合成トレフェルサ,18,5,22,10,2,45.5,36.4,5,2,1,1,16,0,5,1,34,20,0,11,40.0,2.0,0.2,-6.2,58.8
徳元幸人,JTサンダーズ,8,77,254,116,23,45.7,36.6,16,7,0,20,225,3,6,57,481,390,0,139,43.8,1.5,0.3,7.0,81.1
掛川厚志,東レアローズ,6,11,0,0,0,,,0,0,0,0,0,0,0,0,61,45,0,0,,0.0,0.0,,73.8
日高誠,JTサンダーズ,16,10,20,9,2,45.0,35.0,0,0,0,3,31,0,4,5,1,1,0,12,,0.9,0.3,0.8,100.0
朝長孝介,豊田合成トレフェルサ,15,48,6,3,0,50.0,50.0,0,0,0,6,168,2,8,49,2,0,0,11,,0.1,0.1,7.3,0.0
木原丈裕,サントリーサンバーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
末次志朗,旭化成スパーキッズ,10,66,230,105,9,45.7,41.7,1,1,0,39,193,2,5,27,15,9,0,146,100.0,1.6,0.6,3.9,60.0
杉山マルコス,堺ブレイザーズ,17,33,178,97,21,54.5,42.7,35,17,5,11,115,5,31,31,234,172,0,113,48.6,2.9,0.3,4.3,73.5
村上龍介,サントリーサンバーズ,13,32,68,31,8,45.6,33.8,2,2,0,1,75,2,22,19,192,125,0,34,100.0,1.0,0.0,1.7,65.1
松本慶彦,NECブルーロケッツ,11,111,334,198,14,59.3,55.1,2,0,0,61,309,11,17,73,14,11,0,270,0.0,1.8,0.5,8.1,78.6
松永理生,パナソニックパンサーズ,15,80,29,8,5,27.6,10.3,11,4,1,0,111,2,9,25,2,0,0,10,36.4,0.1,0.0,5.4,0.0
枩田優介,パナソニックパンサーズ,23,100,232,127,12,54.7,49.6,0,0,0,63,288,2,7,71,27,12,0,192,,1.3,0.6,6.2,44.4
柴田恭平,東レアローズ,3,59,297,121,29,40.7,31.0,98,42,13,15,179,3,31,42,0,0,0,139,42.9,2.1,0.3,3.2,
栗原圭介,サントリーサンバーズ,6,105,22,9,0,40.9,40.9,0,0,0,15,408,9,24,108,2,0,0,33,,0.1,0.1,7.4,0.0
桑田鎮典,サントリーサンバーズ,9,79,116,42,9,36.2,28.4,14,3,3,8,54,3,7,14,85,61,0,53,21.4,0.5,0.1,8.8,71.8
森佑之,豊田合成トレフェルサ,11,44,0,0,0,,,0,0,0,0,0,0,0,0,191,114,0,0,,0.0,0.0,,59.7
森田亜貴斗,パナソニックパンサーズ,12,68,150,84,8,56.0,50.7,0,0,0,27,182,6,9,36,25,19,0,117,,1.2,0.4,7.0,76.0
津曲勝利,サントリーサンバーズ,11,89,0,0,0,,,0,0,0,0,0,0,0,0,469,355,0,0,,0.0,0.0,,75.7
浅倉勇,NECブルーロケッツ,3,80,500,233,43,46.6,38.0,72,29,11,31,262,2,25,54,538,385,0,266,40.3,2.9,0.4,3.5,71.6
浅川敏,パナソニックパンサーズ,20,34,0,0,0,,,0,0,0,0,0,0,0,0,160,117,0,0,,0.0,0.0,,73.1
浜口知良,東レアローズ,19,33,87,45,6,51.7,44.8,0,0,0,9,106,1,2,16,6,5,0,55,,1.4,0.3,4.2,83.3
清水大輔,豊田合成トレフェルサ,7,3,3,2,0,66.7,66.7,0,0,0,1,3,0,1,0,0,0,0,3,,0.7,0.3,-8.3,
清水雅之,サントリーサンバーズ,4,10,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
澤畠雄一郎,堺ブレイザーズ,1,100,341,172,21,50.4,44.3,0,0,0,43,337,5,34,53,11,9,0,220,,1.7,0.4,2.9,81.8
濱島哲也,NECブルーロケッツ,19,71,0,0,0,,,0,0,0,0,0,0,0,0,366,256,0,0,,0.0,0.0,,69.9
熊谷豪,旭化成スパーキッズ,6,19,3,2,0,66.7,66.7,0,0,0,3,62,1,1,14,1,0,0,6,,0.1,0.2,6.9,0.0
牛尾正和,パナソニックパンサーズ,10,86,30,18,2,60.0,53.3,0,0,0,32,199,2,5,39,1,0,0,52,,0.2,0.4,5.3,0.0
田中飛鳥,堺ブレイザーズ,14,18,5,0,0,0.0,0.0,0,0,0,2,45,1,8,13,0,0,0,3,,0.0,0.1,5.0,
田村裕之,旭化成スパーキッズ,16,57,154,69,7,44.8,40.3,0,0,0,17,146,0,7,31,8,5,0,86,,1.2,0.3,4.1,62.5
田辺修,東レアローズ,2,101,0,0,0,,,0,0,0,0,0,0,0,0,504,382,0,0,,0.0,0.0,,75.8
甲斐祐之,旭化成スパーキッズ,1,87,574,252,63,43.9,32.9,105,46,18,26,320,14,68,83,367,248,0,292,43.8,2.9,0.3,5.5,67.6
町野仁志,JTサンダーズ,18,27,43,17,0,39.5,39.5,0,0,0,18,63,1,12,12,10,8,0,36,,0.6,0.7,1.6,80.0
畑田雅行,NECブルーロケッツ,20,8,26,10,2,38.5,30.8,11,5,1,0,15,0,5,1,0,0,0,10,45.5,1.2,0.0,-6.7,
盛重龍,豊田合成トレフェルサ,1,106,881,390,88,44.3,34.3,262,86,40,36,377,10,88,76,356,237,0,436,32.8,3.7,0.3,1.9,66.6
直弘龍治,JTサンダーズ,10,94,589,284,50,48.2,39.7,238,117,22,45,273,1,15,47,1,0,0,330,49.2,3.0,0.5,3.3,0.0
真鍋智彦,旭化成スパーキッズ,13,89,818,313,82,38.3,28.2,356,134,49,17,309,12,85,82,2,1,0,342,37.6,3.5,0.2,3.6,50.0
矢野裕範,豊田合成トレフェルサ,4,21,30,16,0,53.3,53.3,3,1,0,3,38,1,11,6,80,56,0,20,33.3,0.8,0.1,-0.7,70.0
石倉弘士,NECブルーロケッツ,23,7,1,0,0,0.0,0.0,1,0,0,0,8,0,4,2,0,0,0,0,0.0,0.0,0.0,-6.2,
石島雄介,堺ブレイザーズ,3,68,363,205,26,56.5,49.3,64,27,8,35,241,6,38,67,448,298,0,246,42.2,3.0,0.5,5.5,66.5
福島政則,豊田合成トレフェルサ,5,14,81,36,16,44.4,24.7,41,14,13,0,32,1,14,7,1,1,0,37,34.1,2.6,0.0,-2.3,100.0
竹内実,NECブルーロケッツ,6,6,10,6,0,60.0,60.0,1,1,0,0,14,0,0,3,7,6,0,6,100.0,1.0,0.0,5.4,85.7
笠原紀久,東レアローズ,5,58,219,99,14,45.2,38.8,11,3,2,9,145,0,4,28,263,200,0,108,27.3,1.7,0.2,4.1,76.0
篠田歩,東レアローズ,17,65,182,112,12,61.5,54.9,0,0,0,32,232,5,39,48,30,22,0,149,,1.7,0.5,3.1,73.3
細川延由,NECブルーロケッツ,2,54,305,138,31,45.2,35.1,112,45,11,19,168,4,24,47,105,69,0,161,40.2,2.6,0.4,5.8,65.7
脇戸新之助,NECブルーロケッツ,9,22,2,2,0,100.0,100.0,0,0,0,2,63,0,2,15,1,0,0,4,,0.1,0.1,5.2,0.0
臺光章,JTサンダーズ,6,63,2,2,0,100.0,100.0,0,0,0,4,135,3,11,43,3,1,0,9,,0.0,0.1,8.1,33.3
舩越健太郎,旭化成スパーキッズ,11,91,0,0,0,,,0,0,0,0,0,0,0,0,501,382,0,0,,0.0,0.0,,76.2
花野裕祥,サントリーサンバーズ,20,17,0,0,0,,,0,0,0,0,0,0,0,0,109,85,0,0,,0.0,0.0,,78.0
苅谷淳司,JTサンダーズ,3,75,125,72,8,57.6,51.2,0,0,0,33,258,2,9,39,16,9,0,107,,1.0,0.4,3.7,56.2
荻野正二,サントリーサンバーズ,10,90,368,190,18,51.6,46.7,48,16,6,28,351,8,31,72,743,561,0,226,33.3,2.1,0.3,5.2,75.5
菊地洋之,NECブルーロケッツ,7,41,117,67,11,57.3,47.9,0,0,0,33,162,0,4,31,8,5,0,100,,1.6,0.8,4.2,62.5
西尾太作,堺ブレイザーズ,16,12,42,26,3,61.9,54.8,14,8,3,3,17,0,5,5,11,5,0,29,57.1,2.2,0.2,0.0,45.5
西沢文徳,旭化成スパーキッズ,19,76,342,150,26,43.9,36.3,53,20,6,10,154,3,37,21,380,239,0,163,37.7,2.0,0.1,-0.6,62.9
西田靖宏,サントリーサンバーズ,8,29,104,43,10,41.3,31.7,27,12,5,4,42,1,16,9,51,33,0,48,44.4,1.5,0.1,-1.8,64.7
諸隈直樹,豊田合成トレフェルサ,3,70,418,163,28,39.0,32.3,92,37,8,19,257,4,14,53,321,227,0,186,40.2,2.3,0.3,5.4,70.7
谷村孝,パナソニックパンサーズ,18,14,45,16,4,35.6,26.7,0,0,0,1,28,1,7,4,80,60,0,18,,1.1,0.1,0.9,75.0
越川優,サントリーサンバーズ,7,97,606,338,59,55.8,46.0,196,117,22,35,346,30,90,135,273,173,0,403,59.7,3.5,0.4,11.9,63.4
越谷章,東レアローズ,10,104,582,283,52,48.6,39.7,86,41,13,25,380,4,48,92,766,574,0,312,47.7,2.7,0.2,3.9,74.9
足立和弘,NECブルーロケッツ,5,46,0,0,0,,,0,0,0,0,8,0,2,0,223,148,0,0,,0.0,0.0,-6.2,66.4
近藤茂,東レアローズ,4,37,12,6,0,50.0,50.0,0,0,0,15,128,4,3,33,2,0,0,25,,0.2,0.4,9.0,0.0
酒井大祐,JTサンダーズ,21,105,0,0,0,,,0,0,0,0,0,0,0,0,549,391,0,0,,0.0,0.0,,71.2
金丸将大,東レアローズ,12,2,1,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
金井修也,堺ブレイザーズ,21,98,53,32,1,60.4,58.5,0,0,0,19,398,4,43,68,3,0,0,55,,0.3,0.2,2.6,0.0
鈴木健太,NECブルーロケッツ,22,30,55,29,1,52.7,50.9,1,0,0,10,68,1,4,16,0,0,0,40,0.0,1.0,0.3,5.9,
鈴木孝政,旭化成スパーキッズ,8,40,176,81,20,46.0,34.7,15,7,2,3,106,2,25,14,292,190,0,86,46.7,2.0,0.1,-0.7,65.1
鈴木寛史,サントリーサンバーズ,21,84,258,141,28,54.7,43.8,0,0,0,41,249,11,73,61,3,2,0,193,,1.7,0.5,3.2,66.7
鈴木康晋,豊田合成トレフェルサ,16,55,40,17,1,42.5,40.0,0,0,0,7,44,0,0,6,2,0,0,24,,0.3,0.1,3.4,0.0
阿南卓,サントリーサンバーズ,17,8,11,6,0,54.5,54.5,0,0,0,1,23,2,3,10,0,0,0,9,,0.8,0.1,16.3,
阿部裕太,東レアローズ,9,53,51,30,6,58.8,47.1,4,2,0,21,157,1,7,25,1,0,0,52,50.0,0.6,0.4,3.5,0.0
青山繁,東レアローズ,1,21,1,0,0,0.0,0.0,0,0,0,0,24,1,4,7,12,11,0,1,,0.0,0.0,7.3,91.7
青木一平,NECブルーロケッツ,10,19,26,11,2,42.3,34.6,0,0,0,11,34,0,0,5,0,0,0,22,,0.6,0.6,3.7,
飯塚俊彦,JTサンダーズ,9,8,49,19,3,38.8,32.7,16,6,2,1,23,1,8,4,0,0,0,21,37.5,2.4,0.1,0.0,
高山博旭,パナソニックパンサーズ,2,14,12,4,1,33.3,25.0,0,0,0,5,40,1,3,10,6,4,0,10,,0.3,0.4,6.9,66.7
高杉洋平,東レアローズ,8,86,494,222,35,44.9,37.9,205,85,13,12,287,10,29,71,4,4,0,244,41.5,2.6,0.1,7.1,100.0
高橋幸造,豊田合成トレフェルサ,21,46,0,0,0,,,0,0,0,0,69,0,12,13,0,0,0,0,,0.0,0.0,0.4,
高橋慎治,旭化成スパーキッズ,12,95,39,16,1,41.0,38.5,1,0,0,19,293,6,34,84,2,1,0,41,0.0,0.2,0.2,6.3,50.0
高橋智則,JTサンダーズ,14,10,37,15,5,40.5,27.0,1,1,0,3,24,0,2,12,42,25,0,18,100.0,1.5,0.3,10.4,59.5
齋藤信治,東レアローズ,7,101,304,180,16,59.2,53.9,1,0,0,53,310,1,9,62,7,3,0,234,0.0,1.8,0.5,4.6,42.9
