名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
上田かおり,東レアローズ,7,11,47,21,0,44.7,44.7,0,0,0,6,41,1,1,6,4,4,0,28,,1.9,0.5,5.5,100.0
中田美和,東レアローズ,14,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
丹山美沙緒,東洋紡オーキス,4,9,0,0,0,,,0,0,0,0,10,0,3,3,0,0,0,0,,0.0,0.0,0.0,
五十川葉子,東レアローズ,13,10,75,25,4,33.3,28.0,1,0,0,3,30,1,4,5,47,31,0,29,0.0,2.5,0.3,4.2,66.0
佐々木みき,東洋紡オーキス,0,12,106,43,11,40.6,30.2,7,2,1,3,34,1,6,8,18,16,0,47,28.6,3.6,0.2,4.4,88.9
佐藤和美,東洋紡オーキス,8,3,11,2,0,18.2,18.2,0,0,0,1,6,0,1,0,0,0,0,3,,0.7,0.3,-4.2,
佐野優子,東レアローズ,10,11,0,0,0,,,0,0,0,0,0,0,0,0,74,55,0,0,,0.0,0.0,,74.3
先野久美子,久光製薬スプリングス,4,13,66,25,7,37.9,27.3,0,0,0,10,48,1,0,8,13,9,0,36,,1.9,0.8,6.2,69.2
吉原知子,東洋紡オーキス,2,12,99,42,3,42.4,39.4,1,0,0,6,44,2,3,11,59,50,0,50,0.0,3.5,0.5,9.1,84.7
向井久子,東レアローズ,6,10,38,9,1,23.7,21.1,1,0,0,1,14,0,1,1,16,8,0,10,0.0,0.9,0.1,0.0,50.0
土山愛,久光製薬スプリングス,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
坪根淳子,NECレッドロケッツ,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大村加奈子,久光製薬スプリングス,8,13,130,45,7,34.6,29.2,10,2,2,9,42,1,6,12,6,2,0,55,20.0,3.5,0.7,6.0,33.3
大貫美奈子,NECレッドロケッツ,3,12,87,33,9,37.9,27.6,10,3,2,2,47,2,6,10,42,28,0,37,30.0,2.8,0.2,6.4,66.7
小川絵梨佳,東洋紡オーキス,19,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
小田幸,東洋紡オーキス,7,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本愛,NECレッドロケッツ,18,12,92,47,3,51.1,47.8,0,0,0,7,42,3,4,9,0,0,0,57,,3.9,0.6,10.1,
成田郁久美,NECレッドロケッツ,1,12,96,39,9,40.6,31.2,3,0,2,4,38,1,4,5,34,31,0,44,0.0,3.2,0.3,3.3,91.2
木村久美,東レアローズ,2,11,69,22,7,31.9,21.7,1,0,0,4,39,2,1,11,76,52,0,28,0.0,2.0,0.4,11.5,68.4
杉山祥子,NECレッドロケッツ,10,12,82,31,4,37.8,32.9,0,0,0,7,40,1,2,13,8,8,0,39,,2.6,0.6,9.4,100.0
松永亜希子,東洋紡オーキス,12,7,0,0,0,,,0,0,0,0,0,0,0,0,16,10,0,0,,0.0,0.0,,62.5
松田賢枝,NECレッドロケッツ,17,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森富明日香,東洋紡オーキス,15,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森山淳子,東洋紡オーキス,3,12,56,27,3,48.2,42.9,0,0,0,9,46,0,2,12,37,29,0,36,,2.2,0.8,5.4,78.4
植木真理恵,久光製薬スプリングス,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
橋本由紀子,久光製薬スプリングス,3,13,94,28,2,29.8,27.7,0,0,0,2,47,1,1,15,63,51,0,31,,2.2,0.2,9.6,81.0
永富有紀,東洋紡オーキス,1,12,17,8,1,47.1,41.2,0,0,0,6,38,0,0,5,0,0,0,14,,0.7,0.5,3.3,
池上亜紀,久光製薬スプリングス,2,5,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
池田幸子,東レアローズ,12,8,1,0,0,0.0,0.0,0,0,0,1,11,0,1,5,0,0,0,1,,0.0,0.1,9.1,
津雲博子,NECレッドロケッツ,2,7,0,0,0,,,0,0,0,0,11,0,1,3,6,4,0,0,,0.0,0.0,4.5,66.7
浦田聖子,NECレッドロケッツ,16,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
湯浅記世,東レアローズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
満永ひとみ,久光製薬スプリングス,11,13,72,20,5,27.8,20.8,10,2,1,7,49,2,4,9,51,35,0,29,20.0,1.5,0.5,6.6,68.6
熊前知加子,東レアローズ,1,11,124,33,7,26.6,21.0,9,3,1,7,29,1,4,8,19,17,0,41,33.3,3.0,0.6,6.9,89.5
田口久美子,東洋紡オーキス,14,6,0,0,0,,,0,0,0,0,3,0,0,0,20,13,0,0,,0.0,0.0,0.0,65.0
磯辺絵梨子,東レアローズ,4,11,20,8,1,40.0,35.0,1,1,0,0,33,0,0,2,0,0,0,8,100.0,0.7,0.0,1.5,
竹下佳江,NECレッドロケッツ,6,12,14,4,0,28.6,28.6,0,0,0,0,42,0,1,12,0,0,0,4,,0.3,0.0,6.5,
細口美樹,NECレッドロケッツ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芝田安希,東レアローズ,15,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
苧坂一美,東レアローズ,3,11,49,14,6,28.6,16.3,1,1,0,3,26,1,0,5,2,1,0,18,100.0,1.3,0.3,8.7,50.0
萩原美代子,東洋紡オーキス,10,9,82,26,3,31.7,28.0,1,1,0,2,33,2,2,7,13,7,0,30,100.0,2.9,0.2,9.8,53.8
西村佳名子,東洋紡オーキス,11,12,72,31,2,43.1,40.3,1,0,0,4,45,2,0,19,62,41,0,37,0.0,2.6,0.3,15.0,66.1
遠藤睦美,NECレッドロケッツ,4,12,0,0,0,,,0,0,0,0,0,0,0,0,110,83,0,0,,0.0,0.0,,75.5
酒井千恵,久光製薬スプリングス,14,8,7,1,0,14.3,14.3,0,0,0,0,2,0,1,1,0,0,0,1,,0.1,0.0,0.0,
野田昌代,久光製薬スプリングス,15,7,0,0,0,,,0,0,0,0,8,0,0,2,0,0,0,0,,0.0,0.0,6.2,
関井陽子,久光製薬スプリングス,5,13,103,47,7,45.6,38.8,7,2,1,9,37,1,2,6,49,38,0,57,28.6,3.6,0.7,5.4,77.6
高橋みゆき,NECレッドロケッツ,7,12,129,48,11,37.2,28.7,13,4,4,1,57,2,4,12,41,33,0,51,30.8,4.0,0.1,7.0,80.5
高橋幸子,久光製薬スプリングス,9,13,0,0,0,,,0,0,0,0,0,0,0,0,78,53,0,0,,0.0,0.0,,67.9
鶴田桂子,久光製薬スプリングス,10,13,10,6,1,60.0,50.0,0,0,0,0,39,3,0,9,0,0,0,9,,0.5,0.0,13.5,
