試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,3,,サンティアゴアライジャダフニ,4,■,■,■,■,,16,10,1,62.5,56.2,2.50,0,0,0,-,2,0.50,9,0,1,3,5.6,0,0,0,-,12
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,7,L,山岸あかね,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,7,3,60.7,0
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,9,,三浦茉実,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,10,,佐藤優花,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,11,,青柳京古,4,■,■,■,■,,15,5,0,33.3,33.3,1.25,0,0,0,-,1,0.25,17,1,3,1,2.9,0,0,0,-,7
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,13,,井上美咲,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,2,0.50,7,0,0,3,10.7,0,0,0,-,2
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,17,,シュシュニャルカタリナ,4,■,■,■,■,,45,19,0,42.2,42.2,4.75,12,4,0,33.3,2,0.50,20,1,3,6,8.8,0,0,0,-,22
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,19,,荒木夕貴,1,■,,,,,8,1,0,12.5,12.5,1.00,0,0,0,-,0,-,3,0,0,1,8.3,10,4,0,40.0,1
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,20,,丸山裕子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,23,L,大室璃紗,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,24,,山口珠李,2,□,,,□,,5,2,0,40.0,40.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,2
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,25,,山崎のの花,2,□,,,□,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,26,,堀江美志,4,■,■,■,■,,50,21,2,42.0,38.0,5.25,5,0,1,0.0,0,-,17,1,0,5,13.2,34,15,10,58.8,22
2018-11-03,2018-11,埼玉上尾メディックス,KUROBEアクアフェアリーズ,29,,吉野優理,4,□,■,■,■,,24,11,1,45.8,41.7,2.75,6,1,0,16.7,1,0.25,23,0,1,5,4.3,15,9,2,66.7,12
2018-11-03,2018-11,KUROBEアクアフェアリーズ,埼玉上尾メディックス,1,,丸山紗季,4,■,■,■,■,,26,6,3,23.1,11.5,1.50,0,0,0,-,1,0.25,8,0,0,5,15.6,3,1,0,33.3,7
