名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
松本亜弥華,02,埼玉上尾メディックス,8,5,5,3,0,60.0,60.0,0,0,0,1,12,1,1,3,1,0,0,,0.6,0.2,12.5,0.0
松本亜弥華,11,埼玉上尾メディックス,8,4,8,2,1,25.0,12.5,0,0,0,0,2,0,1,1,0,0,0,,0.5,0.0,0.0,
松本亜弥華,12,埼玉上尾メディックス,8,4,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
林日向子,12,岡山シーガルズ,17,5,19,9,0,47.4,47.4,1,0,0,0,4,0,0,2,4,1,1,0.0,1.8,0.0,12.5,37.5
林琴奈,01,JTマーヴェラス,2,19,141,56,7,39.7,34.8,10,3,1,4,58,2,4,23,113,44,32,30.0,2.9,0.2,11.6,53.1
林琴奈,02,JTマーヴェラス,2,22,122,55,8,45.1,38.5,4,4,0,3,48,2,3,13,167,75,47,100.0,2.5,0.1,9.4,59.0
林琴奈,11,JTマーヴェラス,2,22,140,44,10,31.4,24.3,12,2,2,5,51,1,2,13,118,55,32,16.7,2.0,0.2,7.4,60.2
林琴奈,12,JTマーヴェラス,2,6,28,12,3,42.9,32.1,0,0,0,0,12,1,0,6,38,23,5,,2.0,0.0,20.8,67.1
柳田光綺,01,NECレッドロケッツ,4,18,168,53,8,31.5,26.8,15,1,2,4,81,0,10,20,101,39,23,6.7,2.9,0.2,3.1,50.0
柳田光綺,02,NECレッドロケッツ,4,22,217,85,5,39.2,36.9,22,9,1,1,90,3,12,29,108,33,34,40.9,3.9,0.0,8.1,46.3
柳田光綺,11,NECレッドロケッツ,4,13,59,16,6,27.1,16.9,9,2,1,1,33,4,4,14,5,3,2,22.2,1.2,0.1,19.7,80.0
柳田光綺,12,NECレッドロケッツ,4,14,105,40,6,38.1,32.4,9,3,2,3,52,1,5,20,2,0,1,33.3,2.9,0.2,9.1,25.0
柴田真果,01,JTマーヴェラス,5,9,0,0,0,,,0,0,0,0,14,0,0,4,0,0,0,,0.0,0.0,7.1,
柴田真果,02,JTマーヴェラス,5,20,10,4,0,40.0,40.0,0,0,0,1,51,1,4,10,2,0,0,,0.2,0.0,4.9,0.0
柴田真果,11,JTマーヴェラス,5,24,6,1,0,16.7,16.7,0,0,0,0,46,3,2,17,0,0,0,,0.0,0.0,14.7,
柴田真果,12,JTマーヴェラス,5,7,0,0,0,,,0,0,0,0,13,1,0,4,1,0,1,,0.0,0.0,15.4,50.0
栄絵里香,01,久光製薬スプリングス,11,6,0,0,0,,,0,0,0,0,17,0,1,6,1,0,0,,0.0,0.0,7.4,0.0
栄絵里香,02,久光製薬スプリングス,11,9,4,2,0,50.0,50.0,1,0,0,1,25,0,1,2,0,0,0,0.0,0.2,0.1,1.0,
栄絵里香,11,久光製薬スプリングス,11,14,4,1,0,25.0,25.0,0,0,0,1,52,3,0,15,1,0,0,,0.1,0.1,13.0,0.0
栄絵里香,12,久光製薬スプリングス,11,10,2,2,0,100.0,100.0,0,0,0,0,44,1,0,14,0,0,0,,0.2,0.0,10.2,
栗原恵,01,JTマーヴェラス,10,2,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
栗原恵,02,JTマーヴェラス,10,11,93,27,5,29.0,23.7,10,4,3,4,16,2,3,5,1,1,0,40.0,2.5,0.4,15.6,100.0
栗原恵,11,JTマーヴェラス,10,9,10,2,1,20.0,10.0,0,0,0,1,0,0,0,0,9,0,3,,0.2,0.1,,16.7
栗原恵,12,JTマーヴェラス,10,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森田夕貴,01,岡山シーガルズ,19,2,0,0,0,,,0,0,0,0,0,0,0,0,2,0,2,,0.0,0.0,,50.0
森田夕貴,02,岡山シーガルズ,19,6,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,,0.0,0.0,,50.0
森田夕貴,11,岡山シーガルズ,19,22,0,0,0,,,0,0,0,0,0,0,0,0,34,15,4,,0.0,0.0,,50.0
森田夕貴,12,岡山シーガルズ,19,13,0,0,0,,,0,0,0,0,0,0,0,0,29,15,5,,0.0,0.0,,60.3
森谷史佳,01,久光製薬スプリングス,14,8,0,0,0,,,0,0,0,0,9,0,3,1,0,0,0,,0.0,0.0,-5.6,
森谷史佳,02,久光製薬スプリングス,14,4,23,8,1,34.8,30.4,0,0,0,0,12,0,3,2,0,0,0,,2.0,0.0,-2.1,
森谷史佳,11,久光製薬スプリングス,14,11,33,11,2,33.3,27.3,0,0,0,6,38,1,4,13,3,0,0,,1.0,0.5,8.6,0.0
森谷史佳,12,久光製薬スプリングス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
椎名真子,01,埼玉上尾メディックス,27,3,11,0,0,0.0,0.0,0,0,0,0,2,0,1,1,4,0,0,,0.0,0.0,0.0,0.0
椎名真子,02,埼玉上尾メディックス,27,3,7,2,0,28.6,28.6,0,0,0,0,5,0,0,0,7,1,2,,0.7,0.0,0.0,28.6
椎名真子,12,埼玉上尾メディックス,27,2,5,2,0,40.0,40.0,0,0,0,0,2,0,1,1,2,0,1,,1.0,0.0,0.0,25.0
楢崎慈恵,01,岡山シーガルズ,27,13,0,0,0,,,0,0,0,0,4,0,0,1,16,9,4,,0.0,0.0,6.2,68.8
楢崎慈恵,02,岡山シーガルズ,27,15,0,0,0,,,0,0,0,0,23,0,0,2,7,4,3,,0.0,0.0,2.2,78.6
楢崎慈恵,11,岡山シーガルズ,27,14,0,0,0,,,0,0,0,0,0,0,0,0,37,25,4,,0.0,0.0,,73.0
楢崎慈恵,12,岡山シーガルズ,27,8,0,0,0,,,0,0,0,0,2,0,0,1,16,4,7,,0.0,0.0,12.5,46.9
榊原美沙都,01,トヨタ車体クインシーズ,8,21,0,0,0,,,0,0,0,0,0,0,0,0,59,34,12,,0.0,0.0,,67.8
榊原美沙都,02,トヨタ車体クインシーズ,8,12,0,0,0,,,0,0,0,0,0,0,0,0,25,15,4,,0.0,0.0,,68.0
榊原美沙都,11,トヨタ車体クインシーズ,8,24,0,0,0,,,0,0,0,0,0,0,0,0,85,46,29,,0.0,0.0,,71.2
榊原美沙都,12,トヨタ車体クインシーズ,8,14,0,0,0,,,0,0,0,0,0,0,0,0,51,25,9,,0.0,0.0,,57.8
橋本梨紗,01,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橋本梨紗,11,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橋本梨紗,12,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘井友香,01,JTマーヴェラス,4,18,19,5,2,26.3,15.8,3,0,0,1,34,2,5,15,20,8,5,0.0,0.3,0.1,13.2,52.5
橘井友香,02,JTマーヴェラス,4,25,0,0,0,,,0,0,0,0,45,5,3,14,0,0,0,,0.0,0.0,17.2,
橘井友香,11,JTマーヴェラス,4,24,2,0,1,0.0,-50.0,0,0,0,0,46,2,2,25,2,1,0,,0.0,0.0,16.8,50.0
橘井友香,12,JTマーヴェラス,4,12,0,0,0,,,0,0,0,0,18,1,1,7,0,0,0,,0.0,0.0,13.9,
正里菜,11,PFUブルーキャッツ,9,27,11,5,0,45.5,45.5,1,0,0,1,88,3,2,18,0,0,0,0.0,0.2,0.0,8.0,
比金みなみ,02,久光製薬スプリングス,23,3,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,,0.0,0.0,16.7,
比金桃子,01,トヨタ車体クインシーズ,4,17,6,4,0,66.7,66.7,0,0,0,0,67,1,1,15,1,0,1,,0.2,0.0,6.7,50.0
比金桃子,02,トヨタ車体クインシーズ,4,4,0,0,0,,,0,0,0,0,21,2,1,4,0,0,0,,0.0,0.0,13.1,
比金桃子,11,トヨタ車体クインシーズ,4,18,4,3,0,75.0,75.0,0,0,0,2,53,1,1,16,2,0,0,,0.2,0.1,9.0,0.0
比金桃子,12,トヨタ車体クインシーズ,4,10,0,0,0,,,0,0,0,2,34,1,1,15,0,0,0,,0.0,0.2,13.2,
水杉玲奈,01,東レアローズ,15,7,0,0,0,,,0,0,0,0,12,0,0,5,10,3,3,,0.0,0.0,10.4,45.0
水杉玲奈,02,東レアローズ,15,16,0,0,0,,,0,0,0,0,19,0,2,7,9,5,1,,0.0,0.0,6.6,61.1
永間香奈子,01,岡山シーガルズ,16,18,0,0,0,,,0,0,0,0,0,0,0,0,45,20,11,,0.0,0.0,,56.7
永間香奈子,02,岡山シーガルズ,16,18,0,0,0,,,0,0,0,0,0,0,0,0,82,47,15,,0.0,0.0,,66.5
永間香奈子,12,岡山シーガルズ,16,4,0,0,0,,,0,0,0,0,0,0,0,0,23,14,2,,0.0,0.0,,65.2
江畑幸子,01,PFUブルーキャッツ,5,19,194,54,11,27.8,22.2,24,4,2,4,62,1,2,18,0,0,0,16.7,2.8,0.2,8.1,
江畑幸子,02,PFUブルーキャッツ,5,16,129,42,10,32.6,24.8,20,4,4,2,41,1,1,11,0,0,0,20.0,2.6,0.1,8.5,
江畑幸子,12,PFUブルーキャッツ,5,3,49,15,2,30.6,26.5,5,1,2,0,10,0,0,3,0,0,0,20.0,5.0,0.0,7.5,
津賀菜緒,01,PFUブルーキャッツ,13,7,26,10,1,38.5,34.6,4,2,0,3,10,0,0,4,0,0,0,50.0,1.4,0.4,10.0,
津賀菜緒,02,PFUブルーキャッツ,13,10,34,7,2,20.6,14.7,2,2,0,2,7,0,0,1,0,0,0,100.0,0.7,0.2,3.6,
津賀菜緒,11,PFUブルーキャッツ,13,13,37,12,2,32.4,27.0,0,0,0,2,9,1,0,1,2,1,0,,0.9,0.2,13.9,50.0
津賀菜緒,12,PFUブルーキャッツ,13,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浮島杏加子,01,KUROBEアクアフェアリーズ,12,5,25,11,3,44.0,32.0,2,0,1,0,6,0,1,1,0,0,0,0.0,2.2,0.0,0.0,
浮島杏加子,02,KUROBEアクアフェアリーズ,12,10,56,22,5,39.3,30.4,2,0,1,2,27,3,2,13,0,0,0,0.0,2.2,0.2,21.3,
浮島杏加子,11,KUROBEアクアフェアリーズ,12,8,42,18,3,42.9,35.7,2,0,2,0,15,0,1,4,1,1,0,0.0,2.2,0.0,5.0,100.0
浮島杏加子,12,KUROBEアクアフェアリーズ,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
深萱知代,01,JTマーヴェラス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
深萱知代,02,JTマーヴェラス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
清水眞衣,01,PFUブルーキャッツ,12,18,61,23,4,37.7,31.1,0,0,0,9,63,2,7,13,1,1,0,,1.3,0.5,5.6,100.0
清水眞衣,02,PFUブルーキャッツ,12,15,33,7,4,21.2,9.1,0,0,0,11,48,1,1,9,0,0,0,,0.5,0.7,6.2,
清水眞衣,11,PFUブルーキャッツ,12,17,72,23,6,31.9,23.6,1,0,0,6,33,0,1,11,1,1,0,0.0,1.4,0.4,7.6,100.0
清水眞衣,12,PFUブルーキャッツ,12,11,29,8,3,27.6,17.2,0,0,0,5,21,0,1,2,3,0,2,,0.7,0.5,1.2,33.3
渡邊久惠,01,日立リヴァーレ,9,25,254,87,8,34.3,31.1,44,17,0,2,66,4,7,25,1,0,0,38.6,3.5,0.1,12.9,0.0
渡邊久惠,02,日立リヴァーレ,9,13,164,51,5,31.1,28.0,22,4,1,0,36,0,5,5,0,0,0,18.2,3.9,0.0,0.0,
渡邊久惠,11,日立リヴァーレ,9,16,195,69,5,35.4,32.8,32,11,1,5,56,2,3,20,0,0,0,34.4,4.3,0.3,11.2,
渡邊久惠,12,日立リヴァーレ,9,17,244,82,10,33.6,29.5,49,20,1,2,56,2,2,14,0,0,0,40.8,4.8,0.1,8.9,
渡邊彩,01,トヨタ車体クインシーズ,12,8,35,17,2,48.6,42.9,0,0,0,3,25,1,2,9,0,0,0,,2.1,0.4,11.0,
渡邊彩,02,トヨタ車体クインシーズ,12,12,44,20,3,45.5,38.6,1,1,0,6,39,4,3,14,0,0,0,100.0,1.7,0.5,17.3,
渡邊彩,11,トヨタ車体クインシーズ,12,24,84,38,6,45.2,38.1,0,0,0,4,91,9,7,17,1,1,0,,1.6,0.2,12.6,100.0
渡邊彩,12,トヨタ車体クインシーズ,12,14,55,21,2,38.2,34.5,0,0,0,8,57,2,0,20,0,0,0,,1.5,0.6,12.3,
渡邊真恵,01,岡山シーガルズ,6,22,178,70,8,39.3,34.8,5,0,1,4,78,3,2,16,53,13,11,0.0,3.2,0.2,8.3,34.9
渡邊真恵,02,岡山シーガルズ,6,17,112,49,2,43.8,42.0,3,0,0,1,41,3,4,9,38,16,4,0.0,2.9,0.1,10.4,47.4
渡邊真恵,11,岡山シーガルズ,6,23,165,53,3,32.1,30.3,4,0,0,8,45,4,0,18,12,7,2,0.0,2.3,0.3,18.9,66.7
渡邊真恵,12,岡山シーガルズ,6,16,92,35,7,38.0,30.4,1,0,0,2,47,0,1,7,17,5,2,0.0,2.2,0.1,3.2,35.3
濱松明日香,02,久光製薬スプリングス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
濱松明日香,11,久光製薬スプリングス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中瑞稀,01,JTマーヴェラス,6,19,203,84,10,41.4,36.5,42,21,3,3,67,4,6,22,124,57,26,50.0,4.4,0.2,11.9,56.5
田中瑞稀,02,JTマーヴェラス,6,25,279,97,10,34.8,31.2,41,12,4,7,96,5,10,29,144,54,53,29.3,3.9,0.3,10.2,55.9
田中瑞稀,11,JTマーヴェラス,6,24,249,89,12,35.7,30.9,28,5,3,4,83,3,4,21,191,69,56,17.9,3.7,0.2,8.7,50.8
田中瑞稀,12,JTマーヴェラス,6,12,132,50,6,37.9,33.3,19,6,1,4,51,3,2,17,88,41,23,31.6,4.2,0.3,13.2,59.7
田中美咲,01,JTマーヴェラス,7,19,6,3,0,50.0,50.0,0,0,0,3,77,5,6,28,1,0,0,,0.2,0.2,13.6,0.0
田中美咲,02,JTマーヴェラス,7,16,10,5,1,50.0,40.0,1,1,0,2,51,2,0,19,2,0,0,100.0,0.3,0.1,13.2,0.0
田中美咲,11,JTマーヴェラス,7,26,8,3,1,37.5,25.0,0,0,0,2,81,4,7,23,0,0,0,,0.1,0.1,9.9,
田中美咲,12,JTマーヴェラス,7,11,3,0,0,0.0,0.0,1,0,0,1,40,1,1,14,1,1,0,0.0,0.0,0.1,10.6,100.0
田原愛里,01,デンソーエアリービーズ,8,9,4,2,0,50.0,50.0,0,0,0,1,29,3,3,7,0,0,0,,0.2,0.1,13.8,
田原愛里,02,デンソーエアリービーズ,8,24,5,1,0,20.0,20.0,0,0,0,1,69,1,4,30,3,1,0,,0.0,0.0,10.9,33.3
田原愛里,11,デンソーエアリービーズ,8,12,6,1,0,16.7,16.7,0,0,0,0,34,2,1,13,0,0,0,,0.1,0.0,14.7,
田原愛里,12,デンソーエアリービーズ,8,13,3,2,0,66.7,66.7,0,0,0,1,40,0,4,14,1,0,0,,0.2,0.1,6.2,0.0
田浦優歌,12,久光製薬スプリングス,15,4,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,,0.0,0.0,8.3,
白井美沙紀,01,東レアローズ,8,9,0,0,0,,,0,0,0,0,11,0,1,3,0,0,0,,0.0,0.0,4.5,
白井美沙紀,02,東レアローズ,8,8,0,0,0,,,0,0,0,0,13,0,0,5,0,0,0,,0.0,0.0,9.6,
白井美沙紀,11,東レアローズ,8,11,0,0,0,,,0,0,0,0,7,0,0,3,0,0,0,,0.0,0.0,10.7,
白井美沙紀,12,東レアローズ,8,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
白岩蘭奈,01,KUROBEアクアフェアリーズ,17,4,4,1,0,25.0,25.0,0,0,0,0,7,0,1,1,5,2,2,,0.2,0.0,0.0,60.0
白岩蘭奈,02,KUROBEアクアフェアリーズ,17,13,21,5,2,23.8,14.3,0,0,0,0,16,1,4,3,19,4,6,,0.4,0.0,4.7,36.8
白崎麻友香,01,KUROBEアクアフェアリーズ,5,10,1,1,0,100.0,100.0,0,0,0,0,16,0,2,1,0,0,0,,0.1,0.0,-1.6,
白崎麻友香,02,KUROBEアクアフェアリーズ,5,16,1,0,0,0.0,0.0,0,0,0,0,42,1,3,9,2,0,0,,0.0,0.0,6.0,0.0
白崎麻友香,11,KUROBEアクアフェアリーズ,5,12,0,0,0,,,0,0,0,1,33,0,0,6,1,0,0,,0.0,0.1,4.5,0.0
白崎麻友香,12,KUROBEアクアフェアリーズ,5,3,0,0,0,,,0,0,0,0,6,0,0,3,0,0,0,,0.0,0.0,12.5,
目黒優佳,01,JTマーヴェラス,11,13,5,2,0,40.0,40.0,0,0,0,0,14,0,0,2,24,12,4,,0.2,0.0,3.6,58.3
目黒優佳,02,JTマーヴェラス,11,21,14,5,0,35.7,35.7,0,0,0,1,45,0,1,9,54,24,16,,0.2,0.0,4.4,59.3
目黒優佳,11,JTマーヴェラス,11,20,76,28,5,36.8,30.3,2,0,0,1,52,4,2,11,96,49,26,0.0,1.4,0.0,12.0,64.6
目黒優佳,12,JTマーヴェラス,11,11,25,13,0,52.0,52.0,0,0,0,2,30,1,0,6,46,26,12,,1.2,0.2,8.3,69.6
石井優希,01,久光製薬スプリングス,6,31,377,132,20,35.0,29.7,28,7,3,9,124,5,12,43,230,122,53,25.0,4.3,0.3,10.3,64.6
石井優希,02,久光製薬スプリングス,6,12,146,51,6,34.9,30.8,7,2,0,1,53,2,4,17,76,42,8,28.6,4.2,0.1,9.9,60.5
石井優希,11,久光製薬スプリングス,6,10,113,43,6,38.1,32.7,13,5,1,1,32,0,0,13,50,20,8,38.5,4.3,0.1,10.2,48.0
石井優希,12,久光製薬スプリングス,6,15,145,52,5,35.9,32.4,10,2,2,1,65,6,3,20,78,45,14,20.0,3.5,0.1,15.8,66.7
石川真奈,01,東レアローズ,10,11,25,8,1,32.0,28.0,1,0,0,1,15,1,3,2,16,6,2,0.0,0.7,0.1,5.0,43.8
石川真奈,02,東レアローズ,10,16,27,9,4,33.3,18.5,0,0,0,3,28,1,4,11,56,20,8,,0.6,0.2,9.8,42.9
石川真奈,11,東レアローズ,10,6,9,2,4,22.2,-22.2,0,0,0,0,1,0,0,0,8,1,2,,0.3,0.0,0.0,25.0
石川真奈,12,東レアローズ,10,2,0,0,0,,,0,0,0,0,0,0,0,0,2,0,1,,0.0,0.0,,25.0
石橋桃子,01,デンソーエアリービーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石田瑞穂,01,デンソーエアリービーズ,22,12,84,30,6,35.7,28.6,12,4,1,2,38,0,2,7,1,0,1,33.3,2.5,0.2,3.3,50.0
石田瑞穂,02,デンソーエアリービーズ,22,19,109,32,10,29.4,20.2,11,2,0,4,77,2,6,23,1,0,1,18.2,1.7,0.2,8.1,50.0
石田瑞穂,11,デンソーエアリービーズ,22,10,68,16,5,23.5,16.2,9,1,2,3,34,3,1,10,2,0,1,11.1,1.6,0.3,15.4,25.0
石田瑞穂,12,デンソーエアリービーズ,22,10,90,32,2,35.6,33.3,15,6,1,5,41,4,4,11,3,0,2,40.0,3.2,0.5,14.0,33.3
秋山愛海,01,PFUブルーキャッツ,10,16,163,53,11,32.5,25.8,14,5,1,4,50,3,6,11,112,28,36,35.7,3.3,0.2,8.5,41.1
秋山愛海,02,PFUブルーキャッツ,10,17,135,37,11,27.4,19.3,12,1,1,4,54,5,3,16,140,39,29,8.3,2.2,0.2,15.3,38.2
秋山愛海,11,PFUブルーキャッツ,10,26,244,70,15,28.7,22.5,44,11,5,7,82,1,7,22,155,57,31,25.0,2.7,0.3,5.8,46.8
秋山愛海,12,PFUブルーキャッツ,10,6,17,10,2,58.8,47.1,1,1,0,0,11,0,2,2,1,1,0,100.0,1.7,0.0,0.0,100.0
積山春花,01,デンソーエアリービーズ,2,6,11,1,1,9.1,0.0,0,0,0,0,20,1,0,7,0,0,0,,0.2,0.0,13.8,
積山春花,02,デンソーエアリービーズ,2,2,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
積山春花,11,デンソーエアリービーズ,2,9,20,9,4,45.0,25.0,0,0,0,2,45,4,4,14,5,3,0,,1.0,0.2,14.4,60.0
積山春花,12,デンソーエアリービーズ,2,3,14,4,0,28.6,28.6,0,0,0,1,18,2,2,5,0,0,0,,1.3,0.3,15.3,
窪田美侑,01,日立リヴァーレ,19,26,99,41,7,41.4,34.3,0,0,0,7,84,3,2,18,150,76,33,,1.6,0.3,8.3,61.7
窪田美侑,02,日立リヴァーレ,19,13,71,26,3,36.6,32.4,1,0,0,2,52,0,2,13,90,37,18,0.0,2.0,0.2,5.3,51.1
窪田美侑,11,日立リヴァーレ,19,21,125,48,6,38.4,33.6,1,0,0,4,80,3,2,27,130,59,33,0.0,2.3,0.2,11.6,58.1
窪田美侑,12,日立リヴァーレ,19,15,103,38,4,36.9,33.0,1,0,0,5,70,2,2,30,101,53,25,0.0,2.5,0.3,12.9,64.9
筒井さやか,01,久光製薬スプリングス,20,23,0,0,0,,,0,0,0,0,0,0,0,0,29,12,7,,0.0,0.0,,53.4
筒井さやか,02,久光製薬スプリングス,20,12,0,0,0,,,0,0,0,0,0,0,0,0,22,10,4,,0.0,0.0,,54.5
筒井さやか,11,久光製薬スプリングス,20,3,0,0,0,,,0,0,0,0,0,0,0,0,4,2,2,,0.0,0.0,,75.0
筒井さやか,12,久光製薬スプリングス,20,9,0,0,0,,,0,0,0,0,0,0,0,0,12,7,3,,0.0,0.0,,70.8
篠原沙耶香,01,NECレッドロケッツ,11,11,0,0,0,,,0,0,0,0,14,0,1,4,0,0,0,,0.0,0.0,5.4,
篠原沙耶香,02,NECレッドロケッツ,11,15,0,0,0,,,0,0,0,0,30,1,2,12,0,0,0,,0.0,0.0,11.7,
篠原沙耶香,11,NECレッドロケッツ,11,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
篠原沙耶香,12,NECレッドロケッツ,11,3,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
綿引菜都美,01,KUROBEアクアフェアリーズ,6,2,6,2,0,33.3,33.3,0,0,0,1,3,0,0,1,0,0,0,,1.0,0.5,8.3,
綿引菜都美,02,KUROBEアクアフェアリーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
綿引菜都美,11,KUROBEアクアフェアリーズ,6,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
綿引菜都美,12,KUROBEアクアフェアリーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
舛田紗淑,01,KUROBEアクアフェアリーズ,9,1,5,1,1,20.0,0.0,0,0,0,0,1,0,0,0,5,1,0,,1.0,0.0,0.0,20.0
舛田紗淑,02,KUROBEアクアフェアリーズ,9,5,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,,0.0,0.0,8.3,
舛田紗淑,11,KUROBEアクアフェアリーズ,9,9,40,10,7,25.0,7.5,4,1,2,0,21,1,2,4,51,18,13,25.0,1.1,0.0,7.1,48.0
舛田紗淑,12,KUROBEアクアフェアリーズ,9,3,8,2,1,25.0,12.5,0,0,0,0,3,0,0,1,10,1,2,,0.7,0.0,8.3,20.0
芥川愛加,01,JTマーヴェラス,1,19,75,37,5,49.3,42.7,0,0,0,4,67,4,7,27,1,0,0,,1.9,0.2,13.4,0.0
芥川愛加,02,JTマーヴェラス,1,25,94,39,7,41.5,34.0,0,0,0,9,102,7,14,40,0,0,0,,1.6,0.4,13.2,
芥川愛加,11,JTマーヴェラス,1,27,97,33,8,34.0,25.8,1,0,0,18,66,2,8,18,2,1,0,0.0,1.2,0.7,6.8,50.0
芥川愛加,12,JTマーヴェラス,1,12,55,27,2,49.1,45.5,0,0,0,7,36,1,5,13,0,0,0,,2.2,0.6,8.3,
芳賀舞波,02,日立リヴァーレ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
芳賀舞波,11,日立リヴァーレ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
芳賀舞波,12,日立リヴァーレ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
若松歩実,01,埼玉上尾メディックス,22,2,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
若松歩実,02,埼玉上尾メディックス,22,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
若松歩実,12,埼玉上尾メディックス,22,3,6,1,0,16.7,16.7,0,0,0,0,0,0,0,0,0,0,0,,0.3,0.0,,
荒木夕貴,01,埼玉上尾メディックス,19,2,7,1,1,14.3,0.0,0,0,0,0,2,0,0,0,6,1,2,,0.5,0.0,0.0,33.3
荒木夕貴,02,埼玉上尾メディックス,19,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
荒木夕貴,11,埼玉上尾メディックス,19,8,67,17,2,25.4,22.4,2,1,0,1,28,1,2,8,68,25,12,50.0,2.1,0.1,8.9,45.6
荒木夕貴,12,埼玉上尾メディックス,19,2,10,3,1,30.0,20.0,0,0,0,1,4,1,0,3,8,0,5,,1.5,0.5,43.8,31.2
荒木絵里香,01,トヨタ車体クインシーズ,11,21,92,35,6,38.0,31.5,0,0,0,14,77,8,5,29,5,3,0,,1.7,0.7,18.2,60.0
荒木絵里香,02,トヨタ車体クインシーズ,11,12,42,19,1,45.2,42.9,0,0,0,13,46,4,6,13,2,1,0,,1.6,1.1,12.5,50.0
荒木絵里香,11,トヨタ車体クインシーズ,11,24,88,35,6,39.8,33.0,0,0,0,18,87,4,9,29,3,1,1,,1.5,0.8,10.3,50.0
荒谷栞,01,NECレッドロケッツ,14,14,107,43,1,40.2,39.3,11,2,0,3,50,4,6,18,44,9,11,18.2,3.1,0.2,14.0,33.0
荒谷栞,02,NECレッドロケッツ,14,16,118,44,3,37.3,34.7,16,7,1,6,53,2,3,19,26,10,5,43.8,2.8,0.4,11.3,48.1
荒谷栞,11,NECレッドロケッツ,14,12,0,0,0,,,0,0,0,0,16,1,5,7,0,0,0,,0.0,0.0,9.4,
荒谷栞,12,NECレッドロケッツ,14,10,50,23,0,46.0,46.0,0,0,0,3,32,2,5,12,40,8,8,,2.3,0.3,11.7,30.0
菅野菜緒美,01,KUROBEアクアフェアリーズ,10,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
菅野菜緒美,11,KUROBEアクアフェアリーズ,10,6,0,0,0,,,0,0,0,0,7,0,0,4,0,0,0,,0.0,0.0,14.3,
菅野菜緒美,12,KUROBEアクアフェアリーズ,10,4,0,0,0,,,0,0,0,0,4,0,1,2,0,0,0,,0.0,0.0,6.2,
藪田美穂子,01,トヨタ車体クインシーズ,17,12,51,10,7,19.6,5.9,4,0,1,0,30,3,3,8,51,21,8,0.0,0.8,0.0,14.2,49.0
藪田美穂子,02,トヨタ車体クインシーズ,17,4,6,2,2,33.3,0.0,0,0,0,1,9,0,0,2,21,7,4,,0.5,0.2,5.6,42.9
