試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-12-05,デンソーエアリービーズ,1,,中元南,4,■,■,■,■,nan,30,11,3,36.7,26.7,2.75,1,0,0,0.0,0,-,9,0,1,4,8.3,48,23,9,57.3,,,,,,,,
2020-12-05,デンソーエアリービーズ,5,,大竹里歩,1,nan,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,6,,田代佳奈美,4,■,■,■,■,nan,3,3,0,100.0,100.0,0.75,0,0,0,-,0,-,11,0,1,2,2.3,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,10,,森谷史佳,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,11,L,井上琴絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,3,2,40.0,,,,,,,,
2020-12-05,デンソーエアリービーズ,13,,奥村麻依,4,■,■,■,■,nan,13,4,1,30.8,23.1,1.00,0,0,0,-,0,-,12,0,0,1,2.1,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,14,,松井珠己,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,3,15.0,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,15,,鍋谷友理枝,3,■,■,■,nan,nan,28,8,2,28.6,21.4,2.67,3,1,0,33.3,1,0.33,11,2,0,4,27.3,8,0,4,25.0,,,,,,,,
2020-12-05,デンソーエアリービーズ,16,,横田真未,4,■,■,■,■,nan,17,8,1,47.1,41.2,2.00,0,0,0,-,1,0.25,10,0,2,1,-2.5,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,19,,福留慧美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,20,,東谷玲衣奈,3,nan,□,□,□,nan,7,3,1,42.9,28.6,1.00,0,0,0,-,1,0.33,0,0,0,0,-,3,1,0,33.3,,,,,,,,
2020-12-05,デンソーエアリービーズ,21,,工藤嶺,4,■,■,■,■,nan,36,10,3,27.8,19.4,2.50,11,4,2,36.4,1,0.25,13,1,0,4,15.4,12,5,4,58.3,,,,,,,,
2020-12-05,デンソーエアリービーズ,22,,プラマーキャサリン,2,nan,nan,□,■,nan,19,8,2,42.1,31.6,4.00,6,3,0,50.0,0,-,4,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,24,,兵頭由希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,154,55,13,35.7,27.3,13.75,21,8,2,38.1,4,1.00,76,3,5,20,8.9,81,32,19,51.2,140,53,4,37.9,14,3.50,11.9,50.7
