試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,0,,孫洪順,2,■,■,nan,nan,nan,11,5,0,45.5,45.5,2.50,0,0,0,-,2,1.00,6,0,2,0,0.0,2,2,0,100.0,7
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,1,,吉田千絵,3,■,■,■,nan,nan,29,8,4,27.6,13.8,2.67,1,0,0,0.0,0,-,10,1,0,1,10.5,8,7,0,87.5,9
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,2,,橋口かおり,3,■,■,■,nan,nan,11,7,2,63.6,45.5,2.33,5,2,1,40.0,0,-,11,1,0,3,15.9,2,2,0,100.0,8
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,4,L,中村夕紀美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,22,0,81.5,0
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,5,,狩野美雪,3,■,■,■,nan,nan,29,6,1,20.7,17.2,2.00,0,0,0,-,0,-,9,1,1,1,13.9,22,20,0,90.9,7
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,6,,角田真由美,2,□,nan,■,nan,nan,9,4,0,44.4,44.4,2.00,0,0,0,-,1,0.50,5,0,1,3,15.0,2,1,0,50.0,5
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,7,,田中弓貴,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,2,2,0,100.0,0
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,8,,船崎恵視,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-,0
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,9,,田口恵,3,■,■,■,nan,nan,7,3,0,42.9,42.9,1.00,0,0,0,-,3,1.00,9,0,0,0,0.0,0,0,0,-,6
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,10,,辻知恵,3,■,■,■,nan,nan,3,3,0,100.0,100.0,1.00,0,0,0,-,1,0.33,8,0,1,2,6.2,0,0,0,-,4
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,14,,井西彩乃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,15,,西村佳名子,2,□,□,nan,nan,nan,6,1,1,16.7,0.0,0.50,0,0,0,-,0,-,1,0,1,0,0.0,1,1,0,100.0,1
2004-02-15,茂原アルカス,パイオニアレッドウィングス,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,105,37,8,35.2,27.6,12.33,6,2,1,33.3,7,2.33,62,3,7,10,8.5,66,57,0,86.4,47
