大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,JTサンダーズ広島,22,34,51,28,2,54.9,7,4,0,57.1,0.82,2,0.06,34,1,0,8,8,2.9,29,9,12,51.7,28,2,1,31
レギュラーラウンド,JTサンダーズ広島,21,31,48,27,2,56.2,7,4,0,57.1,0.87,2,0.06,32,1,0,7,7,3.1,29,9,12,51.7,27,2,1,30
GAME2（4位決定戦）,JTサンダーズ広島,1,3,3,1,0,33.3,0,0,0,-,0.33,0,-,2,0,0,1,1,0.0,0,0,0,-,1,0,0,1
V.LEAGUE DIVISION1 MEN 2018-19,JTサンダーズ,33,31,51,26,5,51.0,21,13,2,61.9,0.84,1,0.03,39,0,2,11,8,3.2,0,0,0,-,26,1,2,29
レギュラーラウンド,JTサンダーズ,24,24,21,10,2,47.6,8,4,2,50.0,0.42,1,0.04,26,0,1,6,6,3.8,0,0,0,-,10,1,1,12
ファイナル６,JTサンダーズ,5,5,23,13,3,56.5,11,9,0,81.8,2.60,0,-,8,0,1,4,1,3.1,0,0,0,-,13,0,1,14
ファイナル３,JTサンダーズ,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,1,0,-25.0,0,0,0,-,0,0,0,0
ファイナル,JTサンダーズ,2,1,7,3,0,42.9,2,0,0,0.0,3.00,0,-,4,0,0,0,1,6.2,0,0,0,-,3,0,0,3
Ｖ・プレミアリーグ男子 2017/18,JTサンダーズ,26,39,172,77,9,44.8,50,23,6,46.0,1.97,2,0.05,72,2,2,12,16,6.9,68,22,17,44.9,77,2,4,83
