大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,JTサンダーズ広島,28,87,395,176,25,44.6,49,22,8,44.9,2.02,16,0.18,275,3,11,65,85,6.9,528,274,108,62.1,176,16,14,206
レギュラーラウンド,JTサンダーズ広島,27,83,379,171,24,45.1,47,22,7,46.8,2.06,16,0.19,262,3,11,62,81,7.2,500,252,106,61.0,171,16,14,201
GAME2（4位決定戦）,JTサンダーズ広島,1,4,16,5,1,31.2,2,0,1,0.0,1.25,0,-,13,0,0,3,4,1.9,28,22,2,82.1,5,0,0,5
V.LEAGUE DIVISION1 MEN 2018-19,JTサンダーズ,36,134,560,234,37,41.8,29,13,3,44.8,1.75,36,0.27,425,8,15,96,113,6.4,839,358,223,56.0,234,36,23,293
レギュラーラウンド,JTサンダーズ,27,97,406,172,23,42.4,26,12,3,46.2,1.77,28,0.29,307,5,13,73,82,6.6,625,276,165,57.4,172,28,18,218
ファイナル６,JTサンダーズ,5,20,83,34,10,41.0,3,1,0,33.3,1.70,2,0.10,63,3,1,13,22,9.9,98,36,28,51.0,34,2,4,40
ファイナル３,JTサンダーズ,2,9,40,17,1,42.5,0,0,0,-,1.89,5,0.56,28,0,1,5,5,3.6,62,24,16,51.6,17,5,1,23
ファイナル,JTサンダーズ,2,8,31,11,3,35.5,0,0,0,-,1.38,1,0.12,27,0,0,5,4,-0.9,54,22,14,53.7,11,1,0,12
Ｖ・プレミアリーグ男子 2017/18,JTサンダーズ,29,110,703,304,61,43.2,81,36,14,44.4,2.76,29,0.26,353,11,8,102,88,4.4,752,305,216,54.9,304,29,19,352
レギュラーラウンド,JTサンダーズ,21,81,509,216,51,42.4,68,31,12,45.6,2.67,20,0.25,248,9,5,73,59,4.2,567,241,162,56.8,216,20,14,250
ファイナル６,JTサンダーズ,5,20,122,62,6,50.8,7,4,1,57.1,3.10,6,0.30,72,2,1,18,15,3.1,139,51,41,51.4,62,6,3,71
ファイナル３,JTサンダーズ,3,9,72,26,4,36.1,6,1,1,16.7,2.89,3,0.33,33,0,2,11,14,8.3,46,13,13,42.4,26,3,2,31
Ｖ・プレミアリーグ男子 2015/16,FC東京,19,66,340,127,31,37.4,47,23,6,48.9,1.92,17,0.26,258,4,17,59,110,17.5,496,310,0,62.5,127,17,21,165
レギュラーラウンド,FC東京,19,66,340,127,31,37.4,47,23,6,48.9,1.92,17,0.26,258,4,17,59,110,17.5,496,310,0,62.5,127,17,21,165
チャレンジマッチ男子2015/16,FC東京,2,2,0,0,0,-,0,0,0,-,-,0,-,2,1,0,1,0,50.0,0,0,0,-,0,0,1,1
チャレンジマッチ,FC東京,2,2,0,0,0,-,0,0,0,-,-,0,-,2,1,0,1,0,50.0,0,0,0,-,0,0,1,1
Ｖ・プレミアリーグ男子 2014/15,FC東京,21,76,439,191,34,43.5,23,14,2,60.9,2.51,16,0.21,251,4,12,73,86,14.0,737,439,0,59.6,191,16,16,223
レギュラーラウンド,FC東京,21,76,439,191,34,43.5,23,14,2,60.9,2.51,16,0.21,251,4,12,73,86,14.0,737,439,0,59.6,191,16,16,223
チャレンジマッチ男子2014/15,FC東京,2,9,54,30,3,55.6,0,0,0,-,3.33,1,0.11,38,0,1,10,13,10.7,105,49,0,46.7,30,1,1,32
チャレンジマッチ,FC東京,2,9,54,30,3,55.6,0,0,0,-,3.33,1,0.11,38,0,1,10,13,10.7,105,49,0,46.7,30,1,1,32
Ｖ・プレミアリーグ男子 2013/14,FC東京,26,83,394,156,40,39.6,40,10,10,25.0,1.88,17,0.20,239,8,8,65,91,15.5,577,377,0,65.3,156,17,16,189
レギュラーラウンド,FC東京,26,83,394,156,40,39.6,40,10,10,25.0,1.88,17,0.20,239,8,8,65,91,15.5,577,377,0,65.3,156,17,16,189
チャレンジマッチ男子2013/14,FC東京,2,6,36,16,5,44.4,2,1,1,50.0,2.67,2,0.33,31,1,5,6,16,29.0,33,19,0,57.6,16,2,6,24
チャレンジマッチ,FC東京,2,6,36,16,5,44.4,2,1,1,50.0,2.67,2,0.33,31,1,5,6,16,29.0,33,19,0,57.6,16,2,6,24
レギュラーシーズン通算,,141,486,2467,1033,203,41.9,251,112,40,44.6,2.13,114,0.23,1565,33,66,405,509,8.0,3502,1895,433,60.3,1033,114,99,1246
通算,,165,573,2921,1234,236,42.2,271,119,44,43.9,2.15,134,0.23,1872,40,77,477,602,7.9,4067,2131,547,59.1,1234,134,117,1485
