大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,26,53,148,66,12,44.6,9,5,0,55.6,1.25,5,0.09,175,1,3,14,28,4.3,211,87,65,56.6,66,5,4,75
レギュラーラウンド,ジェイテクトSTINGS,24,53,148,66,12,44.6,9,5,0,55.6,1.25,5,0.09,175,1,3,14,28,4.3,211,87,65,56.6,66,5,4,75
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル,ジェイテクトSTINGS,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,27,93,375,178,22,47.5,53,29,2,54.7,1.91,21,0.23,272,2,6,24,58,6.1,428,187,108,56.3,178,21,8,207
レギュラーラウンド,ジェイテクトSTINGS,27,93,375,178,22,47.5,53,29,2,54.7,1.91,21,0.23,272,2,6,24,58,6.1,428,187,108,56.3,178,21,8,207
Ｖ・プレミアリーグ男子 2017/18,ジェイテクトSTINGS,26,90,467,196,25,42.0,45,22,2,48.9,2.18,20,0.22,312,3,5,33,81,6.4,482,222,125,59.0,196,20,8,224
レギュラーラウンド,ジェイテクトSTINGS,21,71,363,148,24,40.8,30,12,2,40.0,2.08,14,0.20,246,3,5,26,64,7.1,377,184,96,61.5,148,14,8,170
ファイナル６,ジェイテクトSTINGS,5,19,104,48,1,46.2,15,10,0,66.7,2.53,6,0.32,66,0,0,7,17,3.8,105,38,29,50.0,48,6,0,54
天皇杯全日本選手権大会,,1,4,15,8,0,53.3,3,2,0,66.7,2.00,0,-,13,1,0,0,2,11.5,13,3,6,46.2,8,0,1,9
レギュラーラウンド,,1,4,15,8,0,53.3,3,2,0,66.7,2.00,0,-,13,1,0,0,2,11.5,13,3,6,46.2,8,0,1,9
