大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,27,96,296,177,7,59.8,0,0,0,-,1.84,40,0.42,315,3,4,25,84,6.9,25,12,7,62.0,177,40,7,224
レギュラーラウンド,ジェイテクトSTINGS,25,87,269,162,5,60.2,0,0,0,-,1.86,37,0.43,285,2,4,22,78,7.0,20,10,6,65.0,162,37,6,205
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,4,10,7,1,70.0,0,0,0,-,1.75,0,-,16,1,0,1,2,7.8,3,0,1,16.7,7,0,1,8
ファイナル,ジェイテクトSTINGS,1,5,17,8,1,47.1,0,0,0,-,1.6,3,0.60,14,0,0,2,4,3.6,2,2,0,100.0,8,3,0,11
レギュラーシーズン通算,,25,87,269,162,5,60.2,0,0,0,-,1.86,37,0.43,285,2,4,22,78,7.0,20,10,6,65.0,162,37,6,205
通算,,27,96,296,177,7,59.8,0,0,0,-,1.84,40,0.42,315,3,4,25,84,6.9,25,12,7,62.0,177,40,7,224
