名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
西村駿佑,トヨタ自動車サンホークス,1,127,51,279,125,24,44.8,36.2,21,8,3,3,184,8,17,50,280,122,87,38.1,2.45,0.06,8.8,59.1
西澤岳,兵庫デルフィーノ,1,127,66,415,174,54,41.9,28.9,91,38,21,26,187,6,34,33,17,6,2,41.8,2.64,0.39,3.1,41.2
角大樹,富士通カワサキレッドスピリッツ,17,123,28,84,38,8,45.2,35.7,8,5,1,5,74,4,15,15,97,41,26,62.5,1.36,0.18,5.4,55.7
諏訪晃大,ヴィアティン三重,39,38,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷平拓海,富士通カワサキレッドスピリッツ,14,12,16,46,20,5,43.5,32.6,8,3,0,1,42,2,12,9,70,31,20,37.5,1.25,0.06,3.0,58.6
豊田将人,警視庁フォートファイターズ,10,129,20,28,6,3,21.4,10.7,0,0,0,0,48,0,3,14,30,13,8,,0.3,0.0,5.7,56.7
赤澤悠斗,長野GaRons,14,81,9,0,0,0,,,0,0,0,0,11,0,2,2,0,0,0,,0.0,0.0,0.0,
辰巳遼,ヴォレアス北海道,17,140,47,24,12,0,50.0,50.0,0,0,0,10,190,2,8,54,0,0,0,,0.26,0.21,7.1,
酒井駿,長野GaRons,18,129,67,475,158,45,33.3,23.8,23,6,4,22,239,5,13,51,525,214,132,26.1,2.36,0.33,6.1,53.3
野垣昂大,ヴィアティン三重,3,109,72,41,24,5,58.5,46.3,1,0,0,13,198,5,14,59,3,0,0,0.0,0.33,0.18,8.2,0.0
野島透,つくばユナイテッドSunGAIA,15,142,76,0,0,0,,,0,0,0,0,3,0,1,1,287,125,89,,0.0,0.0,0.0,59.1
金子優海,警視庁フォートファイターズ,16,133,4,0,0,0,,,0,0,0,0,4,0,2,2,0,0,0,,0.0,0.0,0.0,
金子隼,東京ヴェルディ,22,33,4,1,1,0,100.0,100.0,0,0,0,0,7,0,1,0,0,0,0,,0.25,0.0,-3.6,
鈴木匡教,つくばユナイテッドSunGAIA,26,142,58,204,104,17,51.0,42.6,36,14,7,5,95,6,31,22,1,0,1,38.9,1.79,0.09,3.9,50.0
長濱裕,きんでんトリニティーブリッツ,3,131,81,0,0,0,,,0,0,0,0,0,0,0,0,393,177,118,,0.0,0.0,,60.1
長谷山拓,富士通カワサキレッドスピリッツ,18,131,61,24,14,0,58.3,58.3,0,0,0,19,224,14,35,46,3,0,0,,0.23,0.31,7.5,0.0
長谷川優太,大同特殊鋼レッドスター,9,122,55,12,10,0,83.3,83.3,1,1,0,6,171,6,21,21,4,0,0,100.0,0.18,0.11,3.5,0.0
長谷川博紀,ヴィアティン三重,8,120,73,322,158,9,49.1,46.3,1,0,0,30,146,4,24,19,7,4,1,0.0,2.16,0.41,1.9,64.3
関根俊哉,ヴォレアス北海道,7,94,8,17,9,1,52.9,47.1,0,0,0,1,17,0,3,1,2,0,0,,1.12,0.12,-2.9,0.0
関谷拓巳,つくばユナイテッドSunGAIA,22,140,46,0,0,0,,,0,0,0,0,1,0,1,0,69,23,22,,0.0,0.0,-25.0,49.3
阪本龍一,埼玉アザレア,14,122,6,0,0,0,,,0,0,0,0,8,1,1,5,0,0,0,,0.0,0.0,25.0,
阿部翼,警視庁フォートファイターズ,22,121,61,230,121,19,52.6,44.3,0,0,0,26,173,8,32,28,8,2,3,,1.98,0.43,4.0,43.8
阿部航平,つくばユナイテッドSunGAIA,4,75,34,81,37,5,45.7,39.5,0,0,0,32,97,1,10,22,2,2,0,,1.09,0.94,4.1,100.0
青木宏門,長野GaRons,7,129,11,0,0,0,,,0,0,0,0,16,0,1,2,0,0,0,,0.0,0.0,1.6,
須藤優,つくばユナイテッドSunGAIA,11,60,15,0,0,0,,,0,0,0,0,42,1,3,11,0,0,0,,0.0,0.0,7.1,
高杉優希,東京ヴェルディ,21,60,14,4,2,0,50.0,50.0,1,1,0,1,27,0,6,6,2,0,0,100.0,0.14,0.07,0.0,0.0
高橋呼暖,つくばユナイテッドSunGAIA,25,56,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
高瀬太一,長野GaRons,15,129,54,288,115,35,39.9,27.8,73,22,17,9,120,5,51,33,0,0,0,30.1,2.13,0.17,0.4,
鰐川怜児,長野GaRons,2,131,67,228,104,22,45.6,36.0,2,0,1,57,148,10,50,48,20,7,4,0.0,1.55,0.85,6.4,45.0
黒木隆生,きんでんトリニティーブリッツ,19,67,21,66,30,2,45.5,42.4,0,0,0,9,27,0,10,3,2,1,1,,1.43,0.43,-6.5,75.0
