名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
エバデダンジェフリー宇意,2019-12,富士通カワサキレッドスピリッツ,1,24,2,5,1,0,20.0,20.0,0,0,0,0,4,0,1,2,0,0,0,,0.5,0.0,6.2,
キサルムラートハン,2019-11,ヴォレアス北海道,8,66,21,40,20,4,50.0,40.0,0,0,0,21,81,1,16,15,6,5,0,,0.95,1.0,0.9,83.3
キサルムラートハン,2019-12,ヴォレアス北海道,8,60,17,48,30,1,62.5,60.4,0,0,0,9,66,3,11,11,5,2,0,,1.76,0.53,4.5,40.0
キサルムラートハン,2020-01,ヴォレアス北海道,8,2,6,13,6,0,46.2,46.2,0,0,0,5,24,1,5,5,0,0,0,,1.0,0.83,4.2,
キサルムラートハン,2020-02,ヴォレアス北海道,8,8,11,33,24,2,72.7,66.7,0,0,0,3,50,2,8,18,4,2,0,,2.18,0.27,9.0,50.0
三角尚久,2019-12,長野GaRons,13,48,14,0,0,0,,,0,0,0,0,0,0,0,0,5,1,3,,0.0,0.0,,50.0
三角尚久,2020-01,長野GaRons,13,3,12,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
三角尚久,2020-02,長野GaRons,13,12,22,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
三角昌弘,2019-12,東京ヴェルディ,10,24,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
三角昌弘,2020-01,東京ヴェルディ,10,2,4,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
三角昌弘,2020-02,東京ヴェルディ,10,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
上出哲也,2019-11,ヴィアティン三重,21,44,7,19,6,3,31.6,15.8,0,0,0,0,22,0,0,1,0,0,0,,0.86,0.0,1.1,
上出哲也,2019-12,ヴィアティン三重,21,60,4,15,7,1,46.7,40.0,0,0,0,0,9,0,1,4,1,0,1,,1.75,0.0,8.3,50.0
上出哲也,2020-01,ヴィアティン三重,21,6,6,30,17,2,56.7,50.0,0,0,0,1,11,0,0,3,1,1,0,,2.83,0.17,6.8,100.0
上出哲也,2020-02,ヴィアティン三重,21,10,4,11,4,0,36.4,36.4,0,0,0,1,10,1,0,1,3,3,0,,1.0,0.25,12.5,100.0
上坂将輝,2019-11,トヨタ自動車サンホークス,18,55,17,14,6,2,42.9,28.6,2,0,1,5,67,1,3,11,1,0,0,0.0,0.35,0.29,4.5,0.0
上坂将輝,2019-12,トヨタ自動車サンホークス,18,60,18,10,5,0,50.0,50.0,0,0,0,10,71,0,4,15,1,0,0,,0.28,0.56,3.9,0.0
上坂将輝,2020-01,トヨタ自動車サンホークス,18,4,12,1,0,0,0.0,0.0,1,0,0,4,31,0,1,8,0,0,0,0.0,0.0,0.33,5.6,
上坂将輝,2020-02,トヨタ自動車サンホークス,18,8,14,10,4,1,40.0,30.0,1,0,0,4,57,2,2,13,0,0,0,0.0,0.29,0.29,8.3,
中村有登,2019-11,ヴィアティン三重,19,44,11,77,27,6,35.1,27.3,13,3,2,0,31,2,7,4,0,0,0,23.1,2.45,0.0,4.0,
中村有登,2019-12,ヴィアティン三重,19,60,17,124,42,17,33.9,20.2,29,10,3,5,57,2,5,22,0,0,0,34.5,2.47,0.29,11.0,
中村有登,2020-01,ヴィアティン三重,19,6,25,128,56,7,43.8,38.3,27,14,4,13,78,4,13,20,0,0,0,51.9,2.24,0.52,7.4,
中村有登,2020-02,ヴィアティン三重,19,10,20,131,54,13,41.2,31.3,40,13,7,4,67,3,14,24,0,0,0,32.5,2.7,0.2,8.2,
中村航太朗,2019-11,警視庁フォートファイターズ,13,55,21,161,61,11,37.9,31.1,31,8,4,6,77,1,10,8,113,54,31,25.8,2.9,0.29,0.6,61.5
中村航太朗,2019-12,警視庁フォートファイターズ,13,60,2,3,1,0,33.3,33.3,0,0,0,0,2,0,1,0,2,2,0,,0.5,0.0,-12.5,100.0
中村航太朗,2020-01,警視庁フォートファイターズ,13,4,14,110,44,9,40.0,31.8,22,6,4,6,67,3,11,17,110,50,32,27.3,3.14,0.43,6.7,60.0
中村航太朗,2020-02,警視庁フォートファイターズ,13,14,29,217,96,21,44.2,34.6,43,18,7,9,148,11,22,42,246,124,51,41.9,3.31,0.31,10.8,60.8
中村龍哉,2019-11,東京ヴェルディ,6,44,5,13,3,0,23.1,23.1,0,0,0,2,10,0,0,3,0,0,0,,0.6,0.4,7.5,
中村龍哉,2019-12,東京ヴェルディ,6,24,3,15,8,0,53.3,53.3,0,0,0,1,12,1,1,3,0,0,0,,2.67,0.33,12.5,
中村龍哉,2020-01,東京ヴェルディ,6,4,8,12,5,2,41.7,25.0,0,0,0,3,17,1,1,7,0,0,0,,0.62,0.38,14.7,
中村龍哉,2020-02,東京ヴェルディ,6,14,13,26,10,1,38.5,34.6,0,0,0,5,31,1,1,6,3,3,0,,0.77,0.38,7.3,100.0
中澤和也,2020-02,警視庁フォートファイターズ,20,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
