名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
サベリエフイリア,2000-12,JTサンダーズ,21,24,8,54,36,0,66.7,66.7,12,8,0,2,37,10,3,14,28,23,0,48,66.7,4.5,0.25,34.5,82.1
サベリエフイリア,2001-01,JTサンダーズ,21,9,35,314,182,14,58.0,53.5,66,34,7,9,146,21,33,50,124,94,0,212,51.5,5.2,0.26,17.3,75.8
サベリエフイリア,2001-02,JTサンダーズ,21,10,20,184,103,10,56.0,50.5,38,22,2,8,97,19,15,39,79,54,0,130,57.9,5.15,0.4,25.8,68.4
ジルソンベルナルド,2000-12,サントリーサンバーズ,16,48,13,152,80,14,52.6,43.4,52,34,2,8,63,15,18,25,0,0,0,103,65.4,6.15,0.62,26.6,
ジルソンベルナルド,2001-01,サントリーサンバーズ,16,5,18,211,122,28,57.8,44.5,84,48,20,2,78,13,28,21,0,0,0,137,57.1,6.78,0.11,14.4,
ジルソンベルナルド,2001-02,サントリーサンバーズ,16,18,35,354,210,38,59.3,48.6,155,91,20,14,156,24,44,48,1,1,0,248,58.7,6.0,0.4,16.0,100.0
ヌッツォジャンルカ,2000-12,堺ブレイザーズ,31,48,19,175,72,23,41.1,28.0,80,35,12,4,68,6,16,12,0,0,0,82,43.8,3.79,0.21,7.4,
ヌッツォジャンルカ,2001-01,堺ブレイザーズ,31,7,30,258,120,22,46.5,38.0,102,52,5,10,132,11,30,38,8,3,0,141,51.0,4.0,0.33,9.8,37.5
ヌッツォジャンルカ,2001-02,堺ブレイザーズ,31,14,30,256,139,29,54.3,43.0,117,69,16,9,100,10,29,25,9,1,0,158,59.0,4.63,0.3,9.0,11.1
パスカルラファエル,2000-12,パナソニックパンサーズ,11,48,16,155,78,25,50.3,34.2,73,38,12,8,63,3,16,17,7,5,0,89,52.1,4.88,0.5,5.2,71.4
パスカルラファエル,2001-01,パナソニックパンサーズ,11,7,29,318,169,38,53.1,41.2,143,75,19,15,136,12,30,53,13,9,0,196,52.4,5.83,0.52,13.1,69.2
パスカルラファエル,2001-02,パナソニックパンサーズ,11,14,28,274,144,37,52.6,39.1,121,64,21,13,105,7,31,34,12,4,0,164,52.9,5.14,0.46,7.4,33.3
ファンダールミューレンオロフ,2000-12,NECブルーロケッツ,29,36,11,89,42,9,47.2,37.1,34,17,5,3,38,3,10,15,0,0,0,48,50.0,3.82,0.27,11.2,
ファンダールミューレンオロフ,2001-01,NECブルーロケッツ,29,6,22,178,90,16,50.6,41.6,59,31,2,12,90,7,16,31,0,0,0,109,52.5,4.09,0.55,11.9,
