月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
12,10,,上山太樹,9,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,6,0,0,3,12.5,19,8,6,57.89473684210526
01,10,,上山太樹,6,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,7,0,0,1,3.5714285714285716,0,0,0,
02,10,,上山太樹,6,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,11,0,0,0,0.0,0,0,0,
