大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,KUROBEアクアフェアリーズ,12,16,86,26,7,30.2,0,0,0,-,1.62,1,0.06,30,0,0,7,7,0.0,88,36,16,50.0,26,1,0,27
スターカンファレンス,KUROBEアクアフェアリーズ,5,7,42,14,2,33.3,0,0,0,-,2.00,0,-,14,0,0,3,2,-1.8,33,14,4,48.5,14,0,0,14
交流戦,KUROBEアクアフェアリーズ,4,6,29,9,2,31.0,0,0,0,-,1.50,0,-,6,0,0,3,1,-8.3,24,10,4,50.0,9,0,0,9
チャレンジ４,KUROBEアクアフェアリーズ,3,3,15,3,3,20.0,0,0,0,-,1.00,1,0.33,10,0,0,1,4,7.5,31,12,8,51.6,3,1,0,4
V.LEAGUE DIVISION1 WOMEN 2018-19,KUROBEアクアフェアリーズ,10,20,25,6,2,24.0,0,0,0,-,0.30,0,-,26,0,1,7,4,1.0,24,6,8,41.7,6,0,1,7
Eastern Conference,KUROBEアクアフェアリーズ,1,1,2,1,0,50.0,0,0,0,-,1.00,0,-,0,0,0,0,0,-,2,0,0,0.0,1,0,0,1
交流戦,KUROBEアクアフェアリーズ,7,16,23,5,2,21.7,0,0,0,-,0.31,0,-,23,0,1,5,4,3.3,22,6,8,45.5,5,0,1,6
チャレンジステージ,KUROBEアクアフェアリーズ,2,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,2,0,-16.7,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,17,30,96,29,6,30.2,0,0,0,-,0.97,0,-,43,0,1,11,7,0.0,81,30,16,46.9,29,0,1,30
通算,,22,36,111,32,9,28.8,0,0,0,-,0.89,1,0.03,56,0,1,14,11,0.4,112,42,24,48.2,32,1,1,34
