試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-04-08,久光製薬スプリングス,武富士バンブー,1,,野田昌代,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-08,久光製薬スプリングス,武富士バンブー,2,,成田郁久美,4,■,■,■,■,nan,16,5,2,31.2,18.8,1.25,0,0,0,-,1,0.25,11,0,0,1,2.3,32,25,0,78.1,6
2007-04-08,久光製薬スプリングス,武富士バンブー,4,,先野久美子,4,■,■,■,■,nan,37,13,2,35.1,29.7,3.25,0,0,0,-,1,0.25,17,0,1,5,7.4,0,0,0,-,14
2007-04-08,久光製薬スプリングス,武富士バンブー,5,,小山修加,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-,0
2007-04-08,久光製薬スプリングス,武富士バンブー,6,,上田かおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-08,久光製薬スプリングス,武富士バンブー,7,,狩野美雪,4,■,■,■,■,nan,27,9,2,33.3,25.9,2.25,4,2,0,50.0,0,-,19,0,1,7,9.2,37,31,0,83.8,9
2007-04-08,久光製薬スプリングス,武富士バンブー,8,,大村加奈子,4,■,■,■,■,nan,17,9,2,52.9,41.2,2.25,0,0,0,-,1,0.25,5,0,3,1,5.0,0,0,0,-,10
2007-04-08,久光製薬スプリングス,武富士バンブー,10,L,佐野優子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,14,0,73.7,0
2007-04-08,久光製薬スプリングス,武富士バンブー,11,,フォフィーニャアナパウラ,4,■,■,■,■,nan,71,28,2,39.4,36.6,7.00,14,5,1,35.7,1,0.25,12,1,1,3,14.6,1,0,0,0.0,30
2007-04-08,久光製薬スプリングス,武富士バンブー,12,,渡辺真由美,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0,0,-,0
2007-04-08,久光製薬スプリングス,武富士バンブー,14,,吉田あい,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-08,久光製薬スプリングス,武富士バンブー,17,,橋本直子,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,17,2,4,2,13.5,0,0,0,-,2
2007-04-08,久光製薬スプリングス,武富士バンブー,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,169,64,10,37.9,32.0,16.00,18,7,1,38.9,4,1.00,88,3,10,23,9.7,89,70,0,78.7,71
