試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-08,東レアローズ,1,,富松崇彰,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,2,,高橋健太郎,5,■,■,■,■,■,14,11,0,0.7857142857142857,0.7857142857142857,2.20,0,0,0,-,3,0.60,11,0,3,3,0.0,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,3,L,山口拓海,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,46,28,10,71.7,,,,,,,,
2020-11-08,東レアローズ,4,,パダルクリスティアン,5,■,■,■,■,■,36,18,4,0.5,0.3888888888888889,3.60,15,7,3,46.7,1,0.20,19,1,6,4,2.6,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,5,,米山裕太,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,6,,落合一貴,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,7,,峯村雄大,4,□,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,2,0,-12.5,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,9,,富田将馬,5,■,■,■,■,■,25,14,2,0.56,0.48,2.80,1,0,0,0.0,2,0.40,20,2,3,6,13.8,24,15,4,70.8,,,,,,,,
2020-11-08,東レアローズ,10,,星野秀知,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,14,,酒井啓輔,4,□,nan,□,□,□,0,0,0,,,-,0,0,0,-,1,0.25,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,15,,李博,5,■,■,■,■,■,16,7,3,0.4375,0.25,1.40,0,0,0,-,2,0.40,18,1,3,4,6.9,3,3,0,100.0,,,,,,,,
2020-11-08,東レアローズ,17,,小澤宙輝,5,■,■,■,■,■,49,23,3,0.46938775510204084,0.40816326530612246,4.60,7,3,1,42.9,1,0.20,21,3,1,6,20.2,16,8,5,65.6,,,,,,,,
2020-11-08,東レアローズ,18,,鈴木悠二,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,21,,藤井直伸,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,20,1,3,4,6.2,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,141,73,12,0.5177304964539007,0.4326241134751773,14.60,23,10,4,43.5,10,2.00,117,8,23,27,7.7,89,54,19,71.3,131,66,6,50.4,6,1.20,-0.9,52.7
