試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-18,東レアローズ,1,,富松崇彰,2,■,■,nan,nan,nan,9,6,0,0.6666666666666666,0.6666666666666666,3.00,0,0,0,-,3,1.50,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,2,,高橋健太郎,3,nan,nan,■,■,■,12,6,1,0.5,0.4166666666666667,2.00,0,0,0,-,0,-,4,0,2,0,-12.5,2,1,1,75.0,,,,,,,,
2020-10-18,東レアローズ,3,L,山口拓海,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,12,12,58.1,,,,,,,,
2020-10-18,東レアローズ,5,,米山裕太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,6,,落合一貴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,7,,峯村雄大,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,0,1,1,0.0,5,3,2,80.0,,,,,,,,
2020-10-18,東レアローズ,9,,富田将馬,5,■,■,■,■,■,34,17,2,0.5,0.4411764705882353,3.40,2,0,1,0.0,3,0.60,17,1,4,3,4.4,36,17,8,58.3,,,,,,,,
2020-10-18,東レアローズ,10,,星野秀知,5,■,■,■,■,■,26,11,0,0.4230769230769231,0.4230769230769231,2.20,1,0,0,0.0,1,0.20,14,1,3,2,5.4,17,5,7,50.0,,,,,,,,
2020-10-18,東レアローズ,14,,酒井啓輔,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,15,,李博,5,■,■,■,■,■,13,10,0,0.7692307692307693,0.7692307692307693,2.00,0,0,0,-,0,-,19,1,4,2,2.6,1,0,0,0.0,,,,,,,,
2020-10-18,東レアローズ,17,,小澤宙輝,5,■,■,■,■,■,35,17,2,0.4857142857142857,0.42857142857142855,3.40,14,5,1,35.7,0,-,19,0,5,7,2.6,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,18,,鈴木悠二,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,19,,梅野聡,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,21,,藤井直伸,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,1,0.20,15,2,0,5,21.7,0,0,0,-,,,,,,,,
2020-10-18,東レアローズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,129,67,5,0.5193798449612403,0.4806201550387597,13.40,17,5,2,29.4,8,1.60,103,5,20,22,5.3,92,38,30,57.6,121,62,8,51.2,15,3.00,6.4,59.3
