試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-07,東レアローズ,1,,富松崇彰,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-07,東レアローズ,2,,高橋健太郎,3,■,■,■,nan,nan,7,5,0,0.7142857142857143,0.7142857142857143,1.67,0,0,0,-,2,0.67,5,0,2,2,0.0,4,1,2,50.0,,,,,,,,
2021-02-07,東レアローズ,3,L,山口拓海,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,4,50.0,,,,,,,,
2021-02-07,東レアローズ,4,,パダルクリスティアン,3,■,■,■,nan,nan,32,13,7,0.40625,0.1875,4.33,16,6,6,37.5,1,0.33,9,0,0,2,5.6,0,0,0,-,,,,,,,,
2021-02-07,東レアローズ,5,,米山裕太,1,nan,□,nan,nan,nan,5,2,0,0.4,0.4,2.00,0,0,0,-,0,-,1,0,0,0,0.0,6,3,3,75.0,,,,,,,,
2021-02-07,東レアローズ,6,,落合一貴,1,nan,□,nan,nan,nan,3,0,1,0.0,-0.3333333333333333,-,1,0,1,0.0,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-07,東レアローズ,7,,峯村雄大,3,□,□,■,nan,nan,3,2,0,0.6666666666666666,0.6666666666666666,0.67,0,0,0,-,0,-,8,0,1,1,0.0,7,3,1,50.0,,,,,,,,
2021-02-07,東レアローズ,9,,富田将馬,3,■,■,■,nan,nan,10,5,0,0.5,0.5,1.67,0,0,0,-,2,0.67,9,1,1,1,11.1,23,10,6,56.5,,,,,,,,
2021-02-07,東レアローズ,10,,星野秀知,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0,,,,,,,,
2021-02-07,東レアローズ,14,,酒井啓輔,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-07,東レアローズ,15,,李博,3,■,■,■,nan,nan,5,3,1,0.6,0.4,1.00,0,0,0,-,0,-,9,1,2,4,16.7,2,2,0,100.0,,,,,,,,
2021-02-07,東レアローズ,17,,小澤宙輝,3,■,■,□,nan,nan,8,3,1,0.375,0.25,1.00,2,1,0,50.0,0,-,4,0,1,2,6.2,7,1,1,21.4,,,,,,,,
2021-02-07,東レアローズ,18,,鈴木悠二,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2021-02-07,東レアローズ,21,,藤井直伸,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,1,1,0.0,0,0,0,-,,,,,,,,
2021-02-07,東レアローズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,73,33,10,0.4520547945205479,0.3150684931506849,11.00,19,7,7,36.8,5,1.67,54,2,9,14,6.0,62,24,18,53.2,71,45,3,63.4,5,1.67,11.0,53.4
