名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
下田梨生,2015-12,トヨタ自動車ヴァルキューレ,17,1,5,3,0,60.0,60.0,0,0,0,0,0,0,0,0,0,0,0,,3.0,0.0,,
下田梨生,2016-01,トヨタ自動車ヴァルキューレ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村英里子,2015-11,ブレス浜松,1,13,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中村英里子,2015-12,ブレス浜松,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中村英里子,2016-01,ブレス浜松,1,15,0,0,0,,,0,0,0,0,0,0,0,0,12,7,0,,0.0,0.0,,58.3
中村英里子,2016-02,ブレス浜松,1,2,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,,0.0,0.0,,33.3
中田香澄,2015-11,プレステージ・インターナショナルアランマーレ,5,18,207,45,6,21.7,18.8,0,0,0,0,64,2,5,24,101,42,0,,2.5,0.0,10.5,41.6
中田香澄,2015-12,プレステージ・インターナショナルアランマーレ,5,3,26,6,1,23.1,19.2,0,0,0,0,9,0,2,1,7,4,0,,2.0,0.0,-2.8,57.1
中田香澄,2016-01,プレステージ・インターナショナルアランマーレ,5,17,127,29,6,22.8,18.1,0,0,0,3,68,4,5,15,154,61,0,,1.71,0.18,9.6,39.6
中田香澄,2016-02,プレステージ・インターナショナルアランマーレ,5,18,170,45,8,26.5,21.8,0,0,0,3,61,1,5,17,154,69,0,,2.5,0.17,6.6,44.8
丸山佳穂,2015-11,群馬銀行グリーンウイングス,9,4,0,0,0,,,0,0,0,0,0,0,0,0,5,5,0,,0.0,0.0,,100.0
丸山佳穂,2015-12,群馬銀行グリーンウイングス,9,9,1,1,0,100.0,100.0,1,1,0,0,9,1,0,3,10,6,0,100.0,0.11,0.0,19.4,60.0
丸山佳穂,2016-01,群馬銀行グリーンウイングス,9,4,0,0,0,,,0,0,0,0,3,0,1,2,3,1,0,,0.0,0.0,8.3,33.3
丸山佳穂,2016-02,群馬銀行グリーンウイングス,9,6,0,0,0,,,0,0,0,0,9,0,1,1,0,0,0,,0.0,0.0,0.0,
伊藤セレナ,2015-11,プレステージ・インターナショナルアランマーレ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤セレナ,2015-12,プレステージ・インターナショナルアランマーレ,1,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
伊藤セレナ,2016-01,プレステージ・インターナショナルアランマーレ,1,16,111,23,8,20.7,13.5,0,0,0,0,31,2,4,8,82,37,0,,1.44,0.0,9.7,45.1
伊藤セレナ,2016-02,プレステージ・インターナショナルアランマーレ,1,13,89,21,8,23.6,14.6,3,0,1,3,25,1,2,9,70,37,0,0.0,1.62,0.23,11.0,52.9
佐藤仁美,2015-11,トヨタ自動車ヴァルキューレ,6,5,7,3,2,42.9,14.3,0,0,0,3,16,0,1,7,0,0,0,,0.6,0.6,9.4,
佐藤仁美,2015-12,トヨタ自動車ヴァルキューレ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤仁美,2016-01,トヨタ自動車ヴァルキューレ,6,15,43,17,7,39.5,23.3,0,0,0,13,46,0,1,16,0,0,0,,1.13,0.87,8.2,
佐藤仁美,2016-02,トヨタ自動車ヴァルキューレ,6,10,26,7,2,26.9,19.2,0,0,0,11,24,0,0,11,2,1,0,,0.7,1.1,11.5,50.0
佐藤優花,2015-11,トヨタ自動車ヴァルキューレ,4,13,188,80,6,42.6,39.4,2,0,1,1,44,2,1,10,55,14,0,0.0,6.15,0.08,9.7,25.5
佐藤優花,2015-12,トヨタ自動車ヴァルキューレ,4,8,112,35,3,31.2,28.6,3,2,0,3,31,0,0,5,37,18,0,66.7,4.38,0.38,4.0,48.6
佐藤優花,2016-01,トヨタ自動車ヴァルキューレ,4,25,293,108,8,36.9,34.1,17,2,2,8,100,3,1,28,84,39,0,11.8,4.32,0.32,9.8,46.4
佐藤優花,2016-02,トヨタ自動車ヴァルキューレ,4,18,207,76,6,36.7,33.8,5,4,0,7,72,2,1,26,25,15,0,80.0,4.22,0.39,11.5,60.0
佐藤円,2015-11,プレステージ・インターナショナルアランマーレ,3,18,11,4,0,36.4,36.4,0,0,0,3,73,4,4,40,1,0,0,,0.22,0.17,17.8,0.0
佐藤円,2015-12,プレステージ・インターナショナルアランマーレ,3,3,1,0,0,0.0,0.0,0,0,0,2,14,1,1,3,0,0,0,,0.0,0.67,10.7,
佐藤円,2016-01,プレステージ・インターナショナルアランマーレ,3,11,1,0,0,0.0,0.0,0,0,0,0,18,2,1,8,0,0,0,,0.0,0.0,20.8,
佐藤円,2016-02,プレステージ・インターナショナルアランマーレ,3,18,4,0,0,0.0,0.0,0,0,0,1,89,5,4,42,3,0,0,,0.0,0.06,16.3,0.0
佐藤千咲,2016-01,プレステージ・インターナショナルアランマーレ,18,16,7,2,0,28.6,28.6,0,0,0,0,35,0,1,10,0,0,0,,0.12,0.0,6.4,
佐藤千咲,2016-02,プレステージ・インターナショナルアランマーレ,18,5,2,0,1,0.0,-50.0,0,0,0,0,8,0,0,3,0,0,0,,0.0,0.0,9.4,
佐藤智美,2015-11,群馬銀行グリーンウイングス,3,14,177,56,17,31.6,22.0,1,0,0,3,37,2,2,19,70,48,0,0.0,4.0,0.21,16.9,68.6
佐藤智美,2015-12,群馬銀行グリーンウイングス,3,10,137,36,9,26.3,19.7,1,0,0,0,29,2,1,6,66,51,0,0.0,3.6,0.0,11.2,77.3
佐藤智美,2016-01,群馬銀行グリーンウイングス,3,18,217,68,14,31.3,24.9,0,0,0,3,49,2,5,26,118,67,0,,3.78,0.17,14.8,56.8
佐藤智美,2016-02,群馬銀行グリーンウイングス,3,18,198,62,17,31.3,22.7,1,0,0,5,72,4,9,28,119,74,0,0.0,3.44,0.28,12.2,62.2
佐藤梨夏,2015-11,プレステージ・インターナショナルアランマーレ,12,18,129,37,11,28.7,20.2,1,0,0,4,46,2,7,21,5,3,0,0.0,2.06,0.22,12.0,60.0
佐藤梨夏,2015-12,プレステージ・インターナショナルアランマーレ,12,3,23,11,2,47.8,39.1,0,0,0,0,7,0,2,3,2,2,0,,3.67,0.0,3.6,100.0
佐藤梨夏,2016-01,プレステージ・インターナショナルアランマーレ,12,18,94,29,9,30.9,21.3,0,0,0,4,39,2,8,10,7,3,0,,1.61,0.22,6.4,42.9
佐藤梨夏,2016-02,プレステージ・インターナショナルアランマーレ,12,12,47,15,3,31.9,25.5,0,0,0,4,45,3,4,17,2,2,0,,1.25,0.33,13.9,100.0
佐藤綾,2015-11,プレステージ・インターナショナルアランマーレ,2,18,309,107,43,34.6,20.7,78,16,21,7,62,3,2,24,2,0,0,20.5,5.94,0.39,13.7,0.0
佐藤綾,2015-12,プレステージ・インターナショナルアランマーレ,2,3,61,16,7,26.2,14.8,15,4,3,3,10,1,0,3,0,0,0,26.7,5.33,1.0,17.5,
佐藤綾,2016-01,プレステージ・インターナショナルアランマーレ,2,18,315,93,57,29.5,11.4,84,14,20,5,54,2,7,12,2,0,0,16.7,5.17,0.28,6.0,0.0
佐藤綾,2016-02,プレステージ・インターナショナルアランマーレ,2,18,416,119,64,28.6,13.2,156,46,31,10,57,0,5,26,0,0,0,29.5,6.61,0.56,9.2,
先崎早織,2015-11,群馬銀行グリーンウイングス,5,6,15,4,0,26.7,26.7,0,0,0,0,4,0,0,1,0,0,0,,0.67,0.0,6.2,
先崎早織,2015-12,群馬銀行グリーンウイングス,5,10,35,6,1,17.1,14.3,0,0,0,7,20,0,1,4,0,0,0,,0.6,0.7,3.8,
先崎早織,2016-01,群馬銀行グリーンウイングス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
先崎早織,2016-02,群馬銀行グリーンウイングス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和途綾香,2015-11,ブレス浜松,3,13,20,7,0,35.0,35.0,0,0,0,7,40,1,3,13,1,1,0,,0.54,0.54,8.8,100.0
和途綾香,2015-12,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和途綾香,2016-01,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和途綾香,2016-02,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土屋智菜実,2016-01,群馬銀行グリーンウイングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土屋智菜実,2016-02,群馬銀行グリーンウイングス,12,1,15,6,4,40.0,13.3,0,0,0,0,0,0,0,0,5,2,0,,6.0,0.0,,40.0
多田遥,2015-12,ブレス浜松,10,3,36,14,0,38.9,38.9,0,0,0,1,7,0,0,2,5,1,0,,4.67,0.33,7.1,20.0
多田遥,2016-01,ブレス浜松,10,33,313,94,9,30.0,27.2,0,0,0,9,116,3,4,39,89,32,0,,2.85,0.27,10.1,36.0
多田遥,2016-02,ブレス浜松,10,14,145,34,6,23.4,19.3,0,0,0,0,60,2,1,19,10,6,0,,2.43,0.0,10.8,60.0
大橋亜美,2015-11,トヨタ自動車ヴァルキューレ,11,13,0,0,0,,,0,0,0,0,0,0,0,0,56,28,0,,0.0,0.0,,50.0
大橋亜美,2015-12,トヨタ自動車ヴァルキューレ,11,8,0,0,0,,,0,0,0,0,0,0,0,0,36,26,0,,0.0,0.0,,72.2
大橋亜美,2016-01,トヨタ自動車ヴァルキューレ,11,25,0,0,0,,,0,0,0,0,0,0,0,0,99,58,0,,0.0,0.0,,58.6
大橋亜美,2016-02,トヨタ自動車ヴァルキューレ,11,18,0,0,0,,,0,0,0,0,0,0,0,0,89,41,0,,0.0,0.0,,46.1
宮下マミ,2015-11,プレステージ・インターナショナルアランマーレ,4,17,0,0,0,,,0,0,0,0,27,0,2,13,0,0,0,,0.0,0.0,10.2,
宮下マミ,2015-12,プレステージ・インターナショナルアランマーレ,4,3,0,0,0,,,0,0,0,0,7,0,2,3,0,0,0,,0.0,0.0,3.6,
宮下マミ,2016-01,プレステージ・インターナショナルアランマーレ,4,8,0,0,0,,,0,0,0,0,11,0,2,4,0,0,0,,0.0,0.0,4.5,
寺坂茜,2016-01,群馬銀行グリーンウイングス,15,17,153,58,12,37.9,30.1,16,7,5,2,63,6,10,29,4,2,0,43.8,3.41,0.12,17.1,50.0
寺坂茜,2016-02,群馬銀行グリーンウイングス,15,12,145,41,19,28.3,15.2,33,7,9,4,39,1,14,14,1,0,0,21.2,3.42,0.33,2.6,0.0
小宮眸,2015-11,群馬銀行グリーンウイングス,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小宮眸,2015-12,群馬銀行グリーンウイングス,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小宮眸,2016-01,群馬銀行グリーンウイングス,4,11,27,10,3,37.0,25.9,0,0,0,2,33,1,3,16,0,0,0,,0.91,0.18,12.9,
小宮眸,2016-02,群馬銀行グリーンウイングス,4,5,0,0,0,,,0,0,0,0,9,0,0,5,0,0,0,,0.0,0.0,13.9,
小林愛里,2015-12,群馬銀行グリーンウイングス,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林愛里,2016-01,群馬銀行グリーンウイングス,16,17,137,51,10,37.2,29.9,2,0,0,3,69,3,6,34,38,17,0,0.0,3.0,0.18,14.5,44.7
小林愛里,2016-02,群馬銀行グリーンウイングス,16,16,170,46,26,27.1,11.8,9,2,1,2,62,5,4,31,97,53,0,22.2,2.88,0.12,19.0,54.6
小野綾華,2015-11,ブレス浜松,17,13,156,46,6,29.5,25.6,9,1,1,1,45,1,9,15,0,0,0,11.1,3.54,0.08,5.6,
小野綾華,2015-12,ブレス浜松,17,3,37,13,2,35.1,29.7,0,0,0,2,9,0,1,4,0,0,0,,4.33,0.67,8.3,
小野綾華,2016-01,ブレス浜松,17,33,327,94,23,28.7,21.7,5,0,0,4,129,9,16,56,2,1,0,0.0,2.85,0.12,14.7,50.0
小野綾華,2016-02,ブレス浜松,17,14,126,34,7,27.0,21.4,1,0,0,0,66,7,7,27,0,0,0,0.0,2.43,0.0,18.2,
山下真理,2015-11,GSS東京サンビームズ,21,9,106,37,8,34.9,27.4,12,3,0,1,30,2,0,12,61,39,0,25.0,4.11,0.11,16.7,63.9
山下真理,2015-12,GSS東京サンビームズ,21,8,95,32,7,33.7,26.3,3,0,0,0,22,0,1,7,66,40,0,0.0,4.0,0.0,6.8,60.6
山下真理,2016-01,GSS東京サンビームズ,21,22,226,66,26,29.2,17.7,8,2,2,2,70,2,2,28,137,77,0,25.0,3.0,0.09,12.1,56.2
山下真理,2016-02,GSS東京サンビームズ,21,16,195,52,17,26.7,17.9,5,0,0,1,51,2,3,24,65,35,0,0.0,3.25,0.06,14.2,53.8
山内佑里子,2015-11,ブレス浜松,9,13,116,42,9,36.2,28.4,1,0,0,5,57,2,2,20,160,92,0,0.0,3.23,0.38,11.4,57.5
山内佑里子,2015-12,ブレス浜松,9,3,22,4,4,18.2,0.0,0,0,0,1,9,0,0,2,51,35,0,,1.33,0.33,5.6,68.6
山内佑里子,2016-01,ブレス浜松,9,33,221,76,18,34.4,26.2,0,0,0,17,92,5,5,35,302,189,0,,2.3,0.52,13.6,62.6
山内佑里子,2016-02,ブレス浜松,9,14,91,37,5,40.7,35.2,0,0,0,5,50,1,3,15,143,82,0,,2.64,0.36,8.0,57.3
山本莉来,2016-01,ブレス浜松,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本莉来,2016-02,ブレス浜松,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩島みなみ,2015-11,GSS東京サンビームズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩島みなみ,2015-12,GSS東京サンビームズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩島みなみ,2016-01,GSS東京サンビームズ,11,1,4,0,2,0.0,-50.0,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
平岩沙紀,2015-11,GSS東京サンビームズ,4,6,0,0,0,,,0,0,0,0,0,0,0,0,54,38,0,,0.0,0.0,,70.4
平岩沙紀,2015-12,GSS東京サンビームズ,4,5,0,0,0,,,0,0,0,0,0,0,0,0,17,10,0,,0.0,0.0,,58.8
平岩沙紀,2016-01,GSS東京サンビームズ,4,14,0,0,0,,,0,0,0,0,0,0,0,0,94,59,0,,0.0,0.0,,62.8
平岩沙紀,2016-02,GSS東京サンビームズ,4,19,0,0,0,,,0,0,0,0,0,0,0,0,125,78,0,,0.0,0.0,,62.4
廣田唯,2015-11,トヨタ自動車ヴァルキューレ,9,10,0,0,0,,,0,0,0,0,15,3,3,3,0,0,0,,0.0,0.0,20.0,
廣田唯,2016-01,トヨタ自動車ヴァルキューレ,9,3,0,0,0,,,0,0,0,0,5,0,2,0,0,0,0,,0.0,0.0,-10.0,
廣田唯,2016-02,トヨタ自動車ヴァルキューレ,9,10,0,0,0,,,0,0,0,0,19,3,0,8,0,0,0,,0.0,0.0,26.3,
後藤真利,2015-12,トヨタ自動車ヴァルキューレ,7,4,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,,0.0,0.0,8.3,
後藤真利,2016-01,トヨタ自動車ヴァルキューレ,7,10,0,0,0,,,0,0,0,0,16,0,1,7,0,0,0,,0.0,0.0,9.4,
後藤真利,2016-02,トヨタ自動車ヴァルキューレ,7,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
徳田亜留美,2015-11,ブレス浜松,7,13,0,0,0,,,0,0,0,0,0,0,0,0,81,53,0,,0.0,0.0,,65.4
徳田亜留美,2015-12,ブレス浜松,7,3,0,0,0,,,0,0,0,0,0,0,0,0,16,9,0,,0.0,0.0,,56.2
徳田亜留美,2016-01,ブレス浜松,7,33,0,0,0,,,0,0,0,0,0,0,0,0,182,110,0,,0.0,0.0,,60.4
徳田亜留美,2016-02,ブレス浜松,7,14,0,0,0,,,0,0,0,0,0,0,0,0,102,63,0,,0.0,0.0,,61.8
戸田さやか,2016-01,プレステージ・インターナショナルアランマーレ,9,3,6,3,0,50.0,50.0,0,0,0,0,6,0,0,2,0,0,0,,1.0,0.0,8.3,
戸田さやか,2016-02,プレステージ・インターナショナルアランマーレ,9,17,32,6,2,18.8,12.5,0,0,0,4,39,1,6,16,2,0,0,,0.35,0.24,9.0,0.0
村尾葉津樹,2015-11,GSS東京サンビームズ,2,1,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,,0.0,0.0,25.0,
村尾葉津樹,2015-12,GSS東京サンビームズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
村尾葉津樹,2016-01,GSS東京サンビームズ,2,4,0,0,0,,,0,0,0,0,11,0,0,5,0,0,0,,0.0,0.0,11.4,
松尾妃七菜,2015-11,トヨタ自動車ヴァルキューレ,8,13,15,5,0,33.3,33.3,0,0,0,2,52,0,0,13,1,0,0,,0.38,0.15,6.2,0.0
松尾妃七菜,2015-12,トヨタ自動車ヴァルキューレ,8,8,9,2,1,22.2,11.1,0,0,0,1,36,0,0,7,0,0,0,,0.25,0.12,4.9,
松尾妃七菜,2016-01,トヨタ自動車ヴァルキューレ,8,25,15,6,2,40.0,26.7,0,0,0,4,94,5,1,22,4,0,0,,0.24,0.16,10.9,0.0
松尾妃七菜,2016-02,トヨタ自動車ヴァルキューレ,8,18,17,8,0,47.1,47.1,0,0,0,0,61,2,1,16,0,0,0,,0.44,0.0,9.4,
松尾由紀子,2015-11,群馬銀行グリーンウイングス,2,14,2,1,0,50.0,50.0,0,0,0,1,51,3,3,23,2,1,0,,0.07,0.07,15.7,50.0
松尾由紀子,2015-12,群馬銀行グリーンウイングス,2,10,4,3,0,75.0,75.0,0,0,0,0,26,0,0,13,2,0,0,,0.3,0.0,12.5,0.0
松尾由紀子,2016-01,群馬銀行グリーンウイングス,2,20,1,0,0,0.0,0.0,0,0,0,0,59,1,2,22,0,0,0,,0.0,0.0,10.2,
松尾由紀子,2016-02,群馬銀行グリーンウイングス,2,7,0,0,0,,,0,0,0,0,18,2,2,5,2,0,0,,0.0,0.0,15.3,0.0
柴小屋志織,2015-11,ブレス浜松,6,13,97,32,5,33.0,27.8,1,0,1,6,36,0,8,7,10,7,0,0.0,2.46,0.46,-0.7,70.0
柴小屋志織,2015-12,ブレス浜松,6,3,30,8,0,26.7,26.7,0,0,0,0,7,0,4,1,0,0,0,,2.67,0.0,-10.7,
柴小屋志織,2016-01,ブレス浜松,6,33,233,87,6,37.3,34.8,1,0,0,19,119,10,4,35,7,3,0,0.0,2.64,0.58,14.9,42.9
柴小屋志織,2016-02,ブレス浜松,6,14,135,47,3,34.8,32.6,0,0,0,9,44,1,1,19,2,1,0,,3.36,0.64,12.5,50.0
柴田由夏,2015-11,GSS東京サンビームズ,20,6,0,0,0,,,0,0,0,0,0,0,0,0,52,32,0,,0.0,0.0,,61.5
柴田由夏,2015-12,GSS東京サンビームズ,20,4,0,0,0,,,0,0,0,0,0,0,0,0,23,18,0,,0.0,0.0,,78.3
柴田由夏,2016-01,GSS東京サンビームズ,20,11,0,0,0,,,0,0,0,0,0,0,0,0,43,20,0,,0.0,0.0,,46.5
柴田由夏,2016-02,GSS東京サンビームズ,20,3,0,0,0,,,0,0,0,0,0,0,0,0,19,12,0,,0.0,0.0,,63.2
柿沼杏奈,2015-11,群馬銀行グリーンウイングス,10,14,184,61,11,33.2,27.2,0,0,0,7,53,2,2,23,43,31,0,,4.36,0.5,13.7,72.1
柿沼杏奈,2015-12,群馬銀行グリーンウイングス,10,10,141,40,5,28.4,24.8,0,0,0,5,35,2,1,13,83,55,0,,4.0,0.5,14.3,66.3
柿沼杏奈,2016-01,群馬銀行グリーンウイングス,10,25,311,84,14,27.0,22.5,0,0,0,6,78,2,3,42,166,99,0,,3.36,0.24,15.1,59.6
柿沼杏奈,2016-02,群馬銀行グリーンウイングス,10,12,123,26,9,21.1,13.8,0,0,0,0,28,0,2,12,112,62,0,,2.17,0.0,8.9,55.4
梅木瞳,2015-11,トヨタ自動車ヴァルキューレ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
梅木瞳,2015-12,トヨタ自動車ヴァルキューレ,16,3,14,4,2,28.6,14.3,0,0,0,1,9,0,0,3,0,0,0,,1.33,0.33,8.3,
梅木瞳,2016-01,トヨタ自動車ヴァルキューレ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
梅木瞳,2016-02,トヨタ自動車ヴァルキューレ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
森寿実子,2015-11,プレステージ・インターナショナルアランマーレ,11,18,0,0,0,,,0,0,0,0,0,0,0,0,80,54,0,,0.0,0.0,,67.5
森寿実子,2015-12,プレステージ・インターナショナルアランマーレ,11,3,0,0,0,,,0,0,0,0,0,0,0,0,18,12,0,,0.0,0.0,,66.7
森寿実子,2016-01,プレステージ・インターナショナルアランマーレ,11,18,0,0,0,,,0,0,0,0,0,0,0,0,90,59,0,,0.0,0.0,,65.6
森寿実子,2016-02,プレステージ・インターナショナルアランマーレ,11,18,0,0,0,,,0,0,0,0,0,0,0,0,74,41,0,,0.0,0.0,,55.4
権藤玲奈,2015-11,トヨタ自動車ヴァルキューレ,5,9,64,24,2,37.5,34.4,0,0,0,1,29,2,1,7,9,1,0,,2.67,0.11,12.1,11.1
権藤玲奈,2015-12,トヨタ自動車ヴァルキューレ,5,8,63,16,5,25.4,17.5,0,0,0,4,24,0,1,7,2,2,0,,2.0,0.5,6.2,100.0
権藤玲奈,2016-01,トヨタ自動車ヴァルキューレ,5,23,217,71,9,32.7,28.6,0,0,0,7,62,3,5,23,8,3,0,,3.09,0.3,12.1,37.5
権藤玲奈,2016-02,トヨタ自動車ヴァルキューレ,5,18,152,31,12,20.4,12.5,0,0,0,6,56,4,3,22,2,1,0,,1.72,0.33,15.6,50.0
浅川希,2016-02,プレステージ・インターナショナルアランマーレ,15,15,57,14,7,24.6,12.3,0,0,0,0,24,0,1,9,83,44,0,,0.93,0.0,8.3,53.0
浅野愛美,2015-11,トヨタ自動車ヴァルキューレ,10,1,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,,0.0,0.0,,0.0
浅野愛美,2015-12,トヨタ自動車ヴァルキューレ,10,1,0,0,0,,,0,0,0,0,0,0,0,0,8,2,0,,0.0,0.0,,25.0
浅野愛美,2016-01,トヨタ自動車ヴァルキューレ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅野愛美,2016-02,トヨタ自動車ヴァルキューレ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅野美波,2015-11,トヨタ自動車ヴァルキューレ,18,13,49,22,6,44.9,32.7,0,0,0,7,57,0,0,27,43,30,0,,1.69,0.54,11.8,69.8
浅野美波,2015-12,トヨタ自動車ヴァルキューレ,18,8,38,13,2,34.2,28.9,0,0,0,0,23,0,0,12,17,11,0,,1.62,0.0,13.0,64.7
浅野美波,2016-01,トヨタ自動車ヴァルキューレ,18,25,102,42,6,41.2,35.3,0,0,0,9,84,5,9,32,99,56,0,,1.68,0.36,12.8,56.6
浅野美波,2016-02,トヨタ自動車ヴァルキューレ,18,18,99,33,13,33.3,20.2,0,0,0,5,65,4,3,29,45,26,0,,1.83,0.28,16.2,57.8
田中静香,2015-11,ブレス浜松,14,8,0,0,0,,,0,0,0,0,14,1,3,3,0,0,0,,0.0,0.0,7.1,
田中静香,2015-12,ブレス浜松,14,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
田中静香,2016-01,ブレス浜松,14,16,0,0,0,,,0,0,0,0,27,0,4,11,0,0,0,,0.0,0.0,6.5,
田中静香,2016-02,ブレス浜松,14,3,0,0,0,,,0,0,0,0,6,1,0,1,0,0,0,,0.0,0.0,20.8,
田口綾菜,2015-11,トヨタ自動車ヴァルキューレ,3,9,64,22,4,34.4,28.1,0,0,0,0,29,3,2,12,10,2,0,,2.44,0.0,19.0,20.0
田口綾菜,2015-12,トヨタ自動車ヴァルキューレ,3,7,29,14,1,48.3,44.8,0,0,0,0,8,1,0,2,3,2,0,,2.0,0.0,18.8,66.7
田口綾菜,2016-01,トヨタ自動車ヴァルキューレ,3,10,54,17,9,31.5,14.8,0,0,0,2,17,1,1,10,6,5,0,,1.7,0.2,19.1,83.3
田口綾菜,2016-02,トヨタ自動車ヴァルキューレ,3,11,58,16,7,27.6,15.5,0,0,0,3,18,2,2,10,8,4,0,,1.45,0.27,22.2,50.0
百瀬彩夏,2015-11,GSS東京サンビームズ,12,10,62,26,3,41.9,37.1,0,0,0,4,26,0,2,12,0,0,0,,2.6,0.4,9.6,
百瀬彩夏,2015-12,GSS東京サンビームズ,12,8,39,12,5,30.8,17.9,0,0,0,5,25,0,1,6,0,0,0,,1.5,0.62,5.0,
百瀬彩夏,2016-01,GSS東京サンビームズ,12,23,132,57,7,43.2,37.9,0,0,0,14,52,0,3,14,3,2,0,,2.48,0.61,5.3,66.7
