名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
田代佳奈美,東レアローズ,13,11,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
真柴咲紀,デンソーエアリービーズ,20,10,0,0,0,,,0,0,0,0,0,0,0,0,47,31,0,0,,0.0,0.0,,66.0
矢野美子,デンソーエアリービーズ,2,10,43,13,3,30.2,23.3,0,0,0,5,32,2,2,7,1,0,0,20,,1.3,0.5,10.2,0.0
石井優希,久光製薬スプリングス,6,2,25,10,3,40.0,28.0,0,0,0,1,8,1,1,5,18,8,0,12,,5.0,0.5,25.0,44.4
石井里沙,デンソーエアリービーズ,16,10,90,32,5,35.6,30.0,1,0,0,2,44,3,1,11,103,66,0,37,0.0,3.2,0.2,12.5,64.1
石田瑞穂,久光製薬スプリングス,22,10,118,42,6,35.6,30.5,23,9,1,3,39,4,3,15,42,24,0,49,39.1,4.2,0.3,17.9,57.1
福田舞,岡山シーガルズ,5,11,130,40,8,30.8,24.6,16,5,3,6,31,1,2,8,45,29,0,47,31.2,3.6,0.5,8.1,64.4
竹田麻衣,岡山シーガルズ,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
筒井さやか,久光製薬スプリングス,20,3,0,0,0,,,0,0,0,0,0,0,0,0,3,2,0,0,,0.0,0.0,,66.7
筒井視穂子,久光製薬スプリングス,7,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
荒木絵里香,東レアローズ,2,12,53,28,3,52.8,47.2,0,0,0,7,47,2,6,17,3,1,0,37,,2.3,0.6,10.1,33.3
西脇万里子,東レアローズ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
迫田さおり,東レアローズ,8,11,126,60,13,47.6,37.3,45,19,5,4,54,3,2,19,1,1,0,67,42.2,5.5,0.4,13.4,100.0
野口彩佳,岡山シーガルズ,16,7,0,0,0,,,0,0,0,0,7,0,1,3,7,6,0,0,,0.0,0.0,7.1,85.7
野本梨佳,久光製薬スプリングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木裕子,デンソーエアリービーズ,6,10,52,23,4,44.2,36.5,0,0,0,3,30,0,2,7,62,37,0,26,,2.3,0.3,4.2,59.7
鍋谷友理枝,デンソーエアリービーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
長岡望悠,久光製薬スプリングス,1,5,6,4,0,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,4,,0.8,0.0,,
関李香,岡山シーガルズ,4,10,24,8,1,33.3,29.2,0,0,0,3,19,3,1,4,0,0,0,14,,0.8,0.3,19.7,
高橋菜穂子,デンソーエアリービーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高田ありさ,東レアローズ,6,12,91,27,5,29.7,24.2,1,0,0,6,47,0,2,18,96,62,0,33,0.0,2.2,0.5,8.5,64.6
