大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,パナソニックパンサーズ,28,85,652,338,32,51.8,210,107,12,51.0,3.98,28,0.33,296,13,12,45,96,12.8,14,3,6,42.9,338,28,25,391
レギュラーラウンド,パナソニックパンサーズ,27,80,611,319,28,52.2,199,103,10,51.8,3.99,28,0.35,283,13,12,40,94,13.6,12,3,4,41.7,319,28,25,372
ファイナル,パナソニックパンサーズ,1,5,41,19,4,46.3,11,4,2,36.4,3.80,0,-,13,0,0,5,2,-5.8,2,0,2,50.0,19,0,0,19
V.LEAGUE DIVISION1 MEN 2018-19,パナソニックパンサーズ,5,12,17,9,3,52.9,1,0,1,0.0,0.75,1,0.08,8,0,1,1,3,18.8,0,0,0,-,9,1,1,11
レギュラーラウンド,パナソニックパンサーズ,2,7,7,5,1,71.4,0,0,0,-,0.71,0,-,5,0,1,1,2,25.0,0,0,0,-,5,0,1,6
ファイナル６,パナソニックパンサーズ,1,2,4,1,0,25.0,0,0,0,-,0.50,0,-,2,0,0,0,1,12.5,0,0,0,-,1,0,0,1
ファイナル,パナソニックパンサーズ,2,3,6,3,2,50.0,1,0,1,0.0,1.00,1,0.33,1,0,0,0,0,0.0,0,0,0,-,3,1,0,4
Ｖ・プレミアリーグ男子 2017/18,パナソニックパンサーズ,23,82,630,346,38,54.9,229,115,22,50.2,4.22,36,0.44,286,7,12,41,95,11.4,6,1,1,25.0,346,36,19,401
レギュラーラウンド,パナソニックパンサーズ,19,71,547,299,33,54.7,196,99,17,50.5,4.21,31,0.44,246,6,12,37,78,11.5,5,1,1,30.0,299,31,18,348
ファイナル６,パナソニックパンサーズ,4,11,83,47,5,56.6,33,16,5,48.5,4.27,5,0.45,40,1,0,4,17,10.6,1,0,0,0.0,47,5,1,53
天皇杯全日本選手権大会,,2,9,84,48,2,57.1,34,15,2,44.1,5.33,5,0.56,38,3,1,5,10,13.8,0,0,0,-,48,5,4,57
レギュラーラウンド,,2,9,84,48,2,57.1,34,15,2,44.1,5.33,5,0.56,38,3,1,5,10,13.8,0,0,0,-,48,5,4,57
Ｖ・プレミアリーグ男子 2016/17,パナソニックパンサーズ,15,48,372,197,27,53.0,121,60,9,49.6,4.10,22,0.46,163,3,4,34,45,10.7,3,3,0,100.0,197,22,7,226
レギュラーラウンド,パナソニックパンサーズ,14,47,371,196,27,52.8,121,60,9,49.6,4.17,22,0.47,163,3,4,34,45,10.7,3,3,0,100.0,196,22,7,225
ファイナル６,パナソニックパンサーズ,1,1,1,1,0,100.0,0,0,0,-,1.00,0,-,0,0,0,0,0,-,0,0,0,-,1,0,0,1
Ｖ・プレミアリーグ男子 2015/16,パナソニックパンサーズ,28,107,1068,537,77,50.3,470,229,43,48.7,5.02,48,0.45,447,15,18,63,183,16.8,13,3,0,23.1,537,48,33,618
レギュラーラウンド,パナソニックパンサーズ,21,82,827,420,62,50.8,367,185,33,50.4,5.12,37,0.45,359,12,15,45,146,16.9,10,1,0,10.0,420,37,27,484
ファイナル６,パナソニックパンサーズ,5,15,147,75,6,51.0,58,27,4,46.6,5.00,7,0.47,53,2,3,10,21,18.2,3,2,0,66.7,75,7,5,87
ファイナル３,パナソニックパンサーズ,1,5,42,22,2,52.4,17,7,2,41.2,4.40,3,0.60,22,1,0,6,9,14.8,0,0,0,-,22,3,1,26
ファイナル,パナソニックパンサーズ,1,5,52,20,7,38.5,28,10,4,35.7,4.00,1,0.20,13,0,0,2,7,13.5,0,0,0,-,20,1,0,21
Ｖ・プレミアリーグ男子 2014/15,パナソニックパンサーズ,26,103,989,468,85,47.3,401,186,39,46.4,4.54,32,0.31,404,13,15,79,119,13.6,0,0,0,-,468,32,28,528
レギュラーラウンド,パナソニックパンサーズ,21,83,803,387,68,48.2,314,148,33,47.1,4.66,21,0.25,331,11,14,67,95,13.9,0,0,0,-,387,21,25,433
ファイナル６,パナソニックパンサーズ,5,20,186,81,17,43.5,87,38,6,43.7,4.05,11,0.55,73,2,1,12,24,12.1,0,0,0,-,81,11,3,95
Ｖ・プレミアリーグ男子 2013/14,パナソニックパンサーズ,31,116,932,467,67,50.1,422,205,35,48.6,4.03,48,0.41,472,12,19,62,188,15.7,7,2,0,28.6,467,48,31,546
レギュラーラウンド,パナソニックパンサーズ,27,101,829,421,55,50.8,377,189,27,50.1,4.17,42,0.42,412,11,18,54,166,16.2,3,1,0,33.3,421,42,29,492
セミファイナルラウンド,パナソニックパンサーズ,3,10,67,28,9,41.8,27,9,6,33.3,2.80,5,0.50,42,1,1,7,14,12.6,1,0,0,0.0,28,5,2,35
ファイナルラウンド,パナソニックパンサーズ,1,5,36,18,3,50.0,18,7,2,38.9,3.60,1,0.20,18,0,0,1,8,11.1,3,1,0,33.3,18,1,0,19
Ｖ・プレミアリーグ男子 2012/13,パナソニックパンサーズ,24,83,658,330,63,50.2,265,133,33,50.2,3.98,24,0.29,363,12,14,72,147,16.5,0,0,0,-,330,24,26,380
レギュラーラウンド,パナソニックパンサーズ,23,83,658,330,63,50.2,265,133,33,50.2,3.98,24,0.29,363,12,14,72,147,16.5,0,0,0,-,330,24,26,380
ファイナルラウンド,パナソニックパンサーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2011/12,パナソニックパンサーズ,25,92,769,396,68,51.5,313,166,25,53.0,4.30,37,0.40,367,7,6,59,130,12.1,2,1,0,50.0,396,37,13,446
レギュラーラウンド,パナソニックパンサーズ,21,75,615,317,57,51.5,253,131,23,51.8,4.23,30,0.40,297,5,6,52,106,12.2,2,1,0,50.0,317,30,11,358
セミファイナルラウンド,パナソニックパンサーズ,3,12,109,55,7,50.5,39,24,1,61.5,4.58,5,0.42,50,2,0,6,17,12.5,0,0,0,-,55,5,2,62
ファイナルラウンド,パナソニックパンサーズ,1,5,45,24,4,53.3,21,11,1,52.4,4.80,2,0.40,20,0,0,1,7,8.8,0,0,0,-,24,2,0,26
Ｖ・プレミアリーグ男子 2010/11,パナソニックパンサーズ,24,88,694,386,66,55.6,263,137,28,52.1,4.39,32,0.36,370,10,15,65,132,14.9,0,0,0,-,386,32,25,443
レギュラーラウンド,パナソニックパンサーズ,24,88,694,386,66,55.6,263,137,28,52.1,4.39,32,0.36,370,10,15,65,132,14.9,0,0,0,-,386,32,25,443
Ｖ・プレミアリーグ男子 2009/10,パナソニックパンサーズ,32,122,954,521,71,54.6,350,181,33,51.7,4.27,37,0.30,498,13,26,111,147,14.2,8,4,0,50.0,521,37,39,597
レギュラーラウンド,パナソニックパンサーズ,28,107,807,445,59,55.1,292,150,30,51.4,4.16,31,0.29,433,11,22,100,129,14.1,7,3,0,42.9,445,31,33,509
セミファイナルラウンド,パナソニックパンサーズ,3,12,121,62,8,51.2,44,23,2,52.3,5.17,4,0.33,52,2,4,8,14,16.7,0,0,0,-,62,4,6,72
ファイナルラウンド,パナソニックパンサーズ,1,3,26,14,4,53.8,14,8,1,57.1,4.67,2,0.67,13,0,0,3,4,7.7,1,1,0,100.0,14,2,0,16
日韓V.LEAGUE TOP MATCH 男子 2010,,1,4,32,16,4,50.0,11,6,1,54.5,4.00,1,0.25,14,1,0,6,4,14.3,0,0,0,-,16,1,1,18
日韓V.LEAGUE TOP MATCH,,1,4,32,16,4,50.0,11,6,1,54.5,4.00,1,0.25,14,1,0,6,4,14.3,0,0,0,-,16,1,1,18
Ｖ・プレミアリーグ男子 2008/09,パナソニックパンサーズ,24,67,455,248,45,54.5,173,85,24,49.1,3.70,8,0.12,201,3,2,42,68,10.7,2,0,0,0.0,248,8,5,261
レギュラーラウンド,パナソニックパンサーズ,20,56,371,204,35,55.0,147,74,20,50.3,3.64,7,0.12,169,3,1,33,57,10.7,2,0,0,0.0,204,7,4,215
セミファイナルラウンド,パナソニックパンサーズ,3,8,60,32,8,53.3,16,7,3,43.8,4.00,0,-,21,0,1,6,6,11.0,0,0,0,-,32,0,1,33
ファイナルラウンド,パナソニックパンサーズ,1,3,24,12,2,50.0,10,4,1,40.0,4.00,1,0.33,11,0,0,3,5,11.4,0,0,0,-,12,1,0,13
レギュラーシーズン通算,,247,880,7140,3729,554,52.2,2794,1409,263,50.4,4.24,305,0.35,3431,97,134,600,1197,11.1,44,13,5,35.2,3729,305,231,4265
通算,,288,1018,8306,4307,648,51.9,3263,1625,307,49.8,4.23,359,0.35,3927,112,145,685,1367,10.9,55,17,7,37.3,4307,359,257,4923
