大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,パナソニックパンサーズ,28,86,238,105,21,44.1,55,27,7,49.1,1.22,12,0.14,107,6,6,28,36,13.1,0,0,0,-,105,12,12,129
レギュラーラウンド,パナソニックパンサーズ,27,81,233,103,21,44.2,55,27,7,49.1,1.27,11,0.14,102,6,5,27,35,12.7,0,0,0,-,103,11,11,125
ファイナル,パナソニックパンサーズ,1,5,5,2,0,40.0,0,0,0,-,0.4,1,0.2,5,0,1,1,1,20.0,0,0,0,-,2,1,1,4
V.LEAGUE DIVISION1 MEN 2018-19,パナソニックパンサーズ,32,113,758,387,48,51.1,228,126,18,55.3,3.42,37,0.33,370,12,12,93,118,8.2,1,1,0,100.0,387,37,24,448
レギュラーラウンド,パナソニックパンサーズ,25,86,584,290,34,49.7,172,94,13,54.7,3.37,25,0.29,275,8,9,70,82,7.3,1,1,0,100.0,290,25,17,332
ファイナル６,パナソニックパンサーズ,5,19,110,69,10,62.7,34,24,2,70.6,3.63,9,0.47,64,1,0,16,28,6.2,0,0,0,-,69,9,1,79
ファイナル,パナソニックパンサーズ,2,8,64,28,4,43.8,22,8,3,36.4,3.5,3,0.38,31,3,3,7,8,20.2,0,0,0,-,28,3,6,37
レギュラーシーズン通算,,52,167,817,393,55,48.1,227,121,20,53.3,2.35,36,0.22,377,14,14,97,117,8.8,1,1,0,100.0,393,36,28,457
通算,,60,199,996,492,69,49.4,283,153,25,54.1,2.47,49,0.25,477,18,18,121,154,9.3,1,1,0,100.0,492,49,36,577
